"site","time_scale","drought_type","lat","lon","trend_type","p_value","z","method","n","note","s","var_s","tau","alternative","trend_likelihood","period_start","period_end","region"
"Tauranga (Bay of Plenty)","12","Hydrological drought",-37.673,176.196,"Severity",0.5,-0,"Mann-Kendall",9,"Less than 10 values provided. ",0,92,0,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","3","Meteorological drought",-37.673,176.196,"Severity",0.2277677059703766,0.7462185372015077,"Mann-Kendall",20,NA,24,950,0.12631578947368421,"greater","Likely increasing",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","6","Agricultural drought",-37.673,176.196,"Severity",0.6573357221083108,-0.4052026520016734,"Mann-Kendall",16,NA,-10,493.3333333333333,-0.08333333333333333,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Timaru (Canterbury)","12","Hydrological drought",-44.30517,171.22141,"Severity",0.36025739356812764,0.35777087639996635,"Mann-Kendall",10,NA,5,125,0.11111111111111109,"greater","Indeterminate",1972,2022,"Canterbury"
"Timaru (Canterbury)","3","Meteorological drought",-44.30517,171.22141,"Severity",0.985072623145087,-2.1720120542106494,"Mann-Kendall",25,NA,-94,1833.3333333333333,-0.3133333333333333,"greater","Very likely decreasing",1972,2022,"Canterbury"
"Timaru (Canterbury)","6","Agricultural drought",-44.30517,171.22141,"Severity",0.6445820375925373,-0.3707336495572356,"Mann-Kendall",17,NA,-10,589.3333333333334,-0.07352941176470588,"greater","Indeterminate",1972,2022,"Canterbury"
"Waiouru (Manawatū-Whanganui)","12","Hydrological drought",-39.46249,175.66283,"Severity",0.6843890897608734,-0.48000783692661914,"Mann-Kendall",12,NA,-8,212.66666666666666,-0.12121212121212119,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","3","Meteorological drought",-39.46249,175.66283,"Severity",0.31907851355640915,0.4702771406950465,"Mann-Kendall",32,NA,30,3802.6666666666665,0.060483870967741944,"greater","Likely increasing",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","6","Agricultural drought",-39.46249,175.66283,"Severity",0.6752771653912669,-0.4545324114471421,"Mann-Kendall",18,NA,-13,697,-0.08496732026143793,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Wellington (Wellington)","12","Hydrological drought",-41.285,174.768,"Severity",0.22533514265709007,0.7542980294561158,"Mann-Kendall",12,NA,12,212.66666666666666,0.18181818181818177,"greater","Likely increasing",1972,2022,"Wellington"
"Wellington (Wellington)","3","Meteorological drought",-41.285,174.768,"Severity",0.43556574579857915,0.16222142113076254,"Mann-Kendall",20,NA,6,950,0.031578947368421054,"greater","Indeterminate",1972,2022,"Wellington"
"Wellington (Wellington)","6","Agricultural drought",-41.285,174.768,"Severity",0.11747739185167164,1.1876919823329444,"Mann-Kendall",15,NA,25,408.3333333333333,0.23809523809523814,"greater","Likely increasing",1972,2022,"Wellington"
"Whanganui (Manawatū-Whanganui)","12","Hydrological drought",-39.93704,175.04509,"Severity",0.6843890897608734,-0.48000783692661914,"Mann-Kendall",12,NA,-8,212.66666666666666,-0.12121212121212119,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","3","Meteorological drought",-39.93704,175.04509,"Severity",0.9022201736465515,-1.2943062667601224,"Mann-Kendall",29,NA,-70,2842,-0.17241379310344826,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","6","Agricultural drought",-39.93704,175.04509,"Severity",0.978227206892839,-2.018438758700505,"Mann-Kendall",17,NA,-50,589.3333333333334,-0.36764705882352944,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whangaparāoa (Auckland)","12","Hydrological drought",-36.606,174.835,"Severity",0.2667082567363472,0.6227991553292184,"Mann-Kendall",11,NA,9,165,0.16363636363636364,"greater","Likely increasing",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","3","Meteorological drought",-36.606,174.835,"Severity",0.47893729938895296,0.05282091276998584,"Mann-Kendall",23,NA,3,1433.6666666666667,0.011857707509881422,"greater","Indeterminate",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","6","Agricultural drought",-36.606,174.835,"Severity",0.41840985252563734,0.20596313864290866,"Mann-Kendall",17,NA,6,589.3333333333334,0.04411764705882353,"greater","Indeterminate",1972,2022,"Auckland"
"Whangārei (Northland)","12","Hydrological drought",-35.769,174.364,"Severity",0.18554668476134878,0.8944271909999159,"Mann-Kendall",10,NA,11,125,0.2444444444444444,"greater","Likely increasing",1972,2022,"Northland"
"Whangārei (Northland)","3","Meteorological drought",-35.769,174.364,"Severity",0.1218462550639526,1.1658069413270225,"Mann-Kendall",24,NA,48,1625.3333333333333,0.17391304347826086,"greater","Likely increasing",1972,2022,"Northland"
"Whangārei (Northland)","6","Agricultural drought",-35.769,174.364,"Severity",0.17220876148953604,0.9454728546705712,"Mann-Kendall",16,NA,22,493.3333333333333,0.18333333333333332,"greater","Likely increasing",1972,2022,"Northland"
"Auckland (Auckland)","12","Hydrological drought",-37.00813,174.78873,"Intensity",0.5618651681861191,-0.1556997888323046,"Mann-Kendall",11,NA,-3,165,-0.05454545454545454,"greater","Indeterminate",1972,2022,"Auckland"
"Auckland (Auckland)","3","Meteorological drought",-37.00813,174.78873,"Intensity",0.08915680389085168,1.345965609575478,"Mann-Kendall",32,NA,84,3802.6666666666665,0.16935483870967744,"greater","Very likely increasing",1972,2022,"Auckland"
"Auckland (Auckland)","6","Agricultural drought",-37.00813,174.78873,"Intensity",0.43556574579857915,0.16222142113076254,"Mann-Kendall",20,NA,6,950,0.031578947368421054,"greater","Indeterminate",1972,2022,"Auckland"
"Blenheim (Marlborough)","12","Hydrological drought",-41.52133,173.86439,"Intensity",0.5,-0,"Mann-Kendall",9,"Less than 10 values provided. ",0,92,0,"greater","Indeterminate",1972,2022,"Marlborough"
"Blenheim (Marlborough)","3","Meteorological drought",-41.52133,173.86439,"Intensity",0.46980684911781107,0.07575540190785703,"Mann-Kendall",18,NA,3,697,0.019607843137254905,"greater","Indeterminate",1972,2022,"Marlborough"
"Blenheim (Marlborough)","6","Agricultural drought",-41.52133,173.86439,"Intensity",0.3777484374644414,0.3113995776646092,"Mann-Kendall",11,NA,5,165,0.09090909090909091,"greater","Indeterminate",1972,2022,"Marlborough"
"Christchurch (Canterbury)","12","Hydrological drought",-43.493,172.537,"Intensity",0.5,0,"Mann-Kendall",10,NA,1,125,0.02222222222222222,"greater","Indeterminate",1972,2022,"Canterbury"
"Christchurch (Canterbury)","3","Meteorological drought",-43.493,172.537,"Intensity",0.4648722893876344,0.0881662030044774,"Mann-Kendall",26,NA,5,2058.3333333333335,0.015384615384615385,"greater","Indeterminate",1972,2022,"Canterbury"
"Christchurch (Canterbury)","6","Agricultural drought",-43.493,172.537,"Intensity",0.9459193226100157,-1.6065124814146874,"Mann-Kendall",17,NA,-40,589.3333333333334,-0.29411764705882354,"greater","Very likely decreasing",1972,2022,"Canterbury"
"Dannevirke (Manawatū-Whanganui)","12","Hydrological drought",-40.21,176.109,"Intensity",0.08677311089392664,1.360897063089832,"Mann-Kendall",8,"Less than 10 values provided. ",12,65.33333333333333,0.4285714285714285,"greater","Very likely increasing",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","3","Meteorological drought",-40.21,176.109,"Intensity",0.31725514644092867,0.47538821492987254,"Mann-Kendall",23,NA,19,1433.6666666666667,0.07509881422924901,"greater","Likely increasing",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","6","Agricultural drought",-40.21,176.109,"Intensity",0.6445820375925373,-0.3707336495572356,"Mann-Kendall",17,NA,-10,589.3333333333334,-0.07352941176470588,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Dunedin (Otago)","12","Hydrological drought",-45.90129,170.5147,"Intensity",0.581494262447277,-0.20571764439712248,"Mann-Kendall",12,NA,-4,212.66666666666666,-0.060606060606060594,"greater","Indeterminate",1972,2022,"Otago"
"Dunedin (Otago)","3","Meteorological drought",-45.90129,170.5147,"Intensity",0.9402551568226508,-1.5569191324795675,"Mann-Kendall",29,NA,-84,2842,-0.2068965517241379,"greater","Very likely decreasing",1972,2022,"Otago"
"Dunedin (Otago)","6","Agricultural drought",-45.90129,170.5147,"Intensity",0.487955001617409,0.0301969220839387,"Mann-Kendall",21,NA,2,1096.6666666666667,0.009523809523809525,"greater","Indeterminate",1972,2022,"Otago"
"Gisborne (Gisborne)","12","Hydrological drought",-38.6586,177.9851,"Intensity",0.9567644361129637,-1.714313703309354,"Mann-Kendall",12,NA,-26,212.66666666666666,-0.39393939393939387,"greater","Very likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","3","Meteorological drought",-38.6586,177.9851,"Intensity",0.8093681392034211,-0.8755702183726748,"Mann-Kendall",27,NA,-43,2301,-0.12250712250712252,"greater","Likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","6","Agricultural drought",-38.6586,177.9851,"Intensity",0.4397863945037497,0.15151080381571405,"Mann-Kendall",18,NA,5,697,0.03267973856209151,"greater","Indeterminate",1972,2022,"Gisborne"
"Gore (Southland)","12","Hydrological drought",-46.115,168.887,"Intensity",0.6797856062936045,-0.46709936649691375,"Mann-Kendall",11,NA,-7,165,-0.12727272727272726,"greater","Likely decreasing",1972,2022,"Southland"
"Gore (Southland)","3","Meteorological drought",-46.115,168.887,"Intensity",0.5061811290064248,-0.015494412689220163,"Mann-Kendall",33,NA,-2,4165.333333333333,-0.003787878787878788,"greater","Indeterminate",1972,2022,"Southland"
"Gore (Southland)","6","Agricultural drought",-46.115,168.887,"Intensity",0.7934770565477354,-0.8185452992296115,"Mann-Kendall",24,NA,-34,1625.3333333333333,-0.12318840579710146,"greater","Likely decreasing",1972,2022,"Southland"
"Hamilton (Waikato)","12","Hydrological drought",-37.86088,175.33175,"Intensity",0.8144533152386513,-0.8944271909999159,"Mann-Kendall",10,NA,-11,125,-0.2444444444444444,"greater","Likely decreasing",1972,2022,"Waikato"
"Hamilton (Waikato)","3","Meteorological drought",-37.86088,175.33175,"Intensity",0.7654683658627599,-0.7240040180702164,"Mann-Kendall",25,NA,-32,1833.3333333333333,-0.10666666666666665,"greater","Likely decreasing",1972,2022,"Waikato"
"Hamilton (Waikato)","6","Agricultural drought",-37.86088,175.33175,"Intensity",0.3865400331561564,0.2883483941000721,"Mann-Kendall",17,NA,8,589.3333333333334,0.058823529411764705,"greater","Indeterminate",1972,2022,"Waikato"
"Hokitika (West Coast)","12","Hydrological drought",-42.71228,170.98428,"Intensity",0.2791754546879926,0.5852927195579727,"Mann-Kendall",16,NA,14,493.3333333333333,0.11666666666666667,"greater","Likely increasing",1972,2022,"West Coast"
"Hokitika (West Coast)","3","Meteorological drought",-42.71228,170.98428,"Intensity",0.5,-0,"Mann-Kendall",25,NA,0,1833.3333333333333,0,"greater","Indeterminate",1972,2022,"West Coast"
"Hokitika (West Coast)","6","Agricultural drought",-42.71228,170.98428,"Intensity",0.16884748818613965,0.9587296126556634,"Mann-Kendall",22,NA,35,1257.6666666666667,0.15151515151515152,"greater","Likely increasing",1972,2022,"West Coast"
"Invercargill (Southland)","12","Hydrological drought",-46.41741,168.33052,"Intensity",0.8632192941376255,-1.0948978029027179,"Mann-Kendall",14,NA,-21,333.6666666666667,-0.23076923076923078,"greater","Likely decreasing",1972,2022,"Southland"
"Invercargill (Southland)","3","Meteorological drought",-46.41741,168.33052,"Intensity",0.6583315956002388,-0.4079140071942694,"Mann-Kendall",31,NA,-25,3461.6666666666665,-0.05376344086021506,"greater","Indeterminate",1972,2022,"Southland"
"Invercargill (Southland)","6","Agricultural drought",-46.41741,168.33052,"Intensity",0.7136088447031365,-0.563958595679802,"Mann-Kendall",22,NA,-21,1257.6666666666667,-0.09090909090909091,"greater","Likely decreasing",1972,2022,"Southland"
"Kerikeri (Northland)","12","Hydrological drought",-35.183,173.926,"Intensity",0.5,-0,"Mann-Kendall",12,NA,0,212.66666666666666,0,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","3","Meteorological drought",-35.183,173.926,"Intensity",0.6041503263640629,-0.2641045638499292,"Mann-Kendall",23,NA,-11,1433.6666666666667,-0.043478260869565216,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","6","Agricultural drought",-35.183,173.926,"Intensity",0.22074410550698645,0.7696825713954515,"Mann-Kendall",19,NA,23,817,0.13450292397660818,"greater","Likely increasing",1972,2022,"Northland"
"Lake Tekapo (Canterbury)","12","Hydrological drought",-44.002,170.441,"Intensity",0.45640701359203745,0.10948978029027179,"Mann-Kendall",14,NA,3,333.6666666666667,0.03296703296703297,"greater","Indeterminate",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","3","Meteorological drought",-44.002,170.441,"Intensity",0.4639088846131841,0.0905907662518161,"Mann-Kendall",21,NA,4,1096.6666666666667,0.01904761904761905,"greater","Indeterminate",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","6","Agricultural drought",-44.002,170.441,"Intensity",0.5164288345468139,-0.04119262772858173,"Mann-Kendall",17,NA,-2,589.3333333333334,-0.014705882352941176,"greater","Indeterminate",1972,2022,"Canterbury"
"Masterton (Wellington)","12","Hydrological drought",-40.957,175.707,"Intensity",0.4726649354163501,0.06857254813237416,"Mann-Kendall",12,NA,2,212.66666666666666,0.030303030303030297,"greater","Indeterminate",1972,2022,"Wellington"
"Masterton (Wellington)","3","Meteorological drought",-40.957,175.707,"Intensity",0.20113361563221532,0.8375789285425354,"Mann-Kendall",26,NA,39,2058.3333333333335,0.12,"greater","Likely increasing",1972,2022,"Wellington"
"Masterton (Wellington)","6","Agricultural drought",-40.957,175.707,"Intensity",0.5890541543744203,-0.2251125844453741,"Mann-Kendall",16,NA,-6,493.3333333333333,-0.05,"greater","Indeterminate",1972,2022,"Wellington"
"Milford Sound (Southland)","12","Hydrological drought",-44.67384,167.92406,"Intensity",0.36025739356812764,0.35777087639996635,"Mann-Kendall",10,NA,5,125,0.11111111111111109,"greater","Indeterminate",1972,2022,"Southland"
"Milford Sound (Southland)","3","Meteorological drought",-44.67384,167.92406,"Intensity",0.9709917589571486,-1.8955733645962642,"Mann-Kendall",26,NA,-87,2058.3333333333335,-0.2676923076923077,"greater","Very likely decreasing",1972,2022,"Southland"
"Milford Sound (Southland)","6","Agricultural drought",-44.67384,167.92406,"Intensity",0.6539096136390617,-0.39589732744431483,"Mann-Kendall",15,NA,-9,408.3333333333333,-0.08571428571428573,"greater","Indeterminate",1972,2022,"Southland"
"Napier (Hawke's Bay)","12","Hydrological drought",-39.49846,176.91189,"Intensity",0.7085247211190541,-0.5490799884779067,"Mann-Kendall",13,NA,-10,268.6666666666667,-0.1282051282051282,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","3","Meteorological drought",-39.49846,176.91189,"Intensity",0.8093681392034211,-0.8755702183726748,"Mann-Kendall",27,NA,-43,2301,-0.12250712250712252,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","6","Agricultural drought",-39.49846,176.91189,"Intensity",0.6867518628265445,-0.48666426339228763,"Mann-Kendall",20,NA,-16,950,-0.08421052631578947,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Nelson (Nelson)","12","Hydrological drought",-41.299,173.226,"Intensity",0.9123459595958633,-1.355343691370986,"Mann-Kendall",9,"Less than 10 values provided. ",-14,92,-0.3888888888888889,"greater","Very likely decreasing",1972,2022,"Nelson"
"Nelson (Nelson)","3","Meteorological drought",-41.299,173.226,"Intensity",0.8165601996768939,-0.9023337530876832,"Mann-Kendall",22,NA,-33,1257.6666666666667,-0.14285714285714285,"greater","Likely decreasing",1972,2022,"Nelson"
"Nelson (Nelson)","6","Agricultural drought",-41.299,173.226,"Intensity",0.3865400331561564,0.2883483941000721,"Mann-Kendall",17,NA,8,589.3333333333334,0.058823529411764705,"greater","Indeterminate",1972,2022,"Nelson"
"New Plymouth (Taranaki)","12","Hydrological drought",-39.0079,174.18382,"Intensity",0.004574573789796882,2.606430175713435,"Mann-Kendall",9,"Less than 10 values provided. ",26,92,0.7222222222222222,"greater","Very likely increasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","3","Meteorological drought",-39.0079,174.18382,"Intensity",0.887260351276042,-1.2120864305257124,"Mann-Kendall",18,NA,-33,697,-0.21568627450980396,"greater","Likely decreasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","6","Agricultural drought",-39.0079,174.18382,"Intensity",0.6167373502382141,-0.2969229955832361,"Mann-Kendall",15,NA,-7,408.3333333333333,-0.06666666666666668,"greater","Indeterminate",1972,2022,"Taranaki"
"Queenstown (Otago)","12","Hydrological drought",-45.01758,168.74005,"Intensity",0.7489208742496257,-0.6710977636952193,"Mann-Kendall",13,NA,-12,268.6666666666667,-0.15384615384615383,"greater","Likely decreasing",1972,2022,"Otago"
"Queenstown (Otago)","3","Meteorological drought",-45.01758,168.74005,"Intensity",0.7862555002004763,-0.7934958270402966,"Mann-Kendall",26,NA,-37,2058.3333333333335,-0.11384615384615385,"greater","Likely decreasing",1972,2022,"Otago"
"Queenstown (Otago)","6","Agricultural drought",-45.01758,168.74005,"Intensity",0.6634056260922782,-0.42177569493998257,"Mann-Kendall",20,NA,-14,950,-0.07368421052631578,"greater","Likely decreasing",1972,2022,"Otago"
"Reefton (West Coast)","12","Hydrological drought",-42.11578,171.86014,"Intensity",0.7628628246163353,-0.7155417527999327,"Mann-Kendall",10,NA,-9,125,-0.19999999999999996,"greater","Likely decreasing",1972,2022,"West Coast"
"Reefton (West Coast)","3","Meteorological drought",-42.11578,171.86014,"Intensity",0.4168676206249667,0.20991342856239587,"Mann-Kendall",19,NA,7,817,0.04093567251461988,"greater","Indeterminate",1972,2022,"West Coast"
"Reefton (West Coast)","6","Agricultural drought",-42.11578,171.86014,"Intensity",0.5537207670742194,-0.13506755066722445,"Mann-Kendall",16,NA,-4,493.3333333333333,-0.03333333333333333,"greater","Indeterminate",1972,2022,"West Coast"
"Rotorua (Bay of Plenty)","12","Hydrological drought",-38.10595,176.31485,"Intensity",0.5709861715062394,-0.17888543819998318,"Mann-Kendall",10,NA,-3,125,-0.06666666666666665,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","3","Meteorological drought",-38.10595,176.31485,"Intensity",0.5098945104757281,-0.024804403006957923,"Mann-Kendall",24,NA,-2,1625.3333333333333,-0.007246376811594203,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","6","Agricultural drought",-38.10595,176.31485,"Intensity",0.3426642778916892,0.4052026520016734,"Mann-Kendall",16,NA,10,493.3333333333333,0.08333333333333333,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tara Hills (Canterbury)","12","Hydrological drought",-44.52612,169.88948,"Intensity",0.47567606547720187,0.061008887608656304,"Mann-Kendall",13,NA,2,268.6666666666667,0.025641025641025637,"greater","Indeterminate",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","3","Meteorological drought",-44.52612,169.88948,"Intensity",0.1577863679819514,1.0035973426297309,"Mann-Kendall",23,NA,39,1433.6666666666667,0.1541501976284585,"greater","Likely increasing",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","6","Agricultural drought",-44.52612,169.88948,"Intensity",0.16364279011097757,0.9795959999578474,"Mann-Kendall",19,NA,29,817,0.1695906432748538,"greater","Likely increasing",1972,2022,"Canterbury"
"Taumarunui (Manawatū-Whanganui)","12","Hydrological drought",-38.88784,175.25981,"Intensity",0.9785199269857875,-2.0240972548199596,"Mann-Kendall",11,NA,-27,165,-0.4909090909090909,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","3","Meteorological drought",-38.88784,175.25981,"Intensity",0.8886298969548807,-1.2192740194117093,"Mann-Kendall",29,NA,-66,2842,-0.16256157635467977,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","6","Agricultural drought",-38.88784,175.25981,"Intensity",0.9787791618649945,-2.0291631427698267,"Mann-Kendall",19,NA,-59,817,-0.34502923976608185,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taupō (Waikato)","12","Hydrological drought",-38.74263,176.08104,"Intensity",0.6180547032647301,-0.3003757045930553,"Mann-Kendall",7,"Less than 10 values provided. ",-3,44.333333333333336,-0.14285714285714285,"greater","Indeterminate",1972,2022,"Waikato"
"Taupō (Waikato)","3","Meteorological drought",-38.74263,176.08104,"Intensity",0.800982155202876,-0.8451346043197734,"Mann-Kendall",23,NA,-33,1433.6666666666667,-0.13043478260869565,"greater","Likely decreasing",1972,2022,"Waikato"
"Taupō (Waikato)","6","Agricultural drought",-38.74263,176.08104,"Intensity",0.8999359411606989,-1.2811866397817824,"Mann-Kendall",13,NA,-22,268.6666666666667,-0.282051282051282,"greater","Likely decreasing",1972,2022,"Waikato"
"Tauranga (Bay of Plenty)","12","Hydrological drought",-37.673,176.196,"Intensity",0.5,-0,"Mann-Kendall",9,"Less than 10 values provided. ",0,92,0,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","3","Meteorological drought",-37.673,176.196,"Intensity",0.2478313622450148,0.6813299687492026,"Mann-Kendall",20,NA,22,950,0.11578947368421053,"greater","Likely increasing",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","6","Agricultural drought",-37.673,176.196,"Intensity",0.5537207670742194,-0.13506755066722445,"Mann-Kendall",16,NA,-4,493.3333333333333,-0.03333333333333333,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Timaru (Canterbury)","12","Hydrological drought",-44.30517,171.22141,"Intensity",0.7042474815025417,-0.5366563145999494,"Mann-Kendall",10,NA,-7,125,-0.15555555555555553,"greater","Likely decreasing",1972,2022,"Canterbury"
"Timaru (Canterbury)","3","Meteorological drought",-44.30517,171.22141,"Intensity",0.9464638239392537,-1.6114928144143528,"Mann-Kendall",25,NA,-70,1833.3333333333333,-0.23333333333333328,"greater","Very likely decreasing",1972,2022,"Canterbury"
"Timaru (Canterbury)","6","Agricultural drought",-44.30517,171.22141,"Intensity",0.6134599668438436,-0.2883483941000721,"Mann-Kendall",17,NA,-8,589.3333333333334,-0.058823529411764705,"greater","Indeterminate",1972,2022,"Canterbury"
"Waiouru (Manawatū-Whanganui)","12","Hydrological drought",-39.46249,175.66283,"Intensity",0.6341491383878949,-0.34286274066187084,"Mann-Kendall",12,NA,-6,212.66666666666666,-0.09090909090909088,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","3","Meteorological drought",-39.46249,175.66283,"Intensity",0.40390710829209553,0.24324679691123097,"Mann-Kendall",32,NA,16,3802.6666666666665,0.03225806451612904,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","6","Agricultural drought",-39.46249,175.66283,"Intensity",0.8376438078180715,-0.9848202248021413,"Mann-Kendall",18,NA,-27,697,-0.17647058823529416,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Wellington (Wellington)","12","Hydrological drought",-41.285,174.768,"Intensity",0.18634574523575917,0.8914431257208641,"Mann-Kendall",12,NA,14,212.66666666666666,0.21212121212121207,"greater","Likely increasing",1972,2022,"Wellington"
"Wellington (Wellington)","3","Meteorological drought",-41.285,174.768,"Intensity",0.33659437390772184,0.42177569493998257,"Mann-Kendall",20,NA,14,950,0.07368421052631578,"greater","Indeterminate",1972,2022,"Wellington"
"Wellington (Wellington)","6","Agricultural drought",-41.285,174.768,"Intensity",0.08292833017145497,1.3856406460551018,"Mann-Kendall",15,NA,29,408.3333333333333,0.2761904761904762,"greater","Very likely increasing",1972,2022,"Wellington"
"Whanganui (Manawatū-Whanganui)","12","Hydrological drought",-39.93704,175.04509,"Intensity",0.6341491383878949,-0.34286274066187084,"Mann-Kendall",12,NA,-6,212.66666666666666,-0.09090909090909088,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","3","Meteorological drought",-39.93704,175.04509,"Intensity",0.7195482129031605,-0.5814999169501999,"Mann-Kendall",29,NA,-32,2842,-0.07881773399014777,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","6","Agricultural drought",-39.93704,175.04509,"Intensity",0.9962915376655861,-2.6775208023578125,"Mann-Kendall",17,NA,-66,589.3333333333334,-0.4852941176470588,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whangaparāoa (Auckland)","12","Hydrological drought",-36.606,174.835,"Intensity",0.17510069458964783,0.9341987329938275,"Mann-Kendall",11,NA,13,165,0.23636363636363636,"greater","Likely increasing",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","3","Meteorological drought",-36.606,174.835,"Intensity",0.542066730786741,-0.10564182553997167,"Mann-Kendall",23,NA,-5,1433.6666666666667,-0.019762845849802372,"greater","Indeterminate",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","6","Agricultural drought",-36.606,174.835,"Intensity",0.3865400331561564,0.2883483941000721,"Mann-Kendall",17,NA,8,589.3333333333334,0.058823529411764705,"greater","Indeterminate",1972,2022,"Auckland"
"Whangārei (Northland)","12","Hydrological drought",-35.769,174.364,"Intensity",0.2957525184974583,0.5366563145999494,"Mann-Kendall",10,NA,7,125,0.15555555555555553,"greater","Likely increasing",1972,2022,"Northland"
"Whangārei (Northland)","3","Meteorological drought",-35.769,174.364,"Intensity",0.008063534355891286,2.4060270916749187,"Mann-Kendall",24,NA,98,1625.3333333333333,0.35507246376811596,"greater","Very likely increasing",1972,2022,"Northland"
"Whangārei (Northland)","6","Agricultural drought",-35.769,174.364,"Intensity",0.02138171291659693,2.0260132600083667,"Mann-Kendall",16,NA,46,493.3333333333333,0.38333333333333336,"greater","Very likely increasing",1972,2022,"Northland"
"Auckland (Auckland)","12","Hydrological drought",-37.00813,174.78873,"Peak Month",0.8248993054103522,-0.9341987329938275,"Mann-Kendall",11,NA,-13,165,-0.23636363636363636,"greater","Likely decreasing",1972,2022,"Auckland"
"Auckland (Auckland)","3","Meteorological drought",-37.00813,174.78873,"Peak Month",0.07001259434058742,1.4756972345948012,"Mann-Kendall",32,NA,92,3802.6666666666665,0.18548387096774197,"greater","Very likely increasing",1972,2022,"Auckland"
"Auckland (Auckland)","6","Agricultural drought",-37.00813,174.78873,"Peak Month",0.48705887367768563,0.03244428422615251,"Mann-Kendall",20,NA,2,950,0.010526315789473684,"greater","Indeterminate",1972,2022,"Auckland"
"Blenheim (Marlborough)","12","Hydrological drought",-41.52133,173.86439,"Peak Month",0.5415173816855677,-0.10425720702853739,"Mann-Kendall",9,"Less than 10 values provided. ",-2,92,-0.05555555555555555,"greater","Indeterminate",1972,2022,"Marlborough"
"Blenheim (Marlborough)","3","Meteorological drought",-41.52133,173.86439,"Peak Month",0.8720909752667317,-1.1363310286178554,"Mann-Kendall",18,NA,-31,697,-0.20261437908496735,"greater","Likely decreasing",1972,2022,"Marlborough"
"Blenheim (Marlborough)","6","Agricultural drought",-41.52133,173.86439,"Peak Month",0.0805624746445259,1.4012980994907414,"Mann-Kendall",11,NA,19,165,0.34545454545454546,"greater","Very likely increasing",1972,2022,"Marlborough"
"Christchurch (Canterbury)","12","Hydrological drought",-43.493,172.537,"Peak Month",0.4290138284937606,0.17888543819998318,"Mann-Kendall",10,NA,3,125,0.06666666666666665,"greater","Indeterminate",1972,2022,"Canterbury"
