"site","time_scale","drought_type","lat","lon","trend_type","p_value","z","method","n","note","s","var_s","tau","alternative","trend_likelihood","period_start","period_end","region"
"Lake Tekapo (Canterbury)","12","Hydrological drought",-44.002,170.441,"Frequency",0.31177720032767975,0.4908190987562419,"Mann-Kendall",13,NA,9,265.6666666666667,0.1176696810829104,"greater","Likely decreasing",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","3","Meteorological drought",-44.002,170.441,"Frequency",0.8016993548887866,-0.8477067787673417,"Mann-Kendall",21,NA,-29,1091,-0.1397691808864452,"greater","Likely increasing",1972,2022,"Canterbury"
"Masterton (Wellington)","6","Agricultural drought",-40.957,175.707,"Frequency",0.8388502020640405,-0.989743318610787,"Mann-Kendall",15,NA,-21,408.3333333333333,-0.20000000000000004,"greater","Likely increasing",1972,2022,"Wellington"
"Masterton (Wellington)","12","Hydrological drought",-40.957,175.707,"Frequency",0.6599790808502525,-0.41240603797408243,"Mann-Kendall",12,NA,-7,211.66666666666666,-0.10687334289668037,"greater","Indeterminate",1972,2022,"Wellington"
"Masterton (Wellington)","3","Meteorological drought",-40.957,175.707,"Frequency",0.9711273771471228,-1.8976269194329929,"Mann-Kendall",25,NA,-82,1822,-0.2780060364845322,"greater","Very likely increasing",1972,2022,"Wellington"
"Milford Sound (Southland)","6","Agricultural drought",-44.67384,167.92406,"Frequency",0.6721764072356612,-0.4459308658886594,"Mann-Kendall",15,NA,-10,407.3333333333333,-0.09569487529386911,"greater","Likely increasing",1972,2022,"Southland"
"Milford Sound (Southland)","12","Hydrological drought",-44.67384,167.92406,"Frequency",0.584257765656491,-0.2127980706395726,"Mann-Kendall",9,"Less than 10 values provided. ",-3,88.33333333333333,-0.08703882797784893,"greater","Indeterminate",1972,2022,"Southland"
"Milford Sound (Southland)","3","Meteorological drought",-44.67384,167.92406,"Frequency",0.1653198534441618,0.972826163640512,"Mann-Kendall",26,NA,45,2045.6666666666667,0.14064216928154863,"greater","Likely decreasing",1972,2022,"Southland"
"Napier (Hawke's Bay)","6","Agricultural drought",-39.49846,176.91189,"Frequency",0.8727642180624123,-1.139555427541005,"Mann-Kendall",20,NA,-36,943.3333333333334,-0.19253814742825115,"greater","Likely increasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","12","Hydrological drought",-39.49846,176.91189,"Frequency",0.14893008377490308,1.0410331406828506,"Mann-Kendall",13,NA,18,266.6666666666667,0.23378595005975897,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","3","Meteorological drought",-39.49846,176.91189,"Frequency",0.8618397707703916,-1.0886223459610036,"Mann-Kendall",27,NA,-53,2281.6666666666665,-0.15410167558449703,"greater","Likely increasing",1972,2022,"Hawke's Bay"
"Nelson (Nelson)","6","Agricultural drought",-41.299,173.226,"Frequency",0.8502772704966093,-1.0376233149974623,"Mann-Kendall",16,NA,-24,491.3333333333333,-0.2016877936358443,"greater","Likely increasing",1972,2022,"Nelson"
"Nelson (Nelson)","12","Hydrological drought",-41.299,173.226,"Frequency",0.6447384885417553,-0.3711537444790451,"Mann-Kendall",8,"Less than 10 values provided. ",-4,65.33333333333333,-0.14285714285714285,"greater","Indeterminate",1972,2022,"Nelson"
"Nelson (Nelson)","3","Meteorological drought",-41.299,173.226,"Frequency",0.8015822364420406,-0.847286360730871,"Mann-Kendall",22,NA,-31,1253.6666666666667,-0.13537634213396887,"greater","Likely increasing",1972,2022,"Nelson"
"New Plymouth (Taranaki)","6","Agricultural drought",-39.0079,174.18382,"Frequency",0.9994229749576092,-3.25,"Mann-Kendall",15,NA,-66,400,-0.6506332416656483,"greater","Very likely increasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","12","Hydrological drought",-39.0079,174.18382,"Frequency",0.9761980226360643,-1.9808869335422103,"Mann-Kendall",9,"Less than 10 values provided. ",-20,92,-0.5555555555555556,"greater","Very likely increasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","3","Meteorological drought",-39.0079,174.18382,"Frequency",0.9798806614401203,-2.051290376273483,"Mann-Kendall",18,NA,-55,693,-0.36427036413680175,"greater","Very likely increasing",1972,2022,"Taranaki"
"Queenstown (Otago)","6","Agricultural drought",-45.01758,168.74005,"Frequency",0.4027801136354021,0.24615761142405299,"Mann-Kendall",19,NA,8,808.6666666666666,0.04777162426000124,"greater","Indeterminate",1972,2022,"Otago"
"Queenstown (Otago)","12","Hydrological drought",-45.01758,168.74005,"Frequency",0.6599790808502525,-0.41240603797408243,"Mann-Kendall",12,NA,-7,211.66666666666666,-0.10687334289668037,"greater","Indeterminate",1972,2022,"Otago"
"Queenstown (Otago)","3","Meteorological drought",-45.01758,168.74005,"Frequency",0.032125552271827895,1.850433429524863,"Mann-Kendall",25,NA,80,1822.6666666666667,0.2712254014483241,"greater","Very likely decreasing",1972,2022,"Otago"
"Reefton (West Coast)","6","Agricultural drought",-42.11578,171.86014,"Frequency",0.9792322977632775,-2.0381452950714958,"Mann-Kendall",15,NA,-42,404.6666666666667,-0.4058397249567139,"greater","Very likely increasing",1972,2022,"West Coast"
"Reefton (West Coast)","12","Hydrological drought",-42.11578,171.86014,"Frequency",0.9410745524893175,-1.563858105428061,"Mann-Kendall",9,"Less than 10 values provided. ",-16,92,-0.4444444444444444,"greater","Very likely increasing",1972,2022,"West Coast"
"Reefton (West Coast)","3","Meteorological drought",-42.11578,171.86014,"Frequency",0.9960971421674096,-2.6603600597604466,"Mann-Kendall",18,NA,-71,692.3333333333334,-0.47023992461296227,"greater","Very likely increasing",1972,2022,"West Coast"
"Rotorua (Bay of Plenty)","6","Agricultural drought",-38.10595,176.31485,"Frequency",0.2758195825430245,0.5953056721669902,"Mann-Kendall",15,NA,13,406.3333333333333,0.12500577887705172,"greater","Likely decreasing",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","12","Hydrological drought",-38.10595,176.31485,"Frequency",0.6240851829770754,-0.31622776601683794,"Mann-Kendall",9,"Less than 10 values provided. ",-4,90,-0.11433239009500587,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","3","Meteorological drought",-38.10595,176.31485,"Frequency",0.35527050515402114,0.37112959324531297,"Mann-Kendall",23,NA,15,1423,0.060248738262378566,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tara Hills (Canterbury)","6","Agricultural drought",-44.52612,169.88948,"Frequency",0.5970241228572206,-0.24565184222025876,"Mann-Kendall",19,NA,-8,812,-0.04748297131971751,"greater","Indeterminate",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","12","Hydrological drought",-44.52612,169.88948,"Frequency",0.6659149194467964,-0.42866070498705616,"Mann-Kendall",13,NA,-8,266.6666666666667,-0.10390486669322621,"greater","Likely increasing",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","3","Meteorological drought",-44.52612,169.88948,"Frequency",0.7110650724543892,-0.556498887003339,"Mann-Kendall",23,NA,-22,1424,-0.08854570641211215,"greater","Likely increasing",1972,2022,"Canterbury"
"Taumarunui (Manawatū-Whanganui)","6","Agricultural drought",-38.88784,175.25981,"Frequency",0.5557149964240485,-0.14011388882081174,"Mann-Kendall",19,NA,-5,815,-0.029412273573148944,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","12","Hydrological drought",-38.88784,175.25981,"Frequency",0.029657203235177263,1.8858556712811365,"Mann-Kendall",10,NA,22,124,0.4944132324730442,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","3","Meteorological drought",-38.88784,175.25981,"Frequency",0.15065342536949472,1.0336349570296515,"Mann-Kendall",29,NA,56,2831.3333333333335,0.13966172996115878,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taupō (Waikato)","6","Agricultural drought",-38.74263,176.08104,"Frequency",0.7087973467989475,-0.5498747172987766,"Mann-Kendall",12,NA,-9,211.66666666666666,-0.13740858372430334,"greater","Likely increasing",1972,2022,"Waikato"
"Taupō (Waikato)","12","Hydrological drought",-38.74263,176.08104,"Frequency",0.38194529673526983,0.3003757045930553,"Mann-Kendall",7,"Less than 10 values provided. ",3,44.333333333333336,0.14285714285714285,"greater","Indeterminate",1972,2022,"Waikato"
"Taupō (Waikato)","3","Meteorological drought",-38.74263,176.08104,"Frequency",0.9625017110433458,-1.7804852696742979,"Mann-Kendall",22,NA,-64,1252,-0.2801042926154481,"greater","Very likely increasing",1972,2022,"Waikato"
"Tauranga (Bay of Plenty)","6","Agricultural drought",-37.673,176.196,"Frequency",0.9847399607534628,-2.1632744307402727,"Mann-Kendall",16,NA,-49,492.3333333333333,-0.41004543029030427,"greater","Very likely increasing",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","12","Hydrological drought",-37.673,176.196,"Frequency",0.5984555474160572,-0.24935149047701483,"Mann-Kendall",8,"Less than 10 values provided. ",-3,64.33333333333333,-0.10910894511799618,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","3","Meteorological drought",-37.673,176.196,"Frequency",0.8441035766564351,-1.0114672531814064,"Mann-Kendall",20,NA,-32,939.3333333333334,-0.17208280788732938,"greater","Likely increasing",1972,2022,"Bay of Plenty"
"Timaru (Canterbury)","6","Agricultural drought",-44.30517,171.22141,"Frequency",0.2943163079607062,0.5408186076850682,"Mann-Kendall",16,NA,13,492.3333333333333,0.10878756313824399,"greater","Likely decreasing",1972,2022,"Canterbury"
"Timaru (Canterbury)","12","Hydrological drought",-44.30517,171.22141,"Frequency",0.4584826183144322,0.10425720702853739,"Mann-Kendall",9,"Less than 10 values provided. ",2,92,0.05555555555555555,"greater","Indeterminate",1972,2022,"Canterbury"
"Timaru (Canterbury)","3","Meteorological drought",-44.30517,171.22141,"Frequency",0.9494924169968898,-1.6399519115121768,"Mann-Kendall",24,NA,-67,1619.6666666666667,-0.24498281251274306,"greater","Very likely increasing",1972,2022,"Canterbury"
"Waiouru (Manawatū-Whanganui)","6","Agricultural drought",-39.46249,175.66283,"Frequency",0.5757347414421534,-0.1909937151368858,"Mann-Kendall",18,NA,-6,685.3333333333334,-0.040422604172722164,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","12","Hydrological drought",-39.46249,175.66283,"Frequency",0.6341491383878949,-0.34286274066187084,"Mann-Kendall",12,NA,-6,212.66666666666666,-0.09090909090909088,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","3","Meteorological drought",-39.46249,175.66283,"Frequency",0.2865778083819748,0.563410165314845,"Mann-Kendall",31,NA,34,3430.6666666666665,0.07499655354639893,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Wellington (Wellington)","6","Agricultural drought",-41.285,174.768,"Frequency",0.724836021880416,-0.5972687629761705,"Mann-Kendall",15,NA,-13,403.6666666666667,-0.12623739264661615,"greater","Likely increasing",1972,2022,"Wellington"
"Wellington (Wellington)","12","Hydrological drought",-41.285,174.768,"Frequency",0.43813483181388085,0.1556997888323046,"Mann-Kendall",11,NA,3,165,0.05454545454545454,"greater","Indeterminate",1972,2022,"Wellington"
"Wellington (Wellington)","3","Meteorological drought",-41.285,174.768,"Frequency",0.5646595390432818,-0.16279363250585785,"Mann-Kendall",20,NA,-6,943.3333333333334,-0.03208969123804186,"greater","Indeterminate",1972,2022,"Wellington"
"Whanganui (Manawatū-Whanganui)","6","Agricultural drought",-39.93704,175.04509,"Frequency",0.2621982887775527,0.6365828831010161,"Mann-Kendall",16,NA,15,483.6666666666667,0.12881350998238617,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","12","Hydrological drought",-39.93704,175.04509,"Frequency",0.5,-0,"Mann-Kendall",12,NA,-1,211.66666666666666,-0.01526762041381148,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","3","Meteorological drought",-39.93704,175.04509,"Frequency",0.23785091173069217,0.7132326212030602,"Mann-Kendall",28,NA,37,2547.6666666666665,0.09961147980402801,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whangaparāoa (Auckland)","6","Agricultural drought",-36.606,174.835,"Frequency",0.37607776623376166,0.315798400216619,"Mann-Kendall",16,NA,8,491.3333333333333,0.06722926454528143,"greater","Indeterminate",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","12","Hydrological drought",-36.606,174.835,"Frequency",0.8144533152386513,-0.8944271909999159,"Mann-Kendall",10,NA,-11,125,-0.2444444444444444,"greater","Likely increasing",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","3","Meteorological drought",-36.606,174.835,"Frequency",0.8767165668182362,-1.158728508835654,"Mann-Kendall",22,NA,-42,1252,-0.18381844202888784,"greater","Likely increasing",1972,2022,"Auckland"
"Whangārei (Northland)","6","Agricultural drought",-35.769,174.364,"Frequency",0.5179918015867089,-0.04511405717380271,"Mann-Kendall",16,NA,-2,491.3333333333333,-0.016807316136320357,"greater","Indeterminate",1972,2022,"Northland"
"Whangārei (Northland)","12","Hydrological drought",-35.769,174.364,"Frequency",0.7628628246163353,-0.7155417527999327,"Mann-Kendall",10,NA,-9,125,-0.19999999999999996,"greater","Likely increasing",1972,2022,"Northland"
"Whangārei (Northland)","3","Meteorological drought",-35.769,174.364,"Frequency",0.7937728092467411,-0.8195820997719158,"Mann-Kendall",23,NA,-32,1430.6666666666667,-0.12723884359800708,"greater","Likely increasing",1972,2022,"Northland"
