"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-19","0.00","54","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-20","0.01","56","65","44"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-21","0.01","61","64","51"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-22","0.15","62","63","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-23","0.96","59","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-24","0.20","55","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-25","0.24","58","61","48"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-26","0.19","54","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-27","0.41","58","62","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-28","0.05","55","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-29","0.35","53","56",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-06-30","1.77","51","59",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-01","0.06","44","54",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-02","0.00","44","55","35"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-03","0.00","48","56","35"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-04","0.00","50","61","40"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-05","0.02","50","60","41"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-06","0.01","52",,"42"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-07","0.00","57","59","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-08","0.66","56","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-09","0.00","50","59",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-10","0.00","50","57","46"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-11","0.00","48","57",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-12","0.00","46","59",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-13","0.00","57","59","38"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-14","0.59","55","59",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-15","0.16","55","62","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-16","0.31","54","58","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-17","0.05","54","60",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-18","0.20","54","58","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-19","0.02","57","60","51"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-20","0.35","55","58","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-21","0.02","52","58",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-22","0.00","57",,"47"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-23","0.43","60","63","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-24","0.38","57","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-25","0.06","53","60",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-26","0.73","53","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-27","0.06","56","62","45"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-28","0.34","56","61","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-29","0.11","55","60","51"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-30","0.01","54","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-07-31","0.43","52","57","46"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-01","0.20","53","60","47"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-02","0.31","53","58","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-03","0.00","58","62","48"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-04","0.10","53","58",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-05","0.25","51","58",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-06","0.42","47","51","45"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-07","0.06","46","51",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-08","0.02","45","53","36"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-09","0.00","49","56","38"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-10","0.03","51","53","46"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-11","0.00","51","60",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-12","0.01","56","62","42"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-13","0.06","50","60",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-14","0.00","53","59","40"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-15","0.00","50","59",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-16","0.00","51","61","42"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-17","0.00","50","60","42"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-18","0.01","50","59","41"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-19","0.00","52","59","41"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-20","0.00","51","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-21","0.00","52","61","42"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-22","0.00","55","62","44"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-23","0.00","53","62","47"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-24","0.00","56","60","46"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-25","1.14","60","65","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-26","0.62","58","66",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-27","0.03","54","60",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-28","0.00","53","60","48"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-29","0.00","55","58","47"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-30","0.08","55","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-08-31","0.00","53","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-01","0.00","54","59","45"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-02","0.02","60","65","48"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-03","0.01","58","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-04","0.00","60","67","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-05","0.46","57","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-06","0.06","55","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-07","0.00","54","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-08","0.33","47","52","43"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-09","0.01","50","55","44"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-10","0.00","49","58",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-11","0.00","50","61","39"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-12","0.00","52","61","40"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-13","0.00","56","63","43"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-14","0.00","59","66","48"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-15","0.32","57",,"55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-16","0.19","61","69","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-17","0.06","58","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-18","0.45","57","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-19","0.00","54","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-20","0.00","57","61","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-21","0.96","56","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-22","0.00","59","63","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-23","0.02","60","66",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-24","0.00","58","64","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-25","1.57","58","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-26","0.78","59","65","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-27","0.01","59","65","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-28","0.17","56","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-29","1.10","60","68","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-09-30","0.00","59","66",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-01","0.37","61","66","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-02","0.28","58","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-03","0.10","59","65","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-04","0.12","60","65","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-05","0.46","60","65","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-06","0.06","56","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-07","0.26","56","61","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-08","0.05","60","64","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-09","0.02","55","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-10","0.04","56",,"53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-11","0.05","62","70","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-12","0.05","59","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-13","0.00","56","64",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-14","0.00","54","66","47"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-15","0.34","57","61","48"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-16","0.00","59","63","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-17","0.00","59","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-18","0.00","59","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-19","0.00","64","70","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-20","0.00","61","70",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-21","0.06","57","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-22","0.02","57","63",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-23","0.00","58","65","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-24","0.00","61","68","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-25","0.09","59","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-26","0.37","60","66","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-27","0.02","59","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-28","0.00","61","68","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-29","0.17","57","64",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-30","0.00","54","62",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-10-31","0.00","53","64","45"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-01","0.00","61","68","45"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-02","0.02","59","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-03","0.00","59","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-04","0.11","57","63","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-05","0.05","62","68","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-06","0.06","63","76","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-07","0.53","59","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-08","0.65","61","64","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-09","0.00","63","68","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-10","0.00","64","71","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-11","0.00","64","71","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-12","0.10","58","64","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-13","0.01","58","65",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-14","0.00","64","68","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-15","0.11","63","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-16","0.31","59","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-17","0.46","57","63","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-18","0.24","60","64","51"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-19","0.00","61","65","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-20","0.01","61","66",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-21","0.00","61","66","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-22","0.00","61","67","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-23",,"60","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-24","0.00","66","75","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-25","0.15","62","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-26","0.19","63","71","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-27","0.02","60","70",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-28","0.17","59","65","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-29","0.01","62","67","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-11-30","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-01",,"63","71",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-02","0.00","62","70","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-03","0.00","63","69","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-04","0.00","64","69","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-05","0.00","66","74","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-06","0.00","68","77","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-07","0.00","66","73","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-08","0.24","65",,"60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-09","0.05","69","77","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-10","0.00","63","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-11","0.36","61","67","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-12","0.12","61","68","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-13","0.00","62","67","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-14","0.00","64","68","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-15","0.00","64","74","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-16","0.01","62","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-17","0.00","62","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-18","0.00","65","73","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-19","0.02","63","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-20","0.05","62","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-22",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-23",,"61","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-24",,"64","70","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-25","0.00","63","71","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-26","0.00","64","71","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-27","0.00","64","69","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-28","0.00","63","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-29","0.00","60","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-30","0.00","62","71","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2016-12-31","0.00","67","74","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-01","0.00","69","77","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-02","0.00","69","75","63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-03","0.11","67","77",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-04","0.04","62","70",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-05","0.00","61","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-06","0.00","64","71","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-07","0.00","64","71","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-08","0.00","65","71","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-09","0.00","66","73",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-10","0.00","68","76","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-11","0.00","68","76",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-12","0.00","70","78","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-13","0.06","66","73","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-14","0.00","71","74","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-15","0.00","67","78",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-16","0.00","66","73",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-17","0.00","67","73","62"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-18","0.00","67","76","63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-19","0.22","62","70",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-20","0.09","61","70",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-21","0.04","66","72","51"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-22","0.72","64","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-23","0.05","64","70","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-24","0.00","65","71",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-25","0.00","64","72","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-26","0.04","64","70","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-27","0.00","66","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-28","0.00","64","73",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-29","0.00","65","74","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-30","0.00","69","74","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-01-31","0.00","67","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-01","0.00","69","76","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-02","0.00","70","81","64"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-03","0.02","67","76",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-04","0.00","67","73","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-05","0.00","66","76",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-06","0.00","71","78","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-07","0.00","71","82","65"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-08","0.00","65","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-09","0.03","64","74",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-10","0.02","65","72","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-11","0.00","65","73",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-12","0.01","71","78","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-13","0.01","69","81",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-14","0.14","66",,"63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-15","0.02","64","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-16","0.45","66","68","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-17","1.43","67","71","63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-18","0.20","71","80","65"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-19","0.03","72","80",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-20","0.00","68","78",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-21","0.00","69","79","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-22","0.00","68","77",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-23","0.00","69","78","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-24","0.00","70","78","63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-25","0.00","69","76",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-26","0.00","67","76",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-27","0.00","70","81","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-02-28","0.02","69","78","62"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-01","0.00","69","76","62"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-02","0.00","66","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-03","0.00","67","73","59"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-04","0.00","69","76","63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-05","0.00","67","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-06","0.00","66","74",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-07","0.00","65","72","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-08","1.94","64","70","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-09","0.02","70","74","61"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-10","0.00","69","74",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-11","2.80","71","75","66"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-12","0.83","68","73",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-13","0.15","65","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-14","0.00","62","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-15","0.06","62","71",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-16","0.00","64","74","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-17","0.00","67","74","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-18","0.00","64","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-19","0.00","64","73",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-20","0.00","66","73","55"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-21","0.00","67","72","63"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-22","0.00","69","74","65"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-23","0.02","65","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-24","0.00","67","74","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-25","0.00","69","75","62"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-26","0.00","69","76","64"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-27","1.74","68","75",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-28","0.55","68","79","62"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-29","2.13","67","70","64"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-30","0.02","66","72",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-03-31","0.00","63","71",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-01","0.00","68","75","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-02","0.01","70","76","62"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-03","0.01","72","76","66"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-04","0.13","68","74",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-05","3.09","66","77",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-06","0.44","63","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-07","0.08","60","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-08","0.00","61","71","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-09","0.00","62","69","53"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-10","0.00","67","74","58"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-11","0.00","70","76","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-12","0.26","67","70",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-13","1.40","63","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-14","0.16","64","72","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-15","0.09","62","69",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-16","0.00","62","70","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-17","0.14","61","67","56"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-18","0.00","59","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-19","0.00","62","67","51"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-20","0.02","59","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-21","0.00","60","63","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-22","0.00","60","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-23","0.00","62","68","52"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-24","0.00","59","67",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-25","0.00","58","68",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-26","0.00","58","69","49"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-27","0.00","61","72","50"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-28","0.00","65","72","54"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-29","0.17","64","66","60"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-04-30","0.82","58","66",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-01","0.18","52","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-02","0.00","51","61",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-03","0.00","59","63","42"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-04","0.20","59","63","57"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-05","0.02","55","64",
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-06","0.00","55","64","45"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-07","0.00","58","66","47"
"NZM00093110","AUCKLAND AERO AWS, NZ","2017-05-08","0.00","58","66","51"
