Date(NZST),Sunshine(Hrs),Period(Hrs),Freq
20150711,7.2,24,D
20150712,7,24,D
20150713,7,24,D
20150714,0.1,24,D
20150715,0,24,D
20150716,2.5,24,D
20150717,5.1,24,D
20150718,0,24,D
20150719,7.6,24,D
20150720,0.3,24,D
20150721,4.3,24,D
20150722,4.8,24,D
20150723,1.7,24,D
20150724,6.4,24,D
20150725,4.1,24,D
20150726,1.1,24,D
20150727,0,24,D
20150728,2.4,24,D
20150729,4.3,24,D
20150730,4.7,24,D
20150731,1.7,24,D
20150801,0.2,24,D
20150802,3.4,24,D
20150803,0,24,D
20150804,0.4,24,D
20150805,4.6,24,D
20150806,3.9,24,D
20150807,0.3,24,D
20150808,5.5,24,D
20150809,6,24,D
20150810,9,24,D
20150811,7.2,24,D
20150812,5.9,24,D
20150813,0,24,D
20150814,0,24,D
20150815,7.1,24,D
20150816,8.7,24,D
20150817,3,24,D
20150818,0.4,24,D
20150819,3.1,24,D
20150820,8.7,24,D
20150821,6.6,24,D
20150822,0.6,24,D
20150823,1.4,24,D
20150824,0,24,D
20150825,1.8,24,D
20150826,8.3,24,D
20150827,0,24,D
20150828,0,24,D
20150829,0,24,D
20150830,6.7,24,D
20150831,7.3,24,D
20150901,0.2,24,D
20150902,1.5,24,D
20150903,6.3,24,D
20150904,1.8,24,D
20150905,1.1,24,D
20150906,4.3,24,D
20150907,6.2,24,D
20150908,6.9,24,D
20150909,5.5,24,D
20150910,1,24,D
20150911,2,24,D
20150912,6.2,24,D
20150913,1.6,24,D
20150914,3.5,24,D
20150915,0,24,D
20150916,0.9,24,D
20150917,2.2,24,D
20150918,4.3,24,D
20150919,5.9,24,D
20150920,10.7,24,D
20150921,10.8,24,D
20150922,7.6,24,D
20150923,7.4,24,D
20150924,10.9,24,D
20150925,10.8,24,D
20150926,10.9,24,D
20150927,6.5,24,D
20150928,10.1,24,D
20150929,6.4,24,D
20150930,6.2,24,D
20151001,0.5,24,D
20151002,2.8,24,D
20151003,8.4,24,D
20151004,2.8,24,D
20151005,7.3,24,D
20151006,11.1,24,D
20151007,7.2,24,D
20151008,6.1,24,D
20151009,2.5,24,D
20151010,6.5,24,D
20151011,5,24,D
20151012,0.8,24,D
20151013,5.7,24,D
20151014,7.5,24,D
20151015,8.8,24,D
20151016,5.2,24,D
20151017,2.6,24,D
20151018,5.9,24,D
20151019,5.6,24,D
20151020,3.8,24,D
20151021,0,24,D
20151022,8.7,24,D
20151023,0.3,24,D
20151024,10.8,24,D
20151025,5.2,24,D
20151026,9.3,24,D
20151027,0,24,D
20151028,0.1,24,D
20151029,6.7,24,D
20151030,7.7,24,D
20151031,6.7,24,D
20151101,7.9,24,D
20151102,6.3,24,D
20151103,1.2,24,D
20151104,4.2,24,D
20151105,12.3,24,D
20151106,10.4,24,D
20151107,9.5,24,D
20151108,0.6,24,D
20151109,6.3,24,D
20151110,6.5,24,D
20151111,3.7,24,D
20151112,6.7,24,D
20151113,9.9,24,D
20151114,3.1,24,D
20151115,2.7,24,D
20151116,5.9,24,D
20151117,3.4,24,D
20151118,10.9,24,D
20151119,4.8,24,D
20151120,1,24,D
20151121,1.2,24,D
20151122,5.6,24,D
20151123,1.6,24,D
20151124,1.6,24,D
20151125,2.8,24,D
20151126,12.2,24,D
20151127,0.5,24,D
20151128,6.7,24,D
20151129,8.2,24,D
20151130,13.4,24,D
20151201,0.2,24,D
20151202,1.5,24,D
20151203,1.6,24,D
20151204,7.6,24,D
20151205,2,24,D
20151206,8.6,24,D
20151207,7,24,D
20151208,5.6,24,D
20151209,8.9,24,D
20151210,0.6,24,D
20151211,2.8,24,D
20151212,0.2,24,D
20151213,4.2,24,D
20151214,0.3,24,D
20151215,2.1,24,D
20151216,6.7,24,D
20151217,6,24,D
20151218,9.2,24,D
20151219,11.4,24,D
20151220,0,24,D
20151221,11.2,24,D
20151222,6.2,24,D
20151223,9.9,24,D
20151224,11.6,24,D
20151225,13.5,24,D
20151226,13.6,24,D
20151227,13.6,24,D
20151228,13.6,24,D
20151229,13.3,24,D
20151230,10.8,24,D
20151231,13.6,24,D
20160101,12.5,24,D
20160102,0,24,D
20160103,2,24,D
20160104,13.6,24,D
20160105,13.5,24,D
20160106,11.3,24,D
20160107,4.8,24,D
20160108,6,24,D
20160109,5.4,24,D
20160110,8.2,24,D
20160111,11.8,24,D
20160112,7.2,24,D
20160113,4.4,24,D
20160114,7.6,24,D
20160115,3.2,24,D
20160116,0,24,D
20160117,2.1,24,D
20160118,1.2,24,D
20160119,1,24,D
20160120,8.9,24,D
20160121,2.2,24,D
20160122,2.9,24,D
20160123,7.5,24,D
20160124,0.4,24,D
20160125,9.1,24,D
20160126,0.1,24,D
20160127,0.1,24,D
20160128,8.1,24,D
20160129,10.4,24,D
20160130,9.6,24,D
20160131,12,24,D
20160201,12.3,24,D
20160202,10.7,24,D
20160203,11.6,24,D
20160204,7.7,24,D
20160205,6.9,24,D
20160206,10.9,24,D
20160207,12.2,24,D
20160208,10.9,24,D
20160209,7.1,24,D
20160210,9.9,24,D
20160211,11.9,24,D
20160212,8.8,24,D
20160213,11.8,24,D
20160214,10,24,D
20160215,9.8,24,D
20160216,6,24,D
20160217,0,24,D
20160218,2.3,24,D
20160219,1.1,24,D
20160220,6.4,24,D
20160221,8.4,24,D
20160222,8.4,24,D
20160223,4.9,24,D
20160224,2.2,24,D
20160225,2.4,24,D
20160226,9.4,24,D
20160227,1.2,24,D
20160228,10.7,24,D
20160229,5.9,24,D
20160301,9.6,24,D
20160302,10.1,24,D
20160303,5.2,24,D
20160304,8.3,24,D
20160305,0.9,24,D
20160306,3.2,24,D
20160307,1.3,24,D
20160308,5,24,D
20160309,8.9,24,D
20160310,1.7,24,D
20160311,11,24,D
20160312,2.7,24,D
20160313,4.7,24,D
20160314,1.7,24,D
20160315,5.8,24,D
20160316,0,24,D
20160317,8.3,24,D
20160318,6.7,24,D
20160319,0.5,24,D
20160320,4.3,24,D
20160321,2.5,24,D
20160322,6.1,24,D
20160323,0,24,D
20160324,5.6,24,D
20160325,5.9,24,D
20160326,6.7,24,D
20160327,6.3,24,D
20160328,6.8,24,D
20160329,7.4,24,D
20160330,7.2,24,D
20160331,7.4,24,D
20160401,0,24,D
20160402,0.3,24,D
20160403,1,24,D
20160404,10.1,24,D
20160405,7.2,24,D
20160406,6,24,D
20160407,3.9,24,D
20160408,4.9,24,D
20160409,4.7,24,D
20160410,3.6,24,D
20160411,4.3,24,D
20160412,2,24,D
20160413,9.8,24,D
20160414,4,24,D
20160415,9.7,24,D
20160416,7.1,24,D
20160417,2.7,24,D
20160418,6.5,24,D
20160419,5.1,24,D
20160420,7,24,D
20160421,5.7,24,D
20160422,0.5,24,D
20160423,0,24,D
20160424,6.4,24,D
20160425,3.3,24,D
20160426,3.2,24,D
20160427,3.4,24,D
20160428,6.7,24,D
20160429,1.1,24,D
20160430,5.2,24,D
20160501,0,24,D
20160502,0.2,24,D
20160503,3.2,24,D
20160504,0.3,24,D
20160505,4.2,24,D
20160506,5.9,24,D
20160507,8.5,24,D
20160508,4.9,24,D
20160509,0,24,D
20160510,0.1,24,D
20160511,0,24,D
20160512,2.4,24,D
20160513,1,24,D
20160514,0.5,24,D
20160515,1.4,24,D
20160516,0.2,24,D
20160517,6.3,24,D
20160518,0.1,24,D
20160519,0.8,24,D
20160520,0,24,D
20160521,3.9,24,D
20160522,1,24,D
20160523,1.3,24,D
20160524,0.4,24,D
20160525,2.3,24,D
20160526,0.6,24,D
20160527,2.3,24,D
20160528,0,24,D
20160529,1.7,24,D
20160530,2.2,24,D
20160531,3.7,24,D
20160601,7.5,24,D
20160602,4.4,24,D
20160603,2.4,24,D
20160604,1.7,24,D
20160605,4,24,D
20160606,6.4,24,D
20160607,5.2,24,D
20160608,6.8,24,D
20160609,0,24,D
20160610,0.2,24,D
20160611,0.7,24,D
20160612,0,24,D
20160613,0.2,24,D
20160614,2.2,24,D
20160615,0.1,24,D
20160616,3.5,24,D
20160617,2.9,24,D
20160618,3.2,24,D
20160619,0.1,24,D
20160620,0,24,D
20160621,0,24,D
20160622,0.4,24,D
20160623,0,24,D
20160624,0.8,24,D
20160625,2.2,24,D
20160626,1.6,24,D
20160627,3.2,24,D
20160628,1.2,24,D
20160629,4.3,24,D
20160630,7.1,24,D
20160701,6.8,24,D
20160702,2.2,24,D
20160703,1.6,24,D
20160704,1.5,24,D
20160705,3.8,24,D
20160706,2.9,24,D
20160707,5.1,24,D
20160708,6.7,24,D
20160709,7.3,24,D
20160710,7,24,D
20160711,5.5,24,D
20160712,2.4,24,D
20160713,0,24,D
20160714,3.1,24,D
20160715,1.3,24,D
20160716,0.4,24,D
20160717,0.3,24,D
20160718,3.6,24,D
20160719,0,24,D
20160720,0.5,24,D
20160721,2.5,24,D
20160722,5.9,24,D
20160723,0,24,D
20160724,0.4,24,D
20160725,2.9,24,D
20160726,4.9,24,D
20160727,5.9,24,D
20160728,0.1,24,D
20160729,2.9,24,D
20160730,0,24,D
20160731,1.1,24,D
20160801,0.9,24,D
20160802,5.1,24,D
20160803,1.2,24,D
20160804,0,24,D
20160805,7.5,24,D
20160806,8.8,24,D
20160807,8.3,24,D
20160808,8.9,24,D
20160809,9,24,D
20160810,8.7,24,D
20160811,9,24,D
20160812,0,24,D
20160813,5.1,24,D
20160814,4.3,24,D
20160815,5.9,24,D
20160816,8,24,D
20160817,4.3,24,D
20160818,6.9,24,D
20160819,6.1,24,D
20160820,3.8,24,D
20160821,0.3,24,D
20160822,4.6,24,D
20160823,5,24,D
20160824,0,24,D
20160825,2.3,24,D
20160826,0,24,D
20160827,1.3,24,D
20160828,4.7,24,D
20160829,2.2,24,D
20160830,5.4,24,D
20160831,0,24,D
20160901,1.5,24,D
20160902,3.7,24,D
20160903,8.7,24,D
20160904,0.2,24,D
20160905,5,24,D
20160906,5.1,24,D
20160907,1.1,24,D
20160908,4.1,24,D
20160909,10.2,24,D
20160910,10.3,24,D
20160911,7.5,24,D
20160912,0,24,D
20160913,6.3,24,D
20160914,9.4,24,D
20160915,9,24,D
20160916,0,24,D
20160917,8.7,24,D
20160918,7.7,24,D
20160919,8.2,24,D
20160920,10.4,24,D
20160921,10.5,24,D
20160922,9.5,24,D
20160923,9.4,24,D
20160924,0.8,24,D
20160925,0,24,D
20160926,1,24,D
20160927,3.9,24,D
20160928,3.6,24,D
20160929,5.6,24,D
20160930,4.2,24,D
20161001,2.3,24,D
20161002,4.6,24,D
20161003,6.7,24,D
20161004,5.8,24,D
20161005,3.7,24,D
20161006,2.3,24,D
20161007,8.2,24,D
20161008,0.5,24,D
20161009,8,24,D
20161010,6.8,24,D
20161011,6.8,24,D
20161012,3.3,24,D
20161013,6,24,D
20161014,0.9,24,D
20161015,11.3,24,D
20161016,7,24,D
20161017,7.4,24,D
20161018,3.9,24,D
20161019,8.2,24,D
20161020,0.1,24,D
20161021,8.4,24,D
20161022,11.5,24,D
20161023,7,24,D
20161024,0,24,D
20161025,4.3,24,D
20161026,6.6,24,D
20161027,5.3,24,D
20161028,0.5,24,D
20161029,2.7,24,D
20161030,8.1,24,D
20161031,7.1,24,D
20161101,0.7,24,D
20161102,6.3,24,D
20161103,5.7,24,D
20161104,2.5,24,D
20161105,3.1,24,D
20161106,1.3,24,D
20161107,3.8,24,D
20161108,10.8,24,D
20161109,0.4,24,D
20161110,0,24,D
20161111,0,24,D
20161112,2.9,24,D
20161113,2.9,24,D
20161114,0,24,D
20161115,3.6,24,D
20161116,1.4,24,D
20161117,4.5,24,D
20161118,11.3,24,D
20161119,6.8,24,D
20161120,4.5,24,D
20161121,5,24,D
20161122,12.9,24,D
20161123,6,24,D
20161124,6,24,D
20161125,0.8,24,D
20161126,3.8,24,D
20161127,1.8,24,D
20161128,1.8,24,D
20161129,0.3,24,D
20161201,11.1,24,D
20161202,9.7,24,D
20161203,2.6,24,D
20161204,8.1,24,D
20161205,11.6,24,D
20161206,0.5,24,D
20161207,0,24,D
20161208,2.7,24,D
20161209,7.7,24,D
20161210,2.2,24,D
20161211,3.2,24,D
20161212,5.3,24,D
20161213,2.7,24,D
20161214,4.2,24,D
20161215,1.7,24,D
20161216,7,24,D
20161217,13.3,24,D
20161218,1.2,24,D
20161219,7.9,24,D
20161220,13.7,24,D
20161221,11,24,D
20161222,2.4,24,D
20161223,3.9,24,D
20161224,9.5,24,D
20161225,5.1,24,D
20161226,6.1,24,D
20161227,0.3,24,D
20161228,10.4,24,D
20161229,9.6,24,D
20161230,9,24,D
20161231,1,24,D
20170101,3,24,D
20170102,2.4,24,D
20170103,0.2,24,D
20170104,5.4,24,D
20170105,10.8,24,D
20170106,0.2,24,D
20170107,2,24,D
20170108,1.4,24,D
20170109,0.5,24,D
20170110,3.9,24,D
20170111,5.1,24,D
20170112,5.5,24,D
20170113,8.3,24,D
20170114,0.6,24,D
20170115,6.4,24,D
20170116,3.7,24,D
20170117,1.2,24,D
20170118,0,24,D
20170119,4.4,24,D
20170120,11.6,24,D
20170121,0,24,D
20170122,2.1,24,D
20170123,8.4,24,D
20170124,8.9,24,D
20170125,5.4,24,D
20170126,0.1,24,D
20170127,4.6,24,D
20170128,11.7,24,D
20170129,4.2,24,D
20170130,10.1,24,D
20170131,0.5,24,D
20170201,4.2,24,D
20170202,0.4,24,D
20170203,10.5,24,D
20170204,3.7,24,D
20170205,12,24,D
20170206,4.3,24,D
20170207,0.4,24,D
20170208,10.2,24,D
20170209,7.5,24,D
20170210,1.1,24,D
20170211,9.5,24,D
20170212,3.5,24,D
20170213,3.5,24,D
20170214,6.5,24,D
20170215,9.7,24,D
20170216,11.3,24,D
20170217,6.8,24,D
20170218,6.3,24,D
20170219,7.7,24,D
20170220,5.3,24,D
20170221,7.7,24,D
20170222,4.3,24,D
20170223,9.2,24,D
20170224,9.5,24,D
20170225,10,24,D
20170226,8.2,24,D
20170227,11.2,24,D
20170228,9.5,24,D
20170301,11,24,D
20170302,7.6,24,D
20170303,1.6,24,D
20170304,5.5,24,D
20170305,3.1,24,D
20170306,1.5,24,D
20170307,0.1,24,D
20170308,11,24,D
20170309,10.9,24,D
20170310,3,24,D
20170311,0,24,D
20170312,0,24,D
20170313,0.3,24,D
20170314,7,24,D
20170315,10.9,24,D
20170316,7.9,24,D
20170317,8.9,24,D
20170318,4.6,24,D
20170319,3.1,24,D
20170320,6.6,24,D
20170321,1.7,24,D
20170322,6.6,24,D
20170323,9.8,24,D
20170324,2.2,24,D
20170325,0,24,D
20170326,0.1,24,D
20170327,6.8,24,D
20170328,10.4,24,D
20170329,7.7,24,D
20170330,6.8,24,D
20170331,3.5,24,D
20170401,2.7,24,D
20170402,0,24,D
20170403,2.5,24,D
20170404,8.6,24,D
20170405,0.6,24,D
20170406,1.9,24,D
20170407,10.1,24,D
20170408,0.9,24,D
20170409,8.8,24,D
20170410,6.1,24,D
20170411,0,24,D
20170412,0,24,D
20170413,0.9,24,D
20170414,1.2,24,D
20170415,4.4,24,D
20170416,5.1,24,D
20170417,8.5,24,D
20170418,3.9,24,D
20170419,3.2,24,D
20170420,8.5,24,D
20170421,4.7,24,D
20170422,5.7,24,D
20170423,3.5,24,D
20170424,7.4,24,D
20170425,4.3,24,D
20170426,1.4,24,D
20170427,4.2,24,D
20170428,1.1,24,D
20170429,0.4,24,D
20170430,0.1,24,D
20170501,9.1,24,D
20170502,0,24,D
20170503,0.1,24,D
20170504,0.2,24,D
20170505,5.1,24,D
20170506,0,24,D
20170507,3.2,24,D
20170508,0.4,24,D
20170509,0.5,24,D
20170510,0,24,D
20170511,0.3,24,D
20170512,7.3,24,D
20170513,8.2,24,D
20170514,0.3,24,D
20170515,0.6,24,D
20170516,0.4,24,D
20170517,0.1,24,D
20170518,3.1,24,D
20170519,0,24,D
20170520,4.8,24,D
20170521,5.3,24,D
20170522,1.1,24,D
20170523,0.4,24,D
20170524,2.6,24,D
20170525,3.5,24,D
20170526,1.7,24,D
20170527,0.1,24,D
20170528,6.9,24,D
20170529,4.5,24,D
20170530,0,24,D
20170531,0,24,D
20170601,4.8,24,D
20170602,5,24,D
20170603,3.1,24,D
20170604,0.3,24,D
20170605,6.3,24,D
20170606,5.4,24,D
20170607,4.2,24,D
20170608,4.3,24,D
20170609,3.7,24,D
20170610,1.4,24,D
20170611,3.8,24,D
20170612,1.1,24,D
20170613,0.1,24,D
20170614,6.7,24,D
20170615,2,24,D
20170616,0.2,24,D
20170617,2.1,24,D
20170618,0.2,24,D
20170619,2.1,24,D
20170620,1.7,24,D
20170621,3.8,24,D
20170622,1,24,D
20170623,0,24,D
20170624,1.4,24,D
20170625,5.4,24,D
20170626,1.7,24,D
20170627,3.1,24,D
20170628,0.1,24,D
20170629,1.3,24,D
20170630,0,24,D
20170701,0,24,D
20170702,0.6,24,D
20170703,2.8,24,D
20170704,3.5,24,D
20170705,3.1,24,D
20170706,0.1,24,D
20170707,0.6,24,D
20170708,1,24,D
20170709,2.3,24,D
20170710,2.4,24,D
20170711,1.1,24,D
20170712,6.6,24,D
20170713,3.8,24,D
20170714,7.1,24,D
20170715,6.2,24,D
20170716,0,24,D
20170717,2.4,24,D
20170718,4.3,24,D
20170719,3.6,24,D
20170720,0.6,24,D
20170721,0,24,D
20170722,6.7,24,D
20170723,6.4,24,D
20170724,0.1,24,D
20170725,2.9,24,D
20170726,1.4,24,D
20170727,2.1,24,D
20170728,8,24,D
20170729,8,24,D
20170730,6.6,24,D
20170731,0,24,D
20170801,4,24,D
20170802,8.3,24,D
20170803,7.4,24,D
20170804,7.5,24,D
20170805,8.2,24,D
20170806,1.2,24,D
20170807,5.6,24,D
20170808,0.1,24,D
20170809,0,24,D
20170810,1.6,24,D
20170811,0,24,D
20170812,5.6,24,D
20170813,0,24,D
20170814,2.1,24,D
20170815,0.4,24,D
20170816,4.9,24,D
20170817,0.2,24,D
20170818,1.4,24,D
20170819,1.3,24,D
20170820,6.4,24,D
20170821,8.6,24,D
20170822,9.2,24,D
20170823,6.5,24,D
20170824,0.9,24,D
20170825,6.8,24,D
20170826,2.1,24,D
20170827,4.7,24,D
20170828,1.1,24,D
20170829,6.1,24,D
20170830,3.4,24,D
20170831,2,24,D
20170901,1.2,24,D
20170902,9.9,24,D
20170903,9.7,24,D
20170904,5.6,24,D
20170905,0,24,D
20170906,4.5,24,D
20170907,0.7,24,D
20170908,1.3,24,D
20170909,1.8,24,D
20170910,5,24,D
20170911,7.7,24,D
20170912,0.3,24,D
20170913,0.8,24,D
20170914,3,24,D
20170915,0,24,D
20170916,4,24,D
20170917,0,24,D
20170918,0,24,D
20170919,9.4,24,D
20170920,2.5,24,D
20170921,5.8,24,D
20170922,9.8,24,D
20170923,6.3,24,D
20170924,3.3,24,D
20170925,0,24,D
20170926,1.7,24,D
20170927,6.7,24,D
20170928,7.7,24,D
20170929,3.7,24,D
20170930,8.8,24,D
20171001,3.4,24,D
20171002,2.4,24,D
20171003,6.7,24,D
20171004,2.9,24,D
20171005,8.6,24,D
20171006,1,24,D
20171007,0,24,D
20171008,2.1,24,D
20171009,3.4,24,D
20171010,3.1,24,D
20171011,2.4,24,D
20171012,5.7,24,D
20171013,5.8,24,D
20171014,1.7,24,D
20171015,3,24,D
20171016,6.6,24,D
20171017,2.8,24,D
20171018,9.2,24,D
20171019,8.4,24,D
20171020,1.8,24,D
20171021,2,24,D
20171022,4.5,24,D
20171023,2.1,24,D
20171024,4.9,24,D
20171025,0.5,24,D
20171026,4.5,24,D
20171027,8.8,24,D
20171028,10.8,24,D
20171029,1.2,24,D
20171030,6.7,24,D
20171031,8.6,24,D
20171101,5.4,24,D
20171102,5.7,24,D
20171103,1.1,24,D
20171104,4.9,24,D
20171105,1.8,24,D
20171106,9.2,24,D
20171107,3.6,24,D
20171108,3.5,24,D
20171109,7.7,24,D
20171110,3.6,24,D
20171111,11.4,24,D
20171112,7.1,24,D
20171113,8.4,24,D
20171114,6.9,24,D
20171115,6.5,24,D
20171116,0,24,D
20171117,9.9,24,D
20171118,12.1,24,D
20171119,12.7,24,D
20171120,12.6,24,D
20171121,7.4,24,D
20171122,8.9,24,D
20171123,9.1,24,D
20171124,4.7,24,D
20171125,6.1,24,D
20171126,4.4,24,D
20171127,10,24,D
20171128,11.2,24,D
20171129,11.7,24,D
20171130,5.1,24,D
20171201,9.8,24,D
20171202,10.4,24,D
20171203,12.7,24,D
20171204,12.4,24,D
20171205,12.3,24,D
20171206,11.9,24,D
20171207,13.5,24,D
20171208,13.1,24,D
20171209,2,24,D
20171210,9.2,24,D
20171211,10.1,24,D
20171212,5.9,24,D
20171213,3.1,24,D
20171214,10.6,24,D
20171215,9.1,24,D
20171216,13.1,24,D
20171217,6.8,24,D
20171218,10.3,24,D
20171219,0.1,24,D
20171220,13.1,24,D
20171221,3.2,24,D
20171222,7.7,24,D
20171223,8.6,24,D
20171224,7.9,24,D
20171225,10.1,24,D
20171226,9.9,24,D
20171227,13.2,24,D
20171228,11.3,24,D
20171229,13.6,24,D
20171230,7.8,24,D
20171231,0.2,24,D
20180101,7.5,24,D
20180102,4.5,24,D
20180103,10.4,24,D
20180104,4.2,24,D
20180105,0.1,24,D
20180106,12,24,D
20180107,6.8,24,D
20180108,8.2,24,D
20180109,0,24,D
20180110,0,24,D
20180111,0,24,D
20180112,2.8,24,D
20180113,7.1,24,D
20180114,11.4,24,D
20180115,7.1,24,D
20180116,4.8,24,D
20180117,0.2,24,D
20180118,9.4,24,D
20180119,7.6,24,D
20180120,7.8,24,D
20180121,8.8,24,D
20180122,4.7,24,D
20180123,10.1,24,D
20180124,8.8,24,D
20180125,6.8,24,D
20180126,11.9,24,D
20180127,9.7,24,D
20180128,12.4,24,D
20180129,12.3,24,D
20180130,10.4,24,D
20180131,1.6,24,D
20180201,2.1,24,D
20180202,4.4,24,D
20180203,11.3,24,D
20180204,2.5,24,D
20180205,5.6,24,D
20180206,7,24,D
20180207,11,24,D
20180208,11.9,24,D
20180209,12.1,24,D
20180210,7,24,D
20180211,0.2,24,D
20180212,11.1,24,D
20180213,1.9,24,D
20180214,4.9,24,D
20180215,4.3,24,D
20180216,10.2,24,D
20180217,3,24,D
20180218,8.7,24,D
20180219,5.4,24,D
20180220,0,24,D
20180221,2.7,24,D
20180222,9.7,24,D
20180223,7.4,24,D
20180224,6.9,24,D
20180225,4.4,24,D
20180226,8.4,24,D
20180227,1.3,24,D
20180228,0,24,D
20180301,4.6,24,D
20180302,0,24,D
20180303,1.7,24,D
20180304,4.3,24,D
20180305,3.8,24,D
20180306,3.2,24,D
20180307,9.5,24,D
20180308,11,24,D
20180309,10.8,24,D
20180310,10.7,24,D
20180311,10.9,24,D
20180312,5.9,24,D
20180313,3.9,24,D
20180314,1.9,24,D
20180315,3.4,24,D
20180316,5.1,24,D
20180317,7.6,24,D
20180318,7.3,24,D
20180319,1.9,24,D
20180320,5.6,24,D
20180321,0.6,24,D
20180322,1.5,24,D
20180323,0,24,D
20180324,5.5,24,D
20180325,2.5,24,D
20180326,6.6,24,D
20180327,1.6,24,D
20180328,8.8,24,D
20180329,5.7,24,D
20180330,5.6,24,D
20180331,1.7,24,D
20180401,2,24,D
20180402,0.2,24,D
20180403,3.4,24,D
20180404,8.1,24,D
20180405,9.2,24,D
20180406,4.8,24,D
20180407,7.1,24,D
20180408,3.1,24,D
20180409,0.8,24,D
20180410,0,24,D
20180411,8.8,24,D
20180412,0.3,24,D
20180414,1.5,24,D
20180415,2.3,24,D
20180416,3,24,D
20180417,4.1,24,D
20180418,4.9,24,D
20180419,1.5,24,D
20180420,0,24,D
20180421,0.9,24,D
20180422,5,24,D
20180423,5.5,24,D
20180424,2.8,24,D
20180425,4.1,24,D
20180426,8,24,D
20180427,0,24,D
20180428,0,24,D
20180429,0.6,24,D
20180430,0,24,D
20180501,7.3,24,D
20180502,5.6,24,D
20180503,2.3,24,D
20180504,4.3,24,D
20180505,0,24,D
20180506,3,24,D
20180507,1.8,24,D
20180508,1.6,24,D
20180509,6.3,24,D
20180510,0,24,D
20180511,0.6,24,D
20180512,5.8,24,D
20180513,0,24,D
20180514,6,24,D
20180515,1.2,24,D
20180516,0.7,24,D
20180517,1.8,24,D
20180518,0.2,24,D
20180519,2.2,24,D
20180520,1,24,D
20180521,2.2,24,D
20180522,0,24,D
20180523,2.5,24,D
20180524,1.3,24,D
20180525,6.7,24,D
20180526,1.9,24,D
20180527,6.6,24,D
20180528,7.3,24,D
20180529,5.6,24,D
20180530,0,24,D
20180531,3,24,D
20180601,6.6,24,D
20180602,5.2,24,D
20180603,1.7,24,D
20180604,0.7,24,D
20180605,2.7,24,D
20180606,6.3,24,D
20180607,5.2,24,D
20180608,5.6,24,D
20180609,3.2,24,D
20180610,0.6,24,D
20180611,1,24,D
20180612,0,24,D
20180613,7,24,D
20180614,0.4,24,D
20180615,0.8,24,D
20180616,0.6,24,D
20180617,3,24,D
20180618,0,24,D
20180619,7,24,D
20180620,7,24,D
20180621,6.1,24,D
20180622,0,24,D
20180623,1.3,24,D
20180624,0.1,24,D
20180625,0.6,24,D
20180626,7,24,D
20180627,6.6,24,D
20180628,3.9,24,D
20180629,0,24,D
20180630,2.9,24,D
20180701,0.2,24,D
20180702,4.7,24,D
20180703,3.2,24,D
20180704,4.4,24,D
20180705,0.9,24,D
20180706,0,24,D
20180707,0.8,24,D
20180708,0,24,D
20180709,0,24,D
20180710,0.8,24,D
20180711,1.6,24,D
20180712,4.1,24,D
20180713,3.8,24,D
20180714,3.6,24,D
20180715,0,24,D
20180716,0.4,24,D
20180717,6,24,D
20180718,1,24,D
20180719,1.3,24,D
20180720,2,24,D
20180721,0,24,D
20180722,0.3,24,D
20180723,1.4,24,D
20180724,0,24,D
20180725,4.2,24,D
20180726,1.7,24,D
20180727,1,24,D
20180728,0.7,24,D
20180729,2.7,24,D
20180730,6.3,24,D
20180731,0.7,24,D
20180801,2.5,24,D
20180802,0,24,D
20180803,4.5,24,D
20180804,4.1,24,D
20180805,4.5,24,D
20180806,2.6,24,D
20180807,1,24,D
20180808,0,24,D
20180809,4.6,24,D
20180810,8.6,24,D
20180811,8,24,D
20180812,3.5,24,D
20180813,2.1,24,D
20180814,0,24,D
20180815,6.3,24,D
20180816,0.3,24,D
20180817,2.6,24,D
20180818,9.2,24,D
20180819,6.1,24,D
20180820,0.2,24,D
20180821,0.3,24,D
20180822,5.2,24,D
20180823,5.7,24,D
20180824,6.6,24,D
20180825,3.4,24,D
20180826,3.9,24,D
20180827,2.5,24,D
20180828,5,24,D
20180829,0.6,24,D
20180830,7.1,24,D
20180831,4.9,24,D
20180901,5.8,24,D
20180902,1.2,24,D
20180903,0,24,D
20180904,7.7,24,D
20180905,10,24,D
20180906,9.4,24,D
20180907,10.2,24,D
20180908,10.2,24,D
20180909,8.8,24,D
20180910,8.2,24,D
20180911,8,24,D
20180912,9,24,D
20180913,2.3,24,D
20180914,5.8,24,D
20180915,7.7,24,D
20180916,0.9,24,D
20180917,0.3,24,D
20180918,8.3,24,D
20180919,6.8,24,D
20180920,7.6,24,D
20180921,1,24,D
20180922,10.7,24,D
20180923,4.9,24,D
20180924,1.8,24,D
20180925,7.2,24,D
20180926,3.1,24,D
20180927,2.5,24,D
20180928,5.3,24,D
20180929,5.5,24,D
20180930,1.9,24,D
20181001,3.9,24,D
20181002,6.3,24,D
20181003,7.8,24,D
20181004,2,24,D
20181005,3.4,24,D
20181006,5.5,24,D
20181007,9.4,24,D
20181008,6.5,24,D
20181009,5.3,24,D
20181010,2.8,24,D
20181011,0,24,D
20181012,0.3,24,D
20181013,11,24,D
20181014,11.2,24,D
20181015,10.6,24,D
20181016,3.5,24,D
20181017,1.6,24,D
20181018,6.7,24,D
20181019,2.6,24,D
20181020,2.9,24,D
20181021,8.8,24,D
20181022,8.5,24,D
20181023,7.2,24,D
