Date(NZST),Sunshine(Hrs),Period(Hrs),Freq
20181024,1.4,24,D
20181025,1.4,24,D
20181026,1.5,24,D
20181027,5.6,24,D
20181028,4.7,24,D
20181029,0,24,D
20181030,0.7,24,D
20181031,9.5,24,D
20181101,8.8,24,D
20181102,6.1,24,D
20181103,0.4,24,D
20181104,2.8,24,D
20181105,7.1,24,D
20181106,4.3,24,D
20181107,4.8,24,D
20181108,0,24,D
20181109,1.1,24,D
20181110,2.8,24,D
20181111,12,24,D
20181112,12.4,24,D
20181113,11.4,24,D
20181114,8.6,24,D
20181115,12.4,24,D
20181116,3.6,24,D
20181117,6.4,24,D
20181118,4.9,24,D
20181119,9.3,24,D
20181120,5.3,24,D
20181121,9.2,24,D
20181122,8.2,24,D
20181123,7.7,24,D
20181124,1.6,24,D
20181125,5.8,24,D
20181126,0.1,24,D
20181127,6.1,24,D
20181128,3.4,24,D
20181129,10.4,24,D
20181130,10.5,24,D
20181201,0.8,24,D
20181202,8,24,D
20181203,6.1,24,D
20181204,3.7,24,D
20181205,0.3,24,D
20181206,9.3,24,D
20181207,11.4,24,D
20181208,13.3,24,D
20181209,9.8,24,D
20181210,9.7,24,D
20181211,0.2,24,D
20181212,5,24,D
20181213,4.8,24,D
20181214,3.5,24,D
20181215,10.7,24,D
20181216,12.4,24,D
20181217,12.7,24,D
20181218,3.4,24,D
20181219,2.7,24,D
20181220,0.3,24,D
20181221,1.5,24,D
20181222,5.6,24,D
20181223,11.9,24,D
20181224,13,24,D
20181225,5.5,24,D
20181226,12.3,24,D
20181227,12.5,24,D
20181228,13.5,24,D
20181229,1.9,24,D
20181230,0,24,D
20181231,4.5,24,D
20190101,5.3,24,D
20190102,2.2,24,D
20190103,8.6,24,D
20190104,9.9,24,D
20190105,12.2,24,D
20190106,7.4,24,D
20190107,10.3,24,D
20190108,13.2,24,D
20190109,7.3,24,D
20190110,6.1,24,D
20190111,10.2,24,D
20190112,13.2,24,D
20190113,3.9,24,D
20190114,7.7,24,D
20190115,12.7,24,D
20190116,12.8,24,D
20190117,11.2,24,D
20190118,9.9,24,D
20190119,2.4,24,D
20190120,6.9,24,D
20190121,2.8,24,D
20190122,2,24,D
20190123,2.3,24,D
20190124,11,24,D
20190125,6.1,24,D
20190126,9.9,24,D
20190127,4.2,24,D
20190128,8,24,D
20190129,11.6,24,D
20190130,10.8,24,D
20190131,10.4,24,D
20190201,3.3,24,D
20190202,12.4,24,D
20190203,12.4,24,D
20190204,11.1,24,D
20190205,1,24,D
20190206,6.1,24,D
20190207,6.5,24,D
20190208,7.2,24,D
20190209,4.1,24,D
20190210,9.6,24,D
20190211,10.8,24,D
20190212,4.4,24,D
20190213,8.5,24,D
20190214,8.9,24,D
20190215,10.4,24,D
20190216,8.6,24,D
20190217,7,24,D
20190218,8.9,24,D
20190219,6.6,24,D
20190220,0.5,24,D
20190221,3,24,D
20190222,5.4,24,D
20190223,10.4,24,D
20190224,3.4,24,D
20190225,11.2,24,D
20190226,10.9,24,D
20190227,2,24,D
20190228,11.1,24,D
20190301,11.1,24,D
20190302,11,24,D
20190303,11,24,D
20190304,5.7,24,D
20190305,0.7,24,D
20190306,0.2,24,D
20190307,3.1,24,D
20190308,3.9,24,D
20190309,7.8,24,D
20190310,6.3,24,D
20190311,0.5,24,D
20190312,1.5,24,D
20190313,1.3,24,D
20190314,2.5,24,D
20190315,0.5,24,D
20190316,0.6,24,D
20190317,6.3,24,D
20190318,6.7,24,D
20190319,5.3,24,D
20190320,7,24,D
20190321,5.6,24,D
20190322,4.5,24,D
20190323,6,24,D
20190324,8.1,24,D
20190325,1.1,24,D
20190326,0.1,24,D
20190327,2.4,24,D
20190328,10.4,24,D
20190329,8.3,24,D
20190330,8.9,24,D
20190331,8.3,24,D
20190401,2,24,D
20190402,10.3,24,D
20190403,10.3,24,D
20190404,5.6,24,D
20190405,1.7,24,D
20190406,10.1,24,D
20190407,8.6,24,D
20190408,10,24,D
20190409,6.9,24,D
20190410,4.8,24,D
20190411,0.2,24,D
20190412,7.6,24,D
20190413,9.7,24,D
20190414,7.7,24,D
20190415,8.1,24,D
20190416,9.7,24,D
20190417,8.7,24,D
20190418,5.1,24,D
20190419,6.2,24,D
20190420,0.4,24,D
20190421,3.9,24,D
20190422,5.8,24,D
20190423,7.7,24,D
20190424,4.2,24,D
20190425,3.5,24,D
20190426,5.6,24,D
20190427,0,24,D
20190428,5,24,D
20190429,3.1,24,D
20190430,9.1,24,D
20190501,5.6,24,D
20190502,0,24,D
20190503,3.8,24,D
20190504,2,24,D
20190505,4.5,24,D
20190506,5.2,24,D
20190507,5.8,24,D
20190508,0.1,24,D
20190509,0,24,D
20190510,5.5,24,D
20190511,1.8,24,D
20190512,0,24,D
20190513,2.7,24,D
20190514,2,24,D
20190515,1,24,D
20190516,0,24,D
20190517,7.3,24,D
20190518,0.3,24,D
20190519,1.4,24,D
20190520,4.4,24,D
20190521,5.3,24,D
20190522,3,24,D
20190523,4.7,24,D
20190524,4.9,24,D
20190525,1.6,24,D
20190526,2.4,24,D
20190527,1.1,24,D
20190528,0,24,D
20190529,0,24,D
20190530,0,24,D
20190531,0.2,24,D
20190601,0.5,24,D
20190602,7.2,24,D
20190603,2,24,D
20190604,0,24,D
20190605,1.4,24,D
20190606,0.2,24,D
20190607,6.6,24,D
20190608,1.6,24,D
20190609,5.7,24,D
20190610,2,24,D
20190611,0,24,D
20190613,2.5,24,D
20190614,2.9,24,D
20190615,1.1,24,D
20190616,1.2,24,D
20190617,1.4,24,D
20190618,3.3,24,D
20190619,3.2,24,D
20190620,1.3,24,D
20190621,4.1,24,D
20190622,6.1,24,D
20190623,0,24,D
20190624,2.9,24,D
20190625,1.7,24,D
20190626,2.5,24,D
20190627,3.6,24,D
20190628,7,24,D
20190629,0.1,24,D
20190630,1.8,24,D
20190701,0.9,24,D
20190702,0,24,D
20190703,0.6,24,D
20190704,6.4,24,D
20190705,7.2,24,D
20190706,7.2,24,D
20190707,3.7,24,D
20190708,0.4,24,D
20190709,1.8,24,D
20190710,0.6,24,D
20190711,5.4,24,D
20190712,0,24,D
20190713,3.9,24,D
20190714,0,24,D
20190715,4.2,24,D
20190716,1.6,24,D
20190717,1,24,D
20190718,4.1,24,D
20190719,0,24,D
20190720,3.6,24,D
20190721,2,24,D
20190722,3.5,24,D
20190723,4.6,24,D
20190724,0.8,24,D
20190725,4.5,24,D
20190726,2.8,24,D
20190727,5,24,D
20190728,0,24,D
20190729,6.2,24,D
20190730,2.8,24,D
20190731,4.8,24,D
20190801,6.7,24,D
20190802,0.5,24,D
20190803,1,24,D
20190804,1.2,24,D
20190805,3,24,D
20190806,1.4,24,D
20190807,0.9,24,D
20190808,4,24,D
20190809,5.7,24,D
20190810,0,24,D
20190811,0.5,24,D
20190812,3.3,24,D
20190813,3.2,24,D
20190814,4.2,24,D
20190815,4.4,24,D
20190816,1.5,24,D
20190817,3.4,24,D
20190818,9.3,24,D
20190819,8.7,24,D
20190820,3.3,24,D
20190821,7.1,24,D
20190822,4.2,24,D
20190823,6.3,24,D
20190824,5.4,24,D
20190825,1.3,24,D
20190826,1,24,D
20190827,5.5,24,D
20190828,3.4,24,D
20190829,3.7,24,D
20190830,7.7,24,D
20190831,8.5,24,D
20190901,6.2,24,D
20190902,7.2,24,D
20190903,6.5,24,D
20190904,0,24,D
20190905,0.1,24,D
20190906,1.7,24,D
20190907,10.2,24,D
20190908,3.3,24,D
20190909,9.8,24,D
20190910,10.3,24,D
20190911,6.3,24,D
20190912,2.6,24,D
20190913,0.7,24,D
20190914,0,24,D
20190915,5.7,24,D
20190916,0.5,24,D
20190917,5.8,24,D
20190918,8.8,24,D
20190919,10.1,24,D
20190920,8.9,24,D
20190921,9.8,24,D
20190922,2.5,24,D
20190923,1.1,24,D
20190924,8.1,24,D
20190925,1.4,24,D
20190926,1.2,24,D
20190927,2.5,24,D
20190928,1.4,24,D
20190929,2.3,24,D
20190930,1.3,24,D
20191001,6.7,24,D
20191002,3.9,24,D
20191003,6.5,24,D
20191004,5.8,24,D
20191005,3.2,24,D
20191006,9.6,24,D
20191007,8.7,24,D
20191008,0.7,24,D
20191009,2.9,24,D
20191010,0,24,D
20191011,4,24,D
20191012,8.1,24,D
20191013,9.6,24,D
20191014,5.5,24,D
20191015,8.5,24,D
20191016,11.2,24,D
20191017,2.5,24,D
20191018,0,24,D
20191019,9.6,24,D
20191020,7.9,24,D
20191021,3.4,24,D
20191022,1.1,24,D
20191023,10.9,24,D
20191024,5.1,24,D
20191025,2.1,24,D
20191026,9.4,24,D
20191027,3,24,D
20191028,6.6,24,D
20191029,6.2,24,D
20191030,2.5,24,D
20191031,8.6,24,D
20191101,6.1,24,D
20191102,8.9,24,D
20191103,9.2,24,D
20191104,7,24,D
20191105,9.6,24,D
20191106,0.1,24,D
20191107,2.9,24,D
20191108,10.6,24,D
20191109,2.3,24,D
20191110,1.2,24,D
20191111,6.2,24,D
20191112,7.6,24,D
20191113,2.3,24,D
20191114,5.3,24,D
20191115,4.4,24,D
20191116,0.1,24,D
20191117,11,24,D
20191118,5,24,D
20191119,0.7,24,D
20191120,8.1,24,D
20191121,10.3,24,D
20191122,11.3,24,D
20191123,10.4,24,D
20191124,5.6,24,D
20191125,12.9,24,D
20191126,12.4,24,D
20191127,10.8,24,D
20191128,11.1,24,D
20191129,11,24,D
20191130,12.5,24,D
20191201,0.1,24,D
20191202,0,24,D
20191203,0.8,24,D
20191204,0.3,24,D
20191205,5.8,24,D
20191206,3.5,24,D
20191207,3.1,24,D
20191208,1.1,24,D
20191209,12.5,24,D
20191210,12.9,24,D
20191211,11.6,24,D
20191212,13.4,24,D
20191213,5.7,24,D
20191214,6.7,24,D
20191215,3.7,24,D
20191216,0.5,24,D
20191217,0.3,24,D
20191218,9.3,24,D
20191219,2.2,24,D
20191220,2.2,24,D
20191221,5.2,24,D
20191222,7.3,24,D
20191223,13,24,D
20191224,4.8,24,D
20191225,7.1,24,D
20191226,8.7,24,D
20191227,3.2,24,D
20191228,9.2,24,D
20191229,7,24,D
20191230,10.1,24,D
20191231,7.2,24,D
20200101,4,24,D
20200102,6.1,24,D
20200103,9.5,24,D
20200104,5.3,24,D
20200105,2.1,24,D
20200106,4.2,24,D
20200107,8.5,24,D
20200108,2.9,24,D
20200109,4.1,24,D
20200110,11.7,24,D
20200111,11.7,24,D
20200112,0,24,D
20200113,13.1,24,D
20200114,13.2,24,D
20200115,12.4,24,D
20200116,12.2,24,D
20200117,10.1,24,D
20200118,10.6,24,D
20200119,10,24,D
20200120,10.8,24,D
20200121,9,24,D
20200122,7.2,24,D
20200123,8.7,24,D
20200124,10.1,24,D
20200125,5.8,24,D
20200126,6.2,24,D
20200127,7.3,24,D
20200128,10.5,24,D
20200129,2,24,D
20200130,11.6,24,D
20200131,10.1,24,D
20200201,7.3,24,D
20200202,0.7,24,D
20200203,8.9,24,D
20200204,0.2,24,D
20200205,6.5,24,D
20200206,5.6,24,D
20200207,9.2,24,D
20200208,5.7,24,D
20200209,11.3,24,D
20200210,11.3,24,D
20200211,8.2,24,D
20200212,9,24,D
20200213,7.1,24,D
20200214,11.8,24,D
20200215,9.4,24,D
20200216,0.3,24,D
20200217,0.8,24,D
20200218,5.1,24,D
20200219,10.1,24,D
20200220,8.5,24,D
20200221,2.5,24,D
20200222,4.4,24,D
20200223,11.6,24,D
20200224,9.5,24,D
20200225,8.5,24,D
20200226,8.4,24,D
20200227,4,24,D
20200228,1.5,24,D
20200229,11,24,D
20200301,8.3,24,D
20200302,2.9,24,D
20200303,0.6,24,D
20200304,6.5,24,D
20200305,11.6,24,D
20200306,11.1,24,D
20200307,5.3,24,D
20200308,4.2,24,D
20200309,7.1,24,D
20200310,5.5,24,D
20200311,8,24,D
20200312,7.3,24,D
20200313,3.6,24,D
20200314,10,24,D
20200315,4.7,24,D
20200316,9.1,24,D
20200317,11,24,D
20200318,9.1,24,D
20200319,4.6,24,D
20200320,7.5,24,D
20200321,0,24,D
20200322,6.1,24,D
20200323,2.1,24,D
20200324,3.5,24,D
20200325,1.3,24,D
20200326,5.6,24,D
20200327,4.7,24,D
20200328,10.4,24,D
20200329,1.1,24,D
20200330,7.4,24,D
20200331,5.9,24,D
20200401,7.9,24,D
20200402,10.2,24,D
20200403,7.8,24,D
20200404,9.6,24,D
20200405,6.2,24,D
20200406,1.6,24,D
20200407,0.8,24,D
20200408,3.5,24,D
20200409,6.1,24,D
20200410,9.4,24,D
20200411,5,24,D
20200412,1.1,24,D
20200413,1.5,24,D
20200414,6,24,D
20200415,1.3,24,D
20200416,3.3,24,D
20200417,0.6,24,D
20200418,4.2,24,D
20200419,2.6,24,D
20200420,0.7,24,D
20200421,5.8,24,D
20200422,5.5,24,D
20200423,0.6,24,D
20200424,6,24,D
20200425,1.1,24,D
20200426,8.5,24,D
20200427,0.4,24,D
20200428,8.6,24,D
20200429,5.3,24,D
20200430,4.1,24,D
20200501,3.2,24,D
20200502,0.2,24,D
20200503,2.1,24,D
20200504,0,24,D
20200505,2.2,24,D
20200506,7.4,24,D
20200507,1,24,D
20200508,2.9,24,D
20200509,0.1,24,D
20200510,2,24,D
20200511,0,24,D
20200512,0.8,24,D
20200513,3.2,24,D
20200514,2.5,24,D
20200515,4.4,24,D
20200516,2.3,24,D
20200517,3.5,24,D
20200518,4.1,24,D
20200519,3.3,24,D
20200520,6.7,24,D
20200521,3.2,24,D
20200522,1.4,24,D
20200523,1,24,D
20200524,0,24,D
20200525,2.4,24,D
20200526,7.1,24,D
20200527,6.4,24,D
20200528,5.1,24,D
20200529,2.3,24,D
20200530,6.5,24,D
20200531,6.3,24,D
20200601,5.4,24,D
20200602,4.4,24,D
20200603,1.5,24,D
20200604,0,24,D
20200605,4.5,24,D
20200606,0.3,24,D
20200607,0.7,24,D
20200608,1.3,24,D
20200609,2.3,24,D
20200610,3.5,24,D
20200611,2,24,D
20200612,3,24,D
20200613,2.3,24,D
20200614,0.9,24,D
20200615,0.2,24,D
20200616,0,24,D
20200617,4.9,24,D
20200618,0.5,24,D
20200619,2.1,24,D
20200620,7.1,24,D
20200621,7,24,D
20200622,6.1,24,D
20200623,5.7,24,D
20200624,5.1,24,D
20200625,7,24,D
20200626,5.3,24,D
20200627,3.2,24,D
20200628,3.1,24,D
20200629,0.9,24,D
20200630,6.9,24,D
20200701,6.9,24,D
20200702,7,24,D
20200703,5.9,24,D
20200704,0,24,D
20200705,0.3,24,D
20200706,2.5,24,D
20200707,0.5,24,D
20200708,2.8,24,D
20200709,6.2,24,D
20200710,5.1,24,D
20200711,0.5,24,D
20200712,0.4,24,D
20200713,4.4,24,D
20200714,3.5,24,D
20200715,3.1,24,D
20200716,2.2,24,D
20200717,5,24,D
20200718,6.9,24,D
20200719,0.3,24,D
20200720,3.9,24,D
20200721,0.8,24,D
20200722,2,24,D
20200723,1.4,24,D
20200724,3.3,24,D
20200725,3.5,24,D
20200726,2.2,24,D
20200727,6.5,24,D
20200728,0,24,D
20200729,0,24,D
20200730,0.5,24,D
20200731,0.8,24,D
20200801,0.9,24,D
20200802,1,24,D
20200803,0.7,24,D
20200804,3,24,D
20200805,6.9,24,D
20200806,1.6,24,D
20200807,2.7,24,D
20200808,8.7,24,D
20200809,3.3,24,D
20200810,3.5,24,D
20200811,7.3,24,D
20200812,6.4,24,D
20200813,8.3,24,D
20200814,7.9,24,D
20200815,7.4,24,D
20200816,6.6,24,D
20200817,9.3,24,D
20200818,5.5,24,D
20200819,0.3,24,D
20200820,2.1,24,D
20200821,0.7,24,D
20200822,1.9,24,D
20200823,2.9,24,D
20200824,2.6,24,D
20200825,2.7,24,D
20200826,8.2,24,D
20200827,7.1,24,D
20200828,4.3,24,D
20200829,2.2,24,D
20200830,2,24,D
20200831,4.6,24,D
20200901,0.8,24,D
20200902,9.7,24,D
20200903,7.3,24,D
20200904,3.1,24,D
20200905,0.5,24,D
20200906,1.7,24,D
20200907,10.2,24,D
20200908,8.4,24,D
20200909,1.1,24,D
20200910,2.3,24,D
20200911,9,24,D
20200912,10.4,24,D
20200913,3.6,24,D
20200914,2.6,24,D
20200915,1.2,24,D
20200916,4.3,24,D
20200917,0,24,D
20200918,4.7,24,D
20200919,7.4,24,D
20200920,3.6,24,D
20200921,0.5,24,D
20200922,7.4,24,D
20200923,5.5,24,D
20200924,7.4,24,D
20200925,7.3,24,D
20200926,4.1,24,D
20200927,3.7,24,D
20200928,1.5,24,D
20200929,2.2,24,D
20200930,5.4,24,D
20201001,4.2,24,D
20201002,5.3,24,D
20201003,1.3,24,D
20201004,10.3,24,D
20201005,10.1,24,D
20201006,2.9,24,D
20201007,5.8,24,D
20201008,6.1,24,D
20201009,8.3,24,D
20201010,0,24,D
20201011,0,24,D
20201012,5.8,24,D
20201013,4,24,D
20201014,8.2,24,D
20201015,11.7,24,D
20201016,7.5,24,D
20201017,4.2,24,D
20201018,2,24,D
20201019,0.4,24,D
20201020,7.2,24,D
20201021,9.8,24,D
20201022,11.8,24,D
20201023,10.2,24,D
20201024,9.5,24,D
20201025,4,24,D
20201026,0,24,D
20201027,0.9,24,D
20201028,3.8,24,D
20201029,0,24,D
20201030,0.6,24,D
20201031,1.9,24,D
20201101,8.2,24,D
20201102,0,24,D
20201103,0,24,D
20201104,3.3,24,D
20201105,0.8,24,D
20201106,0.3,24,D
20201107,0.1,24,D
20201108,0.3,24,D
20201109,12.1,24,D
20201110,9.9,24,D
20201111,12.4,24,D
20201112,9.4,24,D
20201113,5.2,24,D
20201114,4.4,24,D
20201115,8.3,24,D
20201116,7.2,24,D
20201117,5.7,24,D
20201118,5.4,24,D
20201119,10.8,24,D
20201120,10.9,24,D
20201121,5.3,24,D
20201122,12.1,24,D
20201123,7,24,D
20201124,7.7,24,D
20201125,1.1,24,D
20201126,13,24,D
20201127,6.6,24,D
20201128,9.8,24,D
20201129,8.4,24,D
20201130,0.1,24,D
20201201,13.5,24,D
20201202,5.4,24,D
20201203,7,24,D
20201204,0.9,24,D
20201205,3,24,D
20201206,4,24,D
20201207,8,24,D
20201208,2.8,24,D
20201209,0.3,24,D
20201210,12.4,24,D
20201211,4.2,24,D
20201212,3.1,24,D
20201213,9.5,24,D
20201214,8.6,24,D
20201215,7.4,24,D
20201216,13.4,24,D
20201217,12.2,24,D
20201218,4.9,24,D
20201219,10.5,24,D
20201220,4.5,24,D
20201221,1.5,24,D
20201222,8,24,D
20201223,0,24,D
20201224,6.3,24,D
20201225,4.9,24,D
20201226,5.6,24,D
20201227,10.4,24,D
20201228,13.9,24,D
20201229,12.3,24,D
20201230,13.3,24,D
20201231,9.5,24,D
20210101,7.5,24,D
20210102,2.5,24,D
20210103,1.4,24,D
20210104,10.7,24,D
20210105,1.7,24,D
20210106,6.3,24,D
20210107,3.4,24,D
20210108,5.1,24,D
20210109,8.2,24,D
20210110,8.7,24,D
20210111,9.8,24,D
20210112,13.5,24,D
20210113,11.9,24,D
20210114,11.7,24,D
20210115,13.1,24,D
20210116,9.9,24,D
20210117,3.1,24,D
20210118,1.1,24,D
20210119,1.3,24,D
20210120,0.6,24,D
20210121,0,24,D
20210122,3.5,24,D
20210123,2.3,24,D
20210124,7.3,24,D
20210125,7.5,24,D
20210126,12.6,24,D
20210127,11.5,24,D
20210128,5.9,24,D
20210129,10,24,D
20210130,12.4,24,D
20210131,12.4,24,D
20210201,12.3,24,D
20210202,9.8,24,D
20210203,10.9,24,D
20210204,7.7,24,D
20210205,10.7,24,D
20210206,8.9,24,D
20210207,7.6,24,D
20210208,4.8,24,D
20210209,0.3,24,D
20210210,6.8,24,D
20210211,7.5,24,D
20210212,11.8,24,D
20210213,9.4,24,D
20210214,5.3,24,D
20210215,7,24,D
20210216,11.9,24,D
20210217,11.9,24,D
20210218,9.8,24,D
20210219,10.8,24,D
20210220,11,24,D
20210221,11.8,24,D
20210222,11,24,D
20210223,7.6,24,D
20210224,0.9,24,D
20210225,0.9,24,D
20210226,5.8,24,D
20210227,8.5,24,D
20210228,6.9,24,D
20210301,0.3,24,D
20210302,2.5,24,D
20210303,2.9,24,D
20210304,4.3,24,D
20210305,4.7,24,D
20210306,7.4,24,D
20210307,5.9,24,D
20210308,1.5,24,D
20210309,1.7,24,D
20210310,2,24,D
20210311,7.4,24,D
20210312,7.2,24,D
20210313,10.8,24,D
20210314,9.1,24,D
20210315,0.7,24,D
20210316,8.2,24,D
20210317,9.2,24,D
20210318,11,24,D
20210319,10.1,24,D
20210320,0.1,24,D
20210321,9.1,24,D
20210322,5,24,D
20210323,5.2,24,D
20210324,8.4,24,D
20210325,8.9,24,D
20210326,7.5,24,D
20210327,3.4,24,D
20210328,0,24,D
20210329,2.6,24,D
20210330,10,24,D
20210331,3,24,D
20210401,10.3,24,D
20210402,0,24,D
20210403,7.4,24,D
20210404,3,24,D
20210405,3,24,D
20210406,7.8,24,D
20210407,10,24,D
20210408,7.7,24,D
20210409,3.4,24,D
20210410,0,24,D
20210411,1.2,24,D
20210412,0,24,D
20210413,0.9,24,D
20210414,9.3,24,D
20210415,1.8,24,D
20210416,1.1,24,D
20210417,9.4,24,D
20210418,2.1,24,D
20210419,4,24,D
20210420,0,24,D
20210421,8.1,24,D
20210422,3.8,24,D
20210423,0.6,24,D
20210424,4.8,24,D
20210425,0.4,24,D
20210426,2.9,24,D
20210427,5.7,24,D
20210428,5.6,24,D
20210429,3.7,24,D
20210430,0,24,D
20210501,8.9,24,D
20210502,5.7,24,D
20210503,7,24,D
20210504,1.1,24,D
20210505,1.6,24,D
20210506,7.9,24,D
20210507,2.6,24,D
20210508,0,24,D
20210509,1.2,24,D
20210510,0.7,24,D
20210511,0.2,24,D
20210512,3.8,24,D
20210513,7,24,D
20210514,5.6,24,D
20210515,5.7,24,D
20210516,0.3,24,D
20210517,3.9,24,D
20210518,1.6,24,D
20210519,0,24,D
20210520,2.3,24,D
20210521,0.7,24,D
20210522,6.4,24,D
20210523,2.7,24,D
20210524,7.4,24,D
20210525,7.2,24,D
20210526,7,24,D
20210527,4.3,24,D
20210528,0.5,24,D
20210529,0,24,D
20210530,0,24,D
20210531,3.1,24,D
20210601,7,24,D
20210602,4.3,24,D
20210603,3.9,24,D
20210604,0.7,24,D
20210605,1,24,D
20210606,0,24,D
20210607,0,24,D
20210608,5.2,24,D
20210609,3.7,24,D
20210610,6.9,24,D
20210611,0.3,24,D
20210612,1,24,D
20210613,0,24,D
20210614,0.4,24,D
20210615,1,24,D
20210616,1.4,24,D
20210617,1.6,24,D
20210618,5.3,24,D
20210619,0,24,D
20210620,6.7,24,D
20210621,7,24,D
20210622,6.9,24,D
20210623,4,24,D
20210624,1,24,D
20210625,0,24,D
20210626,0,24,D
20210627,0,24,D
20210628,0.8,24,D
20210629,7,24,D
20210630,6.1,24,D
20210701,5.7,24,D
20210702,6.4,24,D
20210703,0,24,D
20210704,3.5,24,D
20210705,0,24,D
20210706,0,24,D
20210707,2.7,24,D
20210708,0.8,24,D
20210709,0.3,24,D
20210710,2.8,24,D
20210711,3.8,24,D
20210712,5.7,24,D
20210713,0,24,D
20210714,1.3,24,D
20210715,0.4,24,D
20210716,0,24,D
20210717,0,24,D
20210718,0.2,24,D
20210719,3.9,24,D
20210720,0.5,24,D
20210721,0.5,24,D
20210722,0,24,D
20210723,4.5,24,D
20210724,4.1,24,D
20210725,0,24,D
20210726,0.1,24,D
20210727,1.2,24,D
20210728,3.9,24,D
20210729,7.2,24,D
20210730,1,24,D
20210731,7.8,24,D
20210801,0.2,24,D
20210802,4.3,24,D
20210803,2.3,24,D
20210804,6.1,24,D
20210805,0.8,24,D
20210806,8.3,24,D
20210807,2.8,24,D
20210808,0,24,D
20210809,8.4,24,D
20210810,1.7,24,D
20210811,0.2,24,D
20210812,2.8,24,D
20210813,4.7,24,D
20210814,2.8,24,D
20210815,4.3,24,D
20210816,3.1,24,D
20210817,0.1,24,D
20210818,7.5,24,D
20210819,4.9,24,D
20210820,7.8,24,D
20210821,7.7,24,D
20210822,3.7,24,D
20210823,1,24,D
20210824,3.4,24,D
20210825,4.3,24,D
20210826,0.4,24,D
20210827,1.8,24,D
20210828,0,24,D
20210829,1.8,24,D
20210830,9.8,24,D
20210831,9.5,24,D
20210901,9.6,24,D
20210902,8.2,24,D
20210903,4.6,24,D
20210904,1.4,24,D
20210905,3.1,24,D
20210906,2,24,D
20210907,1.6,24,D
20210908,4.3,24,D
20210909,0.8,24,D
20210910,0,24,D
20210911,4,24,D
20210912,3.2,24,D
20210913,0,24,D
20210914,7.8,24,D
20210915,8.6,24,D
20210916,9.3,24,D
20210917,10.1,24,D
20210918,4.4,24,D
20210919,3.9,24,D
20210920,5.3,24,D
20210921,0,24,D
20210922,0.4,24,D
20210923,1.5,24,D
20210924,5.9,24,D
20210925,0.1,24,D
20210926,7.8,24,D
20210927,5,24,D
20210928,9.6,24,D
20210929,1.8,24,D
20210930,6.8,24,D
20211001,5.9,24,D
20211002,6.7,24,D
20211003,6.6,24,D
20211004,0.7,24,D
20211005,3.8,24,D
20211006,0,24,D
20211007,8.2,24,D
20211008,2.6,24,D
20211009,5.3,24,D
20211010,6.3,24,D
20211011,0.9,24,D
20211012,6.6,24,D
20211013,8.3,24,D
20211014,11.7,24,D
20211015,10.8,24,D
20211016,10.4,24,D
20211017,0.1,24,D
20211018,3,24,D
20211019,2.1,24,D
20211020,10.5,24,D
20211021,10.5,24,D
20211022,11.6,24,D
20211023,6.3,24,D
20211024,0.3,24,D
20211025,8.4,24,D
20211026,0,24,D
20211027,5.5,24,D
20211028,3.2,24,D
20211029,6.1,24,D
20211030,6.1,24,D
20211031,3.8,24,D
20211101,6.2,24,D
20211102,7.9,24,D
20211103,12.2,24,D
20211104,12,24,D
20211105,9.8,24,D
20211106,12.2,24,D
20211107,10.9,24,D
20211108,12.3,24,D
20211109,5.6,24,D
20211110,5.9,24,D
20211111,2.3,24,D
20211112,3,24,D
20211113,2.8,24,D
20211114,0.8,24,D
20211115,6.1,24,D
20211116,1.9,24,D
20211117,4.7,24,D
20211118,8.3,24,D
20211119,10.4,24,D
20211120,8.7,24,D
20211121,0,24,D
20211122,9.2,24,D
20211123,10,24,D
20211124,7.9,24,D
20211125,7.3,24,D
20211126,3.9,24,D
20211127,0,24,D
20211128,0.3,24,D
20211129,9,24,D
20211130,9.1,24,D
20211201,10.3,24,D
20211202,9.2,24,D
20211203,0,24,D
20211204,0,24,D
20211205,0,24,D
20211206,0,24,D
20211207,5.6,24,D
20211208,6.1,24,D
20211209,0.1,24,D
20211210,5,24,D
20211211,1.7,24,D
20211212,1.1,24,D
20211213,4.5,24,D
20211214,0,24,D
20211215,3,24,D
20211216,9.5,24,D
20211217,4.7,24,D
20211218,4.6,24,D
20211219,11.2,24,D
20211220,5.7,24,D
20211221,1.3,24,D
20211222,6.1,24,D
20211223,11.4,24,D
20211224,12.1,24,D
20211225,3.8,24,D
20211226,3.6,24,D
20211227,5.6,24,D
20211228,1.2,24,D
20211229,8.6,24,D
20211230,3.6,24,D
20211231,8.2,24,D
20220101,11.8,24,D
20220102,12.2,24,D
20220103,9.9,24,D
20220104,9.6,24,D
20220105,12.7,24,D
20220106,5.4,24,D
20220107,7,24,D
20220108,3.4,24,D
20220109,1.8,24,D
20220110,6.7,24,D
20220111,7.7,24,D
20220112,9.1,24,D
20220113,11.3,24,D
20220114,12.1,24,D
20220115,12.9,24,D
20220116,12.3,24,D
20220117,12.1,24,D
20220118,10.7,24,D
20220119,1.2,24,D
20220120,5.3,24,D
20220121,9.8,24,D
20220122,12.2,24,D
20220123,9.6,24,D
20220124,12.1,24,D
20220125,1.3,24,D
20220126,5.9,24,D
20220127,12.1,24,D
20220128,7.5,24,D
20220129,12.5,24,D
20220130,11.1,24,D
20220131,12.4,24,D
20220201,7.2,24,D
20220202,0,24,D
