,Date(NZST),Pmsl(hPa),Pstn(hPa),Amount(mm),Period(min),daily_total_rainfall,daily_avg_duration,daily_min_duration,daily_max_duration,daily_median_duration,Rainfall(mm),Deficit(mm),Sunshine(Hrs),WindDir(DegT),Speed(m/s)_x,WindDir StdDev,WindSpd StdDev,Tmax(C),Tmin(C),Tgmin(C),Tmean(C),Twet(C),RH(%),Tdew(C),Dir(DegT),Speed(m/s)_y,Percent(%),soil_avg_moist,soil_min_moist,soil_max_moist,soil_median_moist
515,2021-07-09,1011.8,987.4,0.0,41.3,4.24,30.11489361702128,4.3,127.4,19.4,2.8,0.0,0.3,340,0.4,44,0.5,8.4,3.4,1.7,5.9,4.3,100.0,4.3,187,4.1,55.3,55.3,55.3,55.3,55.3
516,2021-07-10,1013.8,989.4,0.0,55.6,3.34,28.470967741935485,1.9,301.3,13.6,6.4,0.0,2.8,319,0.7,24,0.5,7.2,3.8,2.6,5.5,3.9,100.0,3.9,309,3.6,55.1,55.1,55.1,55.1,55.1
517,2021-07-14,1022.2,997.0,0.0,5594.4,0.8300000000000001,525.3916666666667,0.4,5594.4,12.5,0.0,0.9,1.3,360,0.4,16,0.3,3.5,-2.2,-2.9,0.7,-1.8,100.0,-2.0,307,2.6,53.2,53.2,53.2,53.2,53.2
518,2021-07-15,1016.5,992.2,0.0,213.7,28.46,23.465625,1.9,281.0,10.5,6.0,0.0,0.4,145,0.9,42,0.6,6.7,-1.9,-1.0,2.4,6.0,100.0,6.0,38,8.2,53.0,53.0,53.0,53.0,53.0
519,2021-07-16,1009.9,986.2,2.47,50.2,102.61,10.014583333333333,0.8,50.2,7.949999999999999,55.0,0.0,0.0,31,4.6,28,1.8,12.9,6.0,6.5,9.5,11.4,92.0,10.8,17,16.0,60.0,60.0,60.0,60.0,60.0
520,2021-07-17,989.2,966.1,0.41,3.1,68.36,9.009375,0.6,128.1,6.5,95.4,0.0,0.0,50,2.7,42,1.8,14.4,11.5,12.0,13.0,11.7,92.0,11.2,23,14.9,61.3,61.3,61.3,61.3,61.3
521,2021-07-18,991.6,968.0,0.6,8.0,12.24,30.78,2.8,291.2,10.4,48.4,0.0,0.2,152,0.5,68,0.5,13.6,7.0,4.9,10.3,8.0,100.0,8.0,47,4.6,61.9,61.9,61.9,61.9,61.9
522,2021-07-20,1011.6,987.4,0.0,1855.6,0.7,392.94,9.9,1855.6,18.7,0.4,0.0,0.5,325,0.7,8,0.4,11.8,4.9,1.5,8.4,6.4,100.0,6.4,20,3.6,54.6,54.6,54.6,54.6,54.6
523,2021-07-21,1007.8,983.6,0.0,1604.5,15.77,34.56216216216216,1.0,1604.5,6.800000000000001,0.0,0.3,0.5,75,0.6,60,0.4,10.8,4.0,1.9,7.4,5.4,99.0,5.4,53,10.3,53.4,53.4,53.4,53.4,53.4
524,2021-07-22,995.4,971.9,0.0,7.2,14.43,14.807462686567163,0.9,88.4,8.3,25.8,0.0,0.0,57,2.4,26,1.1,11.4,5.4,6.3,8.4,9.4,93.0,8.8,57,8.2,58.6,58.6,58.6,58.6,58.6
525,2021-07-25,1019.5,995.0,0.0,3836.7,0.77,362.075,3.9,3836.7,10.6,0.2,0.3,0.0,129,0.6,69,0.3,10.8,2.3,-0.7,6.6,4.7,98.0,4.5,51,6.7,53.8,53.8,53.8,53.8,53.8
526,2021-07-26,998.4,974.8,0.0,496.4,28.97,22.48795180722892,0.4,496.4,9.8,2.8,0.0,0.1,70,1.4,37,0.6,10.9,4.7,5.7,7.8,8.6,92.0,8.0,348,11.8,53.2,53.2,53.2,53.2,53.2
527,2021-07-27,1005.0,981.1,0.05,26.9,12.96,16.423287671232877,1.3,208.2,10.3,34.0,0.0,1.2,305,0.8,72,0.4,12.5,7.1,7.3,9.8,7.3,99.0,7.3,138,4.6,60.0,60.0,60.0,60.0,60.0
528,2021-07-29,1018.6,994.2,0.0,3018.9,0.05,1512.8,6.7,3018.9,1512.8,0.0,0.3,7.2,85,1.7,25,0.6,12.3,5.3,2.5,8.8,5.6,97.0,5.4,331,5.1,54.8,54.8,54.8,54.8,54.8
529,2021-07-30,1015.9,991.8,0.0,346.7,0.8500000000000001,57.23333333333333,4.9,346.7,15.2,1.0,0.0,1.0,98,1.5,32,0.7,15.6,5.6,2.9,10.6,8.5,97.0,8.3,109,4.6,53.4,53.4,53.4,53.4,53.4
530,2021-08-01,1014.0,989.8,0.0,3582.0,0.95,384.3,3.1,3582.0,22.200000000000003,0.0,0.5,0.2,112,1.1,9,0.4,15.6,4.6,1.9,10.1,6.3,100.0,6.3,124,3.1,52.3,52.3,52.3,52.3,52.3
531,2021-08-02,1006.7,982.9,0.0,393.9,5.72,99.54,2.5,897.8,17.1,1.4,0.0,4.3,91,0.6,38,0.4,12.1,6.2,7.1,9.2,9.5,99.0,9.5,16,6.2,52.0,52.0,52.0,52.0,52.0
532,2021-08-03,1007.1,983.1,0.33,30.7,0.63,29.075,21.9,40.9,26.75,6.2,0.0,2.3,197,2.2,15,0.6,15.1,5.7,5.2,10.4,6.0,81.0,4.3,237,7.2,52.1,52.1,52.1,52.1,52.1
533,2021-08-05,1000.3,976.3,0.0,2950.3,19.63,57.66849315068493,1.4,2950.3,8.4,8.0,0.0,0.8,341,0.9,44,0.6,12.7,-1.6,-0.8,5.6,5.4,98.0,5.2,103,8.2,52.8,52.8,52.8,52.8,52.8
534,2021-08-06,992.8,969.0,0.0,9.3,2.07,16.755555555555553,3.3,72.3,10.4,13.8,0.0,8.3,143,0.9,28,0.5,10.5,3.3,-0.5,6.9,5.7,99.0,5.7,223,5.1,59.0,59.0,59.0,59.0,59.0
535,2021-08-07,1004.6,980.7,0.0,1317.5,13.16,43.69322033898305,2.0,1317.5,8.2,3.2,0.0,2.8,319,0.9,90,0.5,14.4,4.9,1.0,9.7,7.0,99.0,7.0,175,8.2,55.6,55.6,55.6,55.6,55.6
536,2021-08-08,1001.4,977.2,0.0,172.5,16.74,28.005714285714287,7.9,172.5,20.2,23.6,0.0,0.0,109,2.0,14,0.7,11.3,3.4,0.7,7.4,3.4,96.0,3.0,193,10.3,57.9,57.9,57.9,57.9,57.9
537,2021-08-10,1024.4,999.2,0.0,3189.6,0.7799999999999999,810.4499999999999,7.3,3189.6,22.450000000000003,0.0,0.7,1.7,0,0.0,0,0.0,9.4,-4.1,-7.0,2.7,-1.4,99.0,-1.6,118,3.1,55.7,55.7,55.7,55.7,55.7
538,2021-08-11,1030.7,1006.0,0.0,278.7,1.02,54.01538461538462,4.9,278.7,15.6,1.6,0.0,0.2,318,0.4,5,0.4,8.5,-1.5,-0.7,3.5,5.7,98.0,5.5,315,2.6,54.9,54.9,54.9,54.9,54.9
539,2021-08-12,1027.2,1002.7,0.0,1468.7,1.99,161.64666666666665,6.4,1468.7,18.4,0.0,0.7,2.8,322,0.6,8,0.3,11.2,5.7,6.1,8.5,6.4,100.0,6.4,71,9.8,54.2,54.2,54.2,54.2,54.2
540,2021-08-13,1013.3,989.2,0.32,9.3,17.72,17.627450980392158,0.6,195.1,8.7,16.6,0.0,4.7,223,0.7,80,0.5,13.7,6.1,2.8,9.9,7.3,99.0,7.3,24,10.8,53.3,53.3,53.3,53.3,53.3
541,2021-08-14,1011.9,987.7,0.0,713.1,7.72,39.432,1.8,713.1,12.65,4.6,0.0,2.8,324,1.1,86,0.5,12.9,4.7,1.9,8.8,6.0,100.0,6.0,213,8.2,57.2,57.2,57.2,57.2,57.2
542,2021-08-15,1024.6,999.9,0.09,14.3,0.47,41.36666666666667,9.6,165.4,15.2,6.8,0.0,4.3,336,0.9,18,0.4,11.0,2.4,-0.6,6.7,4.1,100.0,4.1,347,3.1,56.9,56.9,56.9,56.9,56.9
543,2021-08-16,1018.0,993.7,0.0,1371.7,19.76,46.58928571428572,2.0,1371.7,8.75,0.0,0.7,3.1,125,0.8,54,0.4,11.9,3.9,3.6,7.9,6.6,100.0,6.6,354,17.0,54.9,54.9,54.9,54.9,54.9
544,2021-08-17,997.2,973.5,0.0,141.5,23.59,16.53529411764706,1.9,141.5,10.9,31.0,0.0,0.1,32,0.9,63,0.6,13.6,6.3,7.5,10.0,7.5,97.0,7.3,45,10.8,57.3,57.3,57.3,57.3,57.3
545,2021-08-18,1004.8,980.6,0.0,155.9,5.15,33.107142857142854,3.0,193.7,8.9,18.0,0.0,7.5,129,1.4,19,0.4,9.5,4.0,3.6,6.8,4.2,94.0,3.7,114,6.2,58.7,58.7,58.7,58.7,58.7
546,2021-08-19,1019.3,994.8,0.0,1152.9,1.0,146.1764705882353,4.4,1152.9,22.3,0.4,0.3,4.9,305,0.6,8,0.4,12.8,1.9,-1.2,7.4,4.4,98.0,4.2,206,5.1,56.4,56.4,56.4,56.4,56.4
547,2021-08-20,1021.0,996.7,0.2,27.9,4.8,14.66111111111111,0.6,72.0,10.25,5.2,0.0,7.8,152,1.1,50,0.5,13.4,4.4,5.2,8.9,7.4,93.0,6.8,178,7.2,54.5,54.5,54.5,54.5,54.5
548,2021-08-22,1030.9,1006.1,0.0,3348.0,4.7,107.53714285714288,1.6,3348.0,8.6,0.0,1.4,3.7,279,0.5,78,0.4,13.8,1.3,-1.3,7.6,3.9,95.0,3.5,26,9.3,53.6,53.6,53.6,53.6,53.6
549,2021-08-23,1032.5,1008.1,0.0,40.1,5.22,27.97954545454545,3.8,295.2,15.6,8.6,0.0,1.0,52,0.4,42,0.3,14.8,4.1,5.5,9.5,10.0,99.0,10.0,49,8.2,53.5,53.5,53.5,53.5,53.5
550,2021-08-24,1033.7,1009.3,0.0,344.8,0.28,131.16666666666666,18.6,344.8,30.1,1.6,0.0,3.4,221,0.6,69,0.3,13.8,7.9,5.9,10.9,9.7,100.0,9.7,2,7.7,54.4,54.4,54.4,54.4,54.4
551,2021-08-25,1033.2,1008.6,0.0,1715.2,0.26,525.05,4.8,1715.2,190.1,0.0,0.7,4.3,112,0.9,25,0.4,14.9,6.4,3.6,10.7,7.8,97.0,7.6,29,6.2,53.8,53.8,53.8,53.8,53.8
552,2021-08-26,1028.4,1004.1,0.0,780.3,3.78,46.85813953488372,4.4,780.3,14.7,1.0,0.4,0.4,74,0.7,39,0.4,14.8,6.7,3.0,10.8,8.8,96.0,8.5,54,8.2,52.9,52.9,52.9,52.9,52.9
553,2021-08-27,1018.8,994.8,0.74,52.6,32.69,14.30485436893204,1.6,132.9,7.6,26.2,0.0,1.8,307,0.4,30,0.3,12.4,9.0,10.0,10.7,10.5,99.0,10.5,39,6.7,53.2,53.2,53.2,53.2,53.2
554,2021-08-28,1012.6,988.9,0.07,23.1,0.77,110.77777777777776,5.0,890.3,12.3,9.4,0.0,0.0,45,3.9,21,1.2,17.4,10.3,9.8,13.9,11.3,82.0,9.8,45,7.2,58.5,58.5,58.5,58.5,58.5
555,2021-08-29,1010.0,986.1,0.0,1353.6,0.2,455.5,4.9,1353.6,8.0,0.6,0.1,1.8,221,0.5,61,0.3,14.4,7.2,4.3,10.8,8.7,98.0,8.5,124,4.1,54.5,54.5,54.5,54.5,54.5
556,2021-09-05,1033.4,1008.8,0.0,9443.6,0.2,3158.366666666667,13.8,9443.6,17.7,0.0,7.4,3.1,185,0.9,71,0.5,14.6,4.8,0.3,9.7,7.3,92.0,6.7,108,5.1,51.3,51.3,51.3,51.3,51.3
557,2021-09-06,1024.9,1000.6,0.0,1581.9,9.74,85.70666666666668,2.6,1581.9,11.7,0.2,8.6,2.0,309,1.0,62,0.6,14.4,6.3,3.5,10.4,8.6,93.0,8.0,71,11.8,51.1,51.1,51.1,51.1,51.1
558,2021-09-07,1002.3,978.8,0.0,17.0,43.26,11.5792,1.0,191.1,5.9,39.2,0.0,1.6,35,4.3,25,1.4,13.7,9.0,8.6,11.4,11.0,83.0,9.6,53,13.4,53.3,53.3,53.3,53.3,53.3
559,2021-09-08,999.0,975.0,0.91,11.0,18.77,19.37162162162162,1.0,545.9,7.95,29.8,0.0,4.3,4,0.9,54,0.5,13.2,4.0,3.8,8.6,4.5,94.0,4.0,268,8.2,58.7,58.7,58.7,58.7,58.7
560,2021-09-09,1012.4,988.1,0.33,47.4,6.5,20.186567164179102,1.5,117.4,11.9,6.6,0.0,0.8,342,0.6,33,0.5,11.7,4.0,4.0,7.9,5.4,98.0,5.2,199,3.1,57.5,57.5,57.5,57.5,57.5
561,2021-09-10,1000.3,976.8,0.0,228.9,35.75,15.293,1.3,228.9,8.8,10.0,0.0,0.0,29,2.8,36,1.2,13.1,5.3,6.5,9.2,10.9,94.0,10.5,278,12.4,56.5,56.5,56.5,56.5,56.5
562,2021-09-11,1009.6,985.4,0.07,6.1,6.56,24.50392156862745,0.3,209.1,7.4,31.0,0.0,4.0,320,1.1,22,0.6,13.0,4.8,3.1,8.9,5.5,96.0,5.1,151,7.2,59.2,59.2,59.2,59.2,59.2
563,2021-09-12,1018.4,994.0,0.0,215.2,0.61,318.88,6.5,1343.3,17.3,4.0,0.0,3.2,329,1.0,20,0.4,11.4,4.3,2.4,7.9,5.1,99.0,5.1,28,12.4,57.2,57.2,57.2,57.2,57.2
564,2021-09-13,1004.5,980.9,0.0,44.7,36.61,13.214141414141414,0.8,136.1,6.5,30.8,0.0,0.0,41,5.1,23,1.9,13.4,5.2,7.6,9.3,10.3,89.0,9.5,10,13.4,54.5,54.5,54.5,54.5,54.5
565,2021-09-14,1017.4,992.9,0.0,1055.1,0.1,531.4499999999999,7.8,1055.1,531.4499999999999,7.0,0.0,7.8,250,0.6,54,0.3,12.1,1.6,-1.0,6.9,4.8,100.0,4.8,39,8.8,57.7,57.7,57.7,57.7,57.7
566,2021-09-18,1023.4,999.0,0.0,5427.9,0.85,394.28125,4.3,5427.9,26.1,0.0,5.4,4.4,310,0.8,27,0.4,16.0,2.4,-1.9,9.2,5.5,85.0,4.2,298,7.7,52.6,52.6,52.6,52.6,52.6
567,2021-09-19,1020.7,996.5,0.14,15.5,15.66,49.53448275862069,2.1,909.8,17.5,1.2,5.5,3.9,322,1.1,53,0.6,12.7,6.4,6.2,9.6,8.3,91.0,7.6,50,10.3,52.1,52.1,52.1,52.1,52.1
568,2021-09-20,1014.2,990.2,0.04,11.7,3.79,24.486206896551725,1.3,221.4,8.9,18.6,0.0,5.3,29,0.5,52,0.3,14.1,7.4,5.0,10.8,9.2,94.0,8.7,140,7.7,56.8,56.8,56.8,56.8,56.8
569,2021-09-21,1012.4,988.6,0.0,1364.4,17.53,38.5875,1.3,1364.4,10.1,0.0,1.3,0.0,24,2.6,29,1.0,15.2,7.4,6.0,11.3,9.9,86.0,8.8,41,11.8,55.0,55.0,55.0,55.0,55.0
570,2021-09-22,1009.6,985.7,0.44,21.7,3.37,17.40909090909091,5.5,26.1,21.0,21.8,0.0,0.4,66,0.7,47,0.4,12.4,8.2,7.6,10.3,8.8,91.0,8.1,178,4.1,57.2,57.2,57.2,57.2,57.2
571,2021-09-23,1001.8,978.3,0.0,1277.2,14.18,43.45,2.4,1277.2,10.5,4.0,0.0,1.5,145,1.0,28,0.4,13.7,9.4,8.7,11.6,11.2,96.0,10.9,109,4.6,55.6,55.6,55.6,55.6,55.6
572,2021-09-24,1008.0,984.3,0.0,380.1,2.73,58.07222222222222,2.0,380.1,13.3,10.4,0.0,5.9,351,0.4,63,0.3,17.0,7.5,3.9,12.3,10.1,94.0,9.7,324,5.7,56.5,56.5,56.5,56.5,56.5
573,2021-09-25,1009.2,985.6,0.0,1071.3,37.23,18.33137254901961,0.4,1071.3,5.6,1.8,0.0,0.1,54,5.9,18,1.6,17.0,5.9,2.9,11.5,10.4,78.0,8.6,337,13.4,54.9,54.9,54.9,54.9,54.9
574,2021-09-26,1010.1,986.0,0.0,176.0,7.76,27.453125,2.3,176.0,10.0,42.2,0.0,7.8,227,1.1,43,0.6,13.4,5.9,3.2,9.7,6.2,95.0,5.8,220,10.8,57.9,57.9,57.9,57.9,57.9
575,2021-09-27,1020.7,996.0,0.0,1578.8,1.3,203.525,3.6,1578.8,6.55,3.4,0.0,5.0,208,0.9,84,0.4,12.5,0.5,-2.4,6.5,2.6,97.0,2.4,79,8.2,56.5,56.5,56.5,56.5,56.5
576,2021-09-29,1020.9,996.5,0.0,2020.2,6.54,65.11153846153846,2.4,2020.2,12.3,0.4,1.1,1.8,307,0.6,45,0.4,14.8,1.8,-1.6,8.3,5.4,93.0,4.8,69,5.1,53.6,53.6,53.6,53.6,53.6
577,2021-09-30,1018.6,994.5,0.0,155.5,4.56,25.28333333333333,2.7,182.0,9.35,9.0,0.0,6.8,149,2.6,19,0.8,13.2,5.7,5.0,9.5,7.6,79.0,5.8,205,9.3,53.3,53.3,53.3,53.3,53.3
578,2021-10-02,1026.0,1001.7,0.0,2209.3,0.4,428.98333333333335,10.0,2209.3,87.95,0.4,2.2,6.7,330,0.8,19,0.3,15.4,7.1,5.0,11.3,8.2,95.0,7.8,292,5.1,53.2,53.2,53.2,53.2,53.2
579,2021-10-03,1021.1,996.9,0.0,2335.2,1.13,485.36,7.8,2335.2,26.4,0.0,4.6,6.6,124,0.8,58,0.4,17.0,6.6,4.0,11.8,8.2,87.0,7.2,32,7.2,52.7,52.7,52.7,52.7,52.7
580,2021-10-04,1007.5,983.7,0.0,15.6,9.37,22.105263157894736,5.1,110.5,17.1,6.4,0.6,0.7,291,0.8,40,0.4,17.8,9.1,9.2,13.5,9.5,96.0,9.2,127,3.1,51.9,51.9,51.9,51.9,51.9
581,2021-10-06,1012.8,989.0,0.0,2576.8,24.56,48.29444444444445,1.2,2576.8,7.3,0.0,2.4,0.0,331,0.7,71,0.5,18.3,10.2,9.0,14.3,10.8,93.0,10.3,44,10.8,52.7,52.7,52.7,52.7,52.7
582,2021-10-07,1010.6,987.0,0.0,77.5,13.14,10.270588235294117,1.5,77.5,6.0,38.2,0.0,8.2,49,2.8,25,1.0,15.0,11.3,12.0,13.2,12.2,92.0,11.6,342,8.2,56.0,56.0,56.0,56.0,56.0
583,2021-10-08,1010.6,986.9,0.0,1601.6,2.56,133.375,2.0,1601.6,8.95,0.2,2.2,2.6,151,0.8,64,0.4,19.8,9.4,6.4,14.6,11.0,93.0,10.5,358,8.8,54.9,54.9,54.9,54.9,54.9
584,2021-10-09,1014.4,990.5,0.0,303.7,3.44,43.71071428571429,1.2,315.6,8.6,2.8,1.8,5.3,3,0.4,11,0.2,18.6,8.7,6.0,13.7,9.8,93.0,9.2,199,6.2,53.1,53.1,53.1,53.1,53.1
585,2021-10-10,1017.8,993.7,0.0,1146.8,0.7000000000000001,174.05714285714285,0.9,1146.8,3.8,2.8,1.5,6.3,103,1.4,17,0.4,16.9,7.9,4.8,12.4,8.4,88.0,7.4,232,8.8,52.9,52.9,52.9,52.9,52.9
586,2021-10-11,1010.8,986.9,0.0,1442.0,26.9,60.49142857142856,0.8,1442.0,17.0,0.4,3.5,0.9,309,1.1,24,0.4,17.2,7.7,5.5,12.5,9.2,90.0,8.4,303,12.9,52.3,52.3,52.3,52.3,52.3
587,2021-10-12,996.0,972.2,0.18,5.5,11.0,19.76779661016949,0.5,228.6,7.1,34.0,0.0,6.6,94,1.4,17,0.6,13.1,5.9,3.8,9.5,5.8,92.0,5.1,212,8.8,56.7,56.7,56.7,56.7,56.7
588,2021-10-17,1008.2,984.6,0.0,6125.0,50.85,53.36071428571429,0.7,6125.0,6.15,19.0,0.0,0.1,37,5.1,25,1.7,17.1,8.2,6.4,12.7,11.9,92.0,11.3,27,13.9,51.1,51.1,51.1,51.1,51.1
589,2021-10-18,1008.4,984.8,0.4,10.7,11.35,13.758571428571427,0.8,160.1,5.4,41.4,0.0,3.0,40,3.5,21,1.2,15.3,11.6,10.5,13.5,11.6,88.0,10.7,23,10.3,56.7,56.7,56.7,56.7,56.7
590,2021-10-19,1021.9,997.8,0.0,1736.5,0.5,456.875,13.0,1736.5,39.0,1.8,0.6,2.1,293,1.0,37,0.3,17.3,8.5,5.3,12.9,9.3,91.0,8.6,226,5.7,55.1,55.1,55.1,55.1,55.1
591,2021-10-24,1017.2,993.5,0.0,6764.1,0.35,783.5444444444445,2.0,6764.1,12.0,0.0,12.3,0.3,6,1.6,31,0.6,21.3,10.0,10.7,15.7,11.5,78.0,9.7,354,8.2,50.0,50.0,50.0,50.0,50.0
592,2021-10-25,1016.3,992.7,0.0,354.8,0.25,81.18571428571428,2.0,354.8,18.8,0.2,14.6,8.4,57,1.0,79,0.6,18.5,12.6,11.6,15.6,13.8,86.0,12.8,354,7.7,49.9,49.9,49.9,49.9,49.9
593,2021-10-26,1020.5,996.8,0.0,1704.1,8.16,57.87954545454545,1.4,1704.1,9.55,0.0,17.0,0.0,324,0.8,26,0.4,22.4,10.0,7.0,16.2,13.1,88.0,12.3,61,6.2,49.4,49.4,49.4,49.4,49.4
594,2021-10-27,1020.1,996.4,0.38,9.6,2.64,29.27692307692308,4.1,158.6,9.6,10.6,8.8,5.5,357,1.1,34,0.5,16.8,13.3,13.5,15.1,14.2,92.0,13.6,32,7.2,49.8,49.8,49.8,49.8,49.8
595,2021-10-28,1017.9,994.0,0.0,2094.6,17.240000000000002,66.59189189189189,0.8,2094.6,4.5,0.0,11.2,3.2,319,1.5,25,0.5,21.6,9.1,7.4,15.4,10.5,92.0,9.9,301,7.2,50.8,50.8,50.8,50.8,50.8
596,2021-10-29,1012.1,988.5,0.98,54.7,16.31,43.47941176470588,0.4,729.3,11.55,27.0,0.0,6.1,14,1.2,37,0.5,21.4,10.6,8.8,16.0,12.2,82.0,10.8,174,7.2,54.2,54.2,54.2,54.2,54.2
597,2021-10-30,1011.4,987.8,0.5,35.3,5.0200000000000005,57.676,1.9,895.6,8.8,7.8,0.0,6.1,354,1.5,23,0.5,18.8,11.7,12.3,15.3,12.2,90.0,11.4,349,8.8,54.4,54.4,54.4,54.4,54.4
598,2021-10-31,1005.8,982.2,0.43,9.3,8.93,29.282222222222224,0.5,420.7,6.9,5.0,0.0,3.8,126,1.2,70,0.5,21.6,8.6,6.8,15.1,10.6,88.0,9.7,192,6.2,52.1,52.1,52.1,52.1,52.1
599,2021-11-01,1016.0,992.1,0.0,1472.4,0.04,519.4666666666667,0.8,1472.4,85.2,8.2,0.0,6.2,322,1.1,33,0.4,15.9,8.8,8.8,12.4,9.4,85.0,8.2,204,7.2,53.0,53.0,53.0,53.0,53.0
600,2021-11-02,1022.3,998.3,0.1,6.0,1.16,28.491666666666664,3.6,134.6,11.3,0.8,3.0,7.9,226,1.7,26,0.7,18.4,10.2,8.7,14.3,10.8,86.0,9.6,238,9.8,51.7,51.7,51.7,51.7,51.7
601,2021-11-11,1015.0,991.4,0.0,12825.0,1.9,996.1384615384616,4.1,12825.0,8.8,1.8,34.9,2.3,324,0.9,22,0.4,22.2,11.1,8.1,16.7,13.3,89.0,12.5,48,8.8,46.9,46.9,46.9,46.9,46.9
602,2021-11-12,1008.0,984.7,0.0,1887.3,1.1,126.77647058823528,1.2,1887.3,5.7,0.0,38.7,3.0,33,3.0,28,1.2,21.2,14.3,14.0,17.8,14.2,79.0,12.6,78,11.3,47.0,47.0,47.0,47.0,47.0
603,2021-11-13,993.5,970.6,0.0,590.4,15.1,21.426530612244896,0.5,590.4,5.5,3.0,39.4,2.8,47,1.3,45,0.9,19.5,15.9,15.3,17.7,16.0,94.0,15.6,359,12.9,47.0,47.0,47.0,47.0,47.0
604,2021-11-14,995.4,972.3,0.0,1499.3,8.61,41.06875,0.8,1499.3,7.1,13.2,30.0,0.8,6,2.1,29,0.9,22.6,13.4,11.9,18.0,13.4,79.0,11.8,322,10.8,50.6,50.6,50.6,50.6,50.6
605,2021-11-15,1002.7,979.4,0.0,318.7,16.84,34.40408163265306,1.8,780.0,8.1,9.0,24.7,6.1,342,1.4,39,0.7,18.0,9.5,6.8,13.8,11.8,76.0,9.8,17,9.8,51.2,51.2,51.2,51.2,51.2
606,2021-11-16,1002.3,978.8,0.0,23.9,12.27,16.54022988505747,1.3,213.7,8.3,22.6,5.9,1.9,51,2.7,30,1.0,19.0,10.6,10.3,14.8,10.7,86.0,9.5,332,9.8,55.5,55.5,55.5,55.5,55.5
607,2021-11-17,1011.6,987.7,0.15,14.1,7.48,21.1875,1.2,258.0,8.0,12.2,0.0,4.7,256,0.6,94,0.4,14.6,7.1,6.6,10.9,9.3,92.0,8.7,53,7.2,53.5,53.5,53.5,53.5,53.5
608,2021-11-18,1021.9,997.7,0.0,1071.1,0.1,540.1999999999999,9.3,1071.1,540.1999999999999,1.4,2.4,8.3,284,0.7,54,0.4,16.1,6.0,3.2,11.1,8.8,91.0,8.1,252,8.2,52.7,52.7,52.7,52.7,52.7
609,2021-11-21,1017.5,993.6,0.0,4182.9,18.99,230.5,5.8,4182.9,22.9,0.0,13.6,0.0,103,1.2,26,0.9,20.9,8.9,5.6,14.9,10.2,82.0,8.7,22,13.9,49.4,49.4,49.4,49.4,49.4
610,2021-11-22,1018.1,994.4,0.0,829.8,0.41,180.88,6.5,829.8,26.9,19.4,0.0,9.2,326,0.7,43,0.5,16.0,9.8,6.6,12.9,12.3,86.0,11.2,158,5.1,54.6,54.6,54.6,54.6,54.6
611,2021-11-27,1020.7,997.2,0.0,7406.1,20.8,216.8184210526316,3.7,7406.1,21.4,0.0,18.8,0.0,30,2.7,29,1.1,21.2,12.7,10.2,17.0,14.5,78.0,12.8,36,7.7,48.1,48.1,48.1,48.1,48.1
612,2021-11-28,1020.5,996.9,1.22,24.4,39.3,16.685714285714287,2.6,79.8,13.35,49.6,0.0,0.3,309,2.0,45,0.8,17.4,12.6,12.7,15.0,15.1,96.0,14.9,39,8.8,55.3,55.3,55.3,55.3,55.3
613,2021-12-02,1024.2,1000.8,0.0,6055.4,9.73,260.8,0.6,6055.4,5.25,0.0,11.0,9.2,327,1.1,28,0.4,25.8,13.8,11.6,19.8,16.6,79.0,15.1,360,7.7,48.0,48.0,48.0,48.0,48.0
614,2021-12-03,1023.1,999.5,0.57,8.5,16.46,24.098333333333336,2.9,125.5,18.85,19.4,0.0,0.0,347,1.2,41,0.5,27.1,16.2,16.2,21.7,16.5,96.0,16.3,63,7.7,48.7,48.7,48.7,48.7,48.7
615,2021-12-04,1021.2,997.6,0.2,20.3,6.45,21.28666666666667,4.5,55.2,20.3,12.8,0.0,0.0,8,0.8,45,0.3,19.1,14.0,13.8,16.6,15.0,92.0,14.4,5,8.8,52.5,52.5,52.5,52.5,52.5
616,2021-12-05,1015.8,992.4,0.0,1074.2,21.67,21.828865979381444,0.9,1074.2,6.3,3.2,0.3,0.0,40,3.6,26,1.3,17.8,15.6,15.7,16.7,16.6,92.0,16.1,52,11.8,51.5,51.5,51.5,51.5,51.5
617,2021-12-06,1017.8,994.2,0.0,410.0,6.39,28.92222222222222,2.5,410.0,12.9,20.2,0.0,0.0,221,1.0,33,0.7,18.8,14.0,14.0,16.4,14.3,96.0,14.0,142,5.1,55.1,55.1,55.1,55.1,55.1
618,2021-12-07,1021.0,997.2,0.15,6.9,2.3,31.756,1.5,296.6,8.2,7.4,0.0,5.6,306,0.9,77,0.4,14.8,10.8,10.7,12.8,12.7,91.0,12.1,20,6.7,53.4,53.4,53.4,53.4,53.4
619,2021-12-08,1022.7,998.8,0.0,1695.6,3.1100000000000003,94.97727272727272,1.4,1695.6,7.4,0.4,3.1,6.1,72,0.8,89,0.4,19.5,9.1,5.0,14.3,11.5,86.0,10.4,258,6.7,51.5,51.5,51.5,51.5,51.5
620,2021-12-09,1018.1,994.5,0.22,9.6,18.89,11.731818181818182,0.3,145.5,4.5,9.8,0.0,0.1,282,0.6,47,0.4,21.5,12.6,14.1,17.1,14.8,96.0,14.6,67,6.7,50.4,50.4,50.4,50.4,50.4
