,Date(NZST),Pmsl(hPa),Pstn(hPa),Amount(mm),Period(min),daily_total_rainfall,daily_avg_duration,daily_min_duration,daily_max_duration,daily_median_duration,Rainfall(mm),Deficit(mm),Sunshine(Hrs),WindDir(DegT),Speed(m/s)_x,WindDir StdDev,WindSpd StdDev,Tmax(C),Tmin(C),Tgmin(C),Tmean(C),Twet(C),RH(%),Tdew(C),Dir(DegT),Speed(m/s)_y,Percent(%),soil_avg_moist,soil_min_moist,soil_max_moist,soil_median_moist
197,2019-12-03,993.7,970.8,1.42,22.2,49.96,9.12015503875969,1.1,48.5,6.5,89.0,0.0,0.8,30,3.4,28,1.4,19.2,15.2,15.3,17.2,15.9,95.0,15.6,52,13.9,53.2,53.2,53.2,53.2,53.2
198,2019-12-04,1006.0,982.5,0.0,406.9,24.97,16.987000000000002,1.4,406.9,9.15,11.8,0.0,0.3,15,2.1,32,1.0,17.3,11.3,10.9,14.3,12.2,85.0,11.0,44,9.3,46.2,46.2,46.2,46.2,46.2
199,2019-12-05,1007.1,983.6,0.33,10.4,2.01,56.74666666666667,2.2,648.4,12.3,24.6,0.0,5.8,288,0.8,40,0.6,15.8,8.4,8.7,12.1,12.0,92.0,11.4,352,7.7,51.1,51.1,51.1,51.1,51.1
200,2019-12-07,1008.2,984.9,0.0,2421.9,27.64,32.62117647058824,0.5,2421.9,2.4,3.8,2.7,3.1,20,4.0,29,1.7,17.9,14.2,13.8,16.1,15.3,88.0,14.4,51,12.9,43.4,43.4,43.4,43.4,43.4
201,2019-12-08,1009.1,985.5,0.0,1233.4,11.33,43.53877551020408,0.6,1233.4,8.1,23.8,0.0,1.1,285,1.2,46,0.9,20.1,10.3,8.8,15.2,11.9,89.0,11.0,56,9.8,46.1,46.1,46.1,46.1,46.1
202,2019-12-09,1016.8,992.9,0.61,10.8,1.4300000000000002,26.6125,2.6,132.4,10.95,13.0,0.0,12.5,25,1.1,53,0.5,16.2,6.8,3.8,11.5,9.6,81.0,8.0,190,8.2,46.7,46.7,46.7,46.7,46.7
203,2019-12-13,1007.8,984.3,0.0,6299.4,1.9,478.4785714285714,0.3,6299.4,4.4,0.0,13.1,5.7,277,0.7,26,0.4,27.5,9.1,6.1,18.3,12.4,88.0,11.5,354,9.3,41.0,41.0,41.0,41.0,41.0
204,2019-12-15,1011.8,988.1,0.0,2576.2,3.9,116.164,1.5,2576.2,10.7,0.0,18.0,3.7,306,1.1,43,0.6,19.0,5.2,2.5,12.1,10.3,79.0,8.6,5,9.8,41.0,41.0,41.0,41.0,41.0
205,2019-12-16,1010.4,986.9,0.0,975.9,15.21,37.96888888888888,2.7,975.9,12.1,4.2,17.1,0.5,3,1.0,41,0.4,18.3,12.0,12.5,15.2,13.0,86.0,11.9,358,8.2,41.1,41.1,41.1,41.1,41.1
206,2019-12-17,999.7,976.6,0.7,38.5,26.99,20.513043478260872,2.0,243.6,12.1,32.6,0.0,0.3,29,3.2,29,1.4,18.0,13.2,13.8,15.6,15.1,94.0,14.6,347,9.3,46.2,46.2,46.2,46.2,46.2
207,2019-12-18,1000.0,976.5,0.94,30.6,10.9,18.75333333333333,2.9,39.1,16.5,20.6,0.0,9.3,138,1.3,26,0.5,19.2,8.3,8.6,13.8,9.5,82.0,8.0,232,9.3,47.0,47.0,47.0,47.0,47.0
208,2019-12-19,1015.4,991.4,0.0,1604.4,27.58,50.49038461538461,0.4,1604.4,5.35,0.0,3.3,2.2,320,1.1,21,0.4,20.6,8.3,7.0,14.5,9.5,93.0,8.9,32,11.3,44.1,44.1,44.1,44.1,44.1
209,2019-12-20,1002.9,979.4,0.51,4.4,18.72,16.248529411764707,1.0,258.7,6.7,33.6,0.0,2.2,330,2.3,42,1.3,16.8,9.8,10.5,13.3,10.3,83.0,8.9,63,8.2,53.2,53.2,53.2,53.2,53.2
210,2019-12-25,1016.0,992.4,0.0,7078.3,0.5,1427.44,6.7,7078.3,21.6,0.0,13.1,7.1,271,0.6,33,0.5,22.0,11.4,11.3,16.7,11.8,75.0,9.7,244,7.2,41.4,41.4,41.4,41.4,41.4
211,2019-12-27,1019.2,995.4,0.0,3077.2,3.29,273.2333333333333,1.1,3077.2,8.7,0.0,19.2,3.2,264,0.6,31,0.5,22.7,9.6,6.3,16.2,11.6,82.0,10.2,5,9.3,40.9,40.9,40.9,40.9,40.9
212,2019-12-28,1018.4,994.6,0.0,180.4,1.11,43.00588235294118,0.7,212.3,8.5,4.2,18.3,9.2,82,1.0,32,0.5,19.4,7.2,4.6,13.3,9.7,70.0,6.9,202,9.8,40.9,40.9,40.9,40.9,40.9
213,2020-01-03,1009.3,985.9,0.0,9291.9,0.15,1869.0,6.3,9291.9,16.6,0.0,39.8,9.5,134,3.0,18,0.8,24.2,12.3,8.5,18.3,11.6,63.0,8.1,204,9.8,39.1,39.1,39.1,39.1,39.1
214,2020-01-04,1010.8,987.0,0.05,8.2,1.35,35.43846153846154,2.9,143.9,9.5,1.2,42.9,5.3,157,1.8,24,0.7,20.2,9.0,7.4,14.6,9.4,84.0,8.1,194,7.7,38.8,38.8,38.8,38.8,38.8
215,2020-01-06,1006.6,982.8,0.0,2659.8,11.57,50.10259740259741,0.8,2659.8,5.4,5.0,46.6,4.2,317,1.3,60,0.8,17.3,8.2,5.9,12.8,8.9,95.0,8.5,156,13.9,39.3,39.3,39.3,39.3,39.3
216,2020-01-07,1011.7,987.8,0.2,11.4,0.93,15.1875,4.2,28.9,13.45,7.6,43.3,8.5,308,1.4,19,0.5,14.7,8.0,7.9,11.4,9.4,90.0,8.6,1,6.7,41.1,41.1,41.1,41.1,41.1
217,2020-01-08,1018.0,994.2,0.0,2306.7,0.7000000000000001,296.17499999999995,2.6,2306.7,10.05,0.0,47.6,2.9,272,0.4,12,0.4,20.5,7.5,5.7,14.0,10.7,81.0,9.1,306,6.7,40.7,40.7,40.7,40.7,40.7
218,2020-01-09,1020.2,996.3,0.0,1351.9,0.1,455.4333333333334,0.8,1351.9,13.6,0.4,51.5,4.1,280,0.3,13,0.4,17.7,6.9,4.1,12.3,10.8,90.0,10.0,184,7.2,41.6,41.6,41.6,41.6,41.6
219,2020-01-12,1013.1,989.8,0.0,3505.0,20.0,63.42054794520548,1.5,3505.0,11.6,2.4,62.1,0.0,38,4.4,24,1.6,22.6,10.7,13.8,16.7,16.5,92.0,16.0,56,10.3,39.2,39.2,39.2,39.2,39.2
220,2020-01-29,1012.7,989.3,0.0,23376.1,9.3,743.6151515151515,2.4,23376.1,7.6,0.6,107.0,2.0,287,0.5,12,0.5,29.3,15.7,15.6,22.5,15.6,91.0,14.9,358,8.2,33.1,33.1,33.1,33.1,33.1
221,2020-01-31,1017.5,994.0,0.0,1697.8,0.4,368.16,17.8,1697.8,33.3,0.2,103.9,10.1,116,1.3,19,0.5,23.0,11.9,9.8,17.5,14.0,83.0,12.7,233,8.2,34.3,34.3,34.3,34.3,34.3
222,2020-02-02,1016.2,992.9,0.0,3221.5,0.3,657.62,6.0,3221.5,16.4,0.0,108.3,0.7,312,0.2,24,0.4,24.7,13.2,13.7,19.0,16.2,82.0,14.9,56,7.7,33.5,33.5,33.5,33.5,33.5
223,2020-02-03,1013.0,990.0,0.0,2111.8,1.68,271.3,4.1,2111.8,7.1,0.2,110.0,8.9,308,1.2,61,1.0,22.8,16.0,13.9,19.4,18.8,81.0,17.5,343,9.8,33.3,33.3,33.3,33.3,33.3
224,2020-02-04,1004.8,981.8,0.0,47.8,39.7,8.607784431137725,0.5,168.1,4.5,12.0,99.8,0.2,35,4.5,27,1.7,27.0,18.2,17.3,22.6,18.6,93.0,18.1,50,15.4,32.9,32.9,32.9,32.9,32.9
225,2020-02-05,1014.4,990.8,0.15,5.1,2.49,32.1,1.6,402.6,11.2,32.0,70.1,6.5,13,0.6,20,0.6,22.2,11.9,11.9,17.1,12.1,84.0,10.9,195,8.2,41.7,41.7,41.7,41.7,41.7
226,2020-02-06,1023.1,999.2,0.0,1152.3,1.03,115.75714285714284,1.5,1152.3,16.049999999999997,0.6,72.9,5.6,345,0.1,35,0.2,18.7,10.2,9.0,14.5,11.3,87.0,10.3,166,7.7,39.4,39.4,39.4,39.4,39.4
227,2020-02-08,1023.0,999.1,0.0,2782.0,0.6,243.9,0.6,2782.0,5.9,0.0,79.1,5.7,182,2.2,24,0.8,21.4,11.8,11.5,16.6,10.7,78.0,8.9,190,9.3,37.7,37.7,37.7,37.7,37.7
228,2020-02-11,1021.6,997.8,0.0,3901.9,-0.1,1980.95,60.0,3901.9,1980.95,0.0,88.0,8.2,230,1.0,28,0.4,26.7,11.7,10.4,19.2,12.6,88.0,11.7,226,6.2,36.1,36.1,36.1,36.1,36.1
229,2020-02-16,1016.7,993.3,0.0,7130.3,3.62,279.2448275862069,3.1,7130.3,13.2,0.0,100.9,0.3,21,2.3,31,1.1,27.2,14.2,14.6,20.7,15.6,88.0,14.8,27,12.9,34.1,34.1,34.1,34.1,34.1
230,2020-02-17,1015.6,992.4,0.24,6.7,9.18,22.34,0.4,240.1,8.35,7.2,95.9,0.8,52,2.1,24,0.8,21.1,16.3,16.0,18.7,18.5,93.0,18.0,12,9.3,34.3,34.3,34.3,34.3,34.3
231,2020-02-18,1016.5,993.2,0.0,916.6,11.15,39.36842105263158,0.6,916.6,2.55,6.2,92.2,5.1,5,0.5,24,0.6,23.0,17.5,17.4,20.3,18.2,97.0,18.0,346,8.2,36.9,36.9,36.9,36.9,36.9
232,2020-02-19,1014.5,991.1,0.0,341.2,1.05,52.275,1.6,341.2,10.05,11.4,83.4,10.1,113,1.1,15,0.5,25.3,14.0,13.1,19.7,15.5,90.0,14.8,162,6.2,38.9,38.9,38.9,38.9,38.9
233,2020-02-21,1008.9,985.6,0.0,3210.7,8.67,87.21363636363635,1.2,3210.7,8.05,0.0,89.4,2.5,311,0.8,27,0.8,25.2,12.8,10.5,19.0,15.4,90.0,14.7,316,10.3,36.9,36.9,36.9,36.9,36.9
234,2020-02-22,1011.7,988.2,0.0,488.7,15.23,42.63235294117647,0.8,625.1,4.05,17.8,74.3,4.4,235,0.9,44,0.6,22.9,13.2,13.4,18.1,13.4,90.0,12.7,240,10.8,39.7,39.7,39.7,39.7,39.7
235,2020-02-28,1014.6,991.3,0.0,8296.3,19.06,172.33461538461538,0.8,8296.3,8.4,0.0,87.4,1.5,21,2.1,29,1.1,22.6,13.8,13.4,18.2,14.9,74.0,12.8,59,10.8,37.2,37.2,37.2,37.2,37.2
236,2020-02-29,1014.7,991.2,0.55,13.3,3.74,20.2,0.7,106.1,6.4,23.2,67.0,11.0,171,2.3,22,1.0,20.9,13.7,13.2,17.3,13.8,85.0,12.7,33,8.2,44.9,44.9,44.9,44.9,44.9
237,2020-03-01,1025.7,1001.3,0.0,1482.2,-0.1,771.1,60.0,1482.2,771.1,0.2,70.3,8.3,315,0.3,7,0.3,20.9,6.0,4.6,13.5,8.2,100.0,8.2,244,4.1,40.0,40.0,40.0,40.0,40.0
238,2020-03-02,1024.7,1000.8,0.0,2292.0,0.81,298.1625,2.6,2292.0,3.85,0.0,72.6,2.9,268,0.3,26,0.4,24.7,7.8,10.5,16.3,12.7,90.0,12.0,27,6.7,38.6,38.6,38.6,38.6,38.6
239,2020-03-03,1013.7,990.4,0.0,19.2,14.69,28.18888888888889,1.1,354.1,7.7,1.8,73.2,0.6,230,0.2,16,0.4,25.9,13.4,14.9,19.7,17.6,97.0,17.4,24,9.3,38.8,38.8,38.8,38.8,38.8
240,2020-03-08,1016.2,992.6,0.0,6858.6,4.95,271.9259259259259,1.4,6858.6,8.5,0.0,72.0,4.2,90,0.6,38,0.6,22.3,9.8,10.0,16.1,12.9,85.0,11.7,331,7.2,38.7,38.7,38.7,38.7,38.7
241,2020-03-09,1008.8,985.5,0.25,82.4,0.45,369.0,2.5,1388.6,42.45,5.4,69.0,7.1,7,0.2,16,0.4,21.4,13.9,13.5,17.7,15.3,96.0,15.1,8,8.2,38.9,38.9,38.9,38.9,38.9
242,2020-03-10,1006.7,983.3,0.0,21.5,1.8,77.02857142857144,1.9,622.5,15.25,1.2,70.1,5.5,360,0.1,21,0.2,23.2,12.7,10.3,18.0,13.7,94.0,13.2,123,5.7,40.1,40.1,40.1,40.1,40.1
243,2020-03-20,1014.4,990.7,0.0,13620.5,0.1,6813.55,6.6,13620.5,6813.55,0.0,91.5,7.5,245,0.1,13,0.3,19.2,10.5,7.1,14.9,11.9,92.0,11.3,201,6.7,37.2,37.2,37.2,37.2,37.2
244,2020-03-21,1018.0,994.0,0.0,1670.2,18.76,36.86716417910448,1.3,1670.2,7.6,0.0,93.4,0.0,102,0.3,30,0.5,20.7,9.1,6.0,14.9,9.9,89.0,9.1,42,11.8,36.9,36.9,36.9,36.9,36.9
245,2020-03-22,1012.6,989.0,0.0,340.5,4.24,44.98888888888889,1.6,340.5,9.85,22.2,73.0,6.1,121,0.7,22,0.6,17.3,10.2,8.6,13.8,13.2,98.0,13.1,246,5.7,43.1,43.1,43.1,43.1,43.1
246,2020-03-23,1008.0,984.4,0.0,1644.3,10.66,74.08148148148149,0.8,1644.3,6.4,1.4,73.9,2.1,7,0.4,41,0.4,21.2,11.0,10.0,16.1,11.5,98.0,11.4,175,13.9,40.7,40.7,40.7,40.7,40.7
247,2020-03-24,1010.0,985.9,0.0,222.5,3.02,121.73636363636363,3.8,1036.9,10.3,13.8,62.5,3.5,126,1.3,31,0.7,17.9,3.6,0.7,10.8,6.2,93.0,5.7,143,5.1,41.9,41.9,41.9,41.9,41.9
248,2020-03-25,1017.7,993.7,0.0,683.9,0.22,351.35,18.8,683.9,351.35,0.2,64.7,1.3,109,0.7,18,0.5,12.8,6.5,8.4,9.7,9.6,94.0,9.1,225,6.2,41.1,41.1,41.1,41.1,41.1
249,2020-03-26,1018.7,994.7,0.0,2090.1,9.53,74.29393939393938,2.5,2090.1,7.7,0.0,67.0,5.6,310,0.5,15,0.5,16.8,9.2,8.6,13.0,9.6,95.0,9.2,81,7.2,40.3,40.3,40.3,40.3,40.3
250,2020-03-27,1017.4,993.4,0.0,42.5,6.97,44.35294117647059,2.4,573.0,6.7,9.6,59.8,4.7,171,1.1,53,0.7,18.7,6.9,4.6,12.8,9.0,88.0,8.0,204,7.2,41.2,41.2,41.2,41.2,41.2
251,2020-03-31,1024.0,999.6,0.0,5397.3,-0.1,2728.65,60.0,5397.3,2728.65,0.0,61.8,5.9,340,0.4,23,0.5,22.2,5.9,4.1,14.1,7.7,100.0,7.7,250,4.6,39.8,39.8,39.8,39.8,39.8
252,2020-04-01,1023.2,998.8,0.0,1474.2,-0.1,767.1,60.0,1474.2,767.1,0.0,64.2,7.9,276,0.1,1,0.2,21.0,4.2,2.3,12.6,6.5,100.0,6.5,204,4.6,39.6,39.6,39.6,39.6,39.6
253,2020-04-06,1025.2,1001.2,0.0,7927.8,0.24,2024.675,4.5,7927.8,83.2,0.0,69.9,1.6,332,0.1,10,0.3,22.0,10.0,9.4,16.0,11.7,91.0,11.0,26,6.7,38.7,38.7,38.7,38.7,38.7
254,2020-04-07,1014.0,990.4,0.17,3.8,5.8,41.641666666666666,1.4,573.9,6.7,0.2,70.9,0.8,345,1.6,29,0.6,19.4,12.1,12.3,15.8,13.1,94.0,12.7,360,9.3,38.6,38.6,38.6,38.6,38.6
255,2020-04-08,1014.7,990.8,0.0,623.1,0.62,167.19090909090912,1.6,1099.4,7.1,5.8,66.2,3.5,111,0.1,10,0.3,18.6,9.1,7.0,13.9,10.1,89.0,9.3,187,6.7,39.5,39.5,39.5,39.5,39.5
256,2020-04-09,1014.1,990.1,0.0,46.4,5.64,14.588,1.1,89.0,10.1,5.8,61.6,6.1,261,0.7,66,0.6,15.1,6.5,5.3,10.8,8.7,93.0,8.1,119,5.7,39.3,39.3,39.3,39.3,39.3
257,2020-04-12,1007.4,983.8,0.0,4545.8,28.65,82.39393939393939,1.2,4545.8,6.050000000000001,0.0,65.0,1.1,360,1.6,32,1.0,17.1,9.4,10.9,13.3,11.4,87.0,10.4,356,11.3,39.5,39.5,39.5,39.5,39.5
258,2020-04-13,995.3,971.9,0.0,15.1,40.15,9.072435897435897,1.0,76.5,6.05,50.8,15.3,1.5,321,1.4,96,0.9,18.5,9.6,8.2,14.1,10.3,94.0,9.9,357,12.4,46.8,46.8,46.8,46.8,46.8
259,2020-04-14,1009.6,985.3,0.0,61.6,10.2,27.883673469387755,1.1,629.1,6.7,25.2,0.0,6.0,118,1.4,25,0.8,12.0,1.6,-0.8,6.8,3.9,92.0,3.2,277,8.2,48.0,48.0,48.0,48.0,48.0
260,2020-04-15,1014.9,990.4,0.0,1217.6,0.2799999999999999,369.3,4.6,1217.6,127.5,3.2,0.0,1.3,122,0.9,14,0.5,13.3,2.0,1.2,7.7,3.6,100.0,3.6,106,4.6,43.6,43.6,43.6,43.6,43.6
261,2020-04-16,1008.0,984.1,0.0,95.5,1.76,43.67058823529412,4.2,232.3,23.3,1.4,0.0,3.3,356,0.5,30,0.5,11.8,3.3,5.3,7.6,8.5,98.0,8.3,185,5.1,42.4,42.4,42.4,42.4,42.4
262,2020-04-17,1002.0,978.3,0.0,1135.8,9.87,37.135714285714286,1.7,1135.8,11.1,1.8,0.0,0.6,98,1.4,22,0.5,15.7,7.3,6.2,11.5,8.8,93.0,8.2,124,3.6,41.8,41.8,41.8,41.8,41.8
263,2020-04-18,998.0,974.5,0.0,297.3,11.83,26.731034482758623,1.0,439.1,8.6,14.4,0.0,4.2,352,2.7,75,1.4,14.4,9.0,9.7,11.7,10.5,94.0,10.1,30,9.8,44.3,44.3,44.3,44.3,44.3
264,2020-04-19,1007.3,983.5,0.21,12.3,9.72,22.70634920634921,1.6,134.3,9.5,11.6,0.0,2.6,125,1.3,77,0.6,16.4,8.3,6.9,12.4,9.4,93.0,8.8,89,6.2,45.8,45.8,45.8,45.8,45.8
265,2020-04-20,1017.3,993.2,0.38,23.9,2.24,47.72105263157895,3.3,477.3,17.1,6.4,0.0,0.7,18,0.4,24,0.5,13.6,7.8,6.2,10.7,8.8,99.0,8.8,218,9.3,44.5,44.5,44.5,44.5,44.5
266,2020-04-22,1019.6,995.4,0.0,2519.2,0.5,509.25999999999993,3.8,2519.2,8.7,0.2,1.5,5.5,337,0.1,10,0.2,14.6,4.5,3.6,9.6,8.6,99.0,8.6,26,6.2,42.1,42.1,42.1,42.1,42.1
267,2020-04-23,1017.2,993.2,0.0,1654.4,15.5,80.2125,1.9,1654.4,9.45,0.2,2.4,0.6,109,1.9,22,0.7,17.9,8.1,7.0,13.0,9.4,92.0,8.8,122,4.1,41.5,41.5,41.5,41.5,41.5
268,2020-04-25,1017.9,993.7,0.0,2753.0,0.6000000000000001,352.825,1.7,2753.0,10.55,0.0,1.1,1.1,268,0.5,11,0.5,17.4,5.5,2.9,11.5,8.0,98.0,7.8,111,4.6,42.4,42.4,42.4,42.4,42.4
269,2020-04-27,1016.7,992.7,0.0,2265.3,18.83,45.45479452054795,0.9,2265.3,6.9,1.2,1.8,0.4,345,2.0,34,0.8,16.0,6.4,4.1,11.2,9.5,98.0,9.3,33,10.8,41.9,41.9,41.9,41.9,41.9
270,2020-04-28,1027.0,1002.8,0.0,244.2,1.37,43.62222222222222,4.4,244.2,11.5,18.8,0.0,8.6,156,0.2,26,0.4,16.1,6.9,4.7,11.5,10.1,94.0,9.7,250,5.1,46.2,46.2,46.2,46.2,46.2
271,2020-04-29,1036.2,1011.2,0.0,1476.2,-0.1,768.1,60.0,1476.2,768.1,0.0,1.1,5.3,350,0.8,20,0.3,16.7,2.4,0.8,9.6,3.5,100.0,3.5,107,4.6,42.9,42.9,42.9,42.9,42.9
272,2020-04-30,1036.0,1010.9,0.0,1450.7,-0.1,755.35,60.0,1450.7,755.35,0.0,2.3,4.1,347,0.1,6,0.2,15.2,1.5,-0.6,8.4,2.9,100.0,2.9,235,3.6,42.5,42.5,42.5,42.5,42.5
273,2020-05-02,1018.0,994.0,0.0,2923.2,24.79,49.62236842105263,1.2,2923.2,7.75,0.0,3.9,0.2,63,1.0,62,0.7,17.4,8.2,7.1,12.8,9.8,90.0,9.0,12,17.0,41.5,41.5,41.5,41.5,41.5
274,2020-05-03,1003.4,979.8,0.0,9.7,57.15,9.73716216216216,0.5,204.4,4.35,73.4,0.0,2.1,72,0.5,69,0.5,16.7,10.2,10.9,13.5,10.9,99.0,10.9,20,10.8,53.9,53.9,53.9,53.9,53.9
275,2020-05-04,998.4,974.9,0.0,8.9,48.32,11.893388429752063,0.8,139.3,8.1,17.2,0.0,0.0,75,0.7,46,0.6,18.8,9.0,8.3,13.9,10.5,98.0,10.3,183,6.7,47.8,47.8,47.8,47.8,47.8
276,2020-05-05,1001.4,977.6,0.0,17.4,10.44,17.190697674418605,2.3,102.7,9.3,48.6,0.0,2.2,125,1.5,23,0.5,12.5,7.7,8.1,10.1,7.9,94.0,7.4,142,9.8,53.3,53.3,53.3,53.3,53.3
277,2020-05-06,1020.3,995.3,0.0,1258.9,0.06,630.0500000000001,1.2,1258.9,630.0500000000001,1.4,0.0,7.4,331,0.5,14,0.2,10.9,-1.2,-3.0,4.9,-0.1,100.0,-0.1,110,4.6,45.2,45.2,45.2,45.2,45.2
278,2020-05-07,1021.4,997.0,0.0,1049.2,0.73,226.5,6.3,1049.2,19.85,0.4,0.1,1.0,318,0.3,2,0.3,12.9,-0.3,1.5,6.3,6.2,98.0,6.0,314,2.6,43.9,43.9,43.9,43.9,43.9
279,2020-05-08,1022.9,998.7,0.0,285.7,0.11,163.5,41.3,285.7,163.5,0.0,0.6,2.9,320,0.3,9,0.4,12.7,6.0,8.0,9.4,9.2,100.0,9.2,108,4.1,43.3,43.3,43.3,43.3,43.3
280,2020-05-10,1026.9,1002.4,0.0,2913.1,-0.1,1486.55,60.0,2913.1,1486.55,0.0,1.5,2.0,98,1.6,13,0.5,12.9,5.6,3.3,9.3,7.2,100.0,7.2,120,3.6,42.8,42.8,42.8,42.8,42.8
281,2020-05-11,1021.5,997.4,0.0,1767.3,8.49,60.46410256410256,3.5,1767.3,13.2,0.0,2.0,0.0,92,1.0,43,0.7,12.8,6.7,3.9,9.8,9.1,95.0,8.7,3,7.7,42.7,42.7,42.7,42.7,42.7
282,2020-05-12,1022.6,998.6,0.0,231.1,0.41,95.43333333333334,18.6,231.1,36.6,10.2,0.0,0.8,78,0.7,31,0.5,13.6,9.1,10.2,11.4,11.0,98.0,10.8,51,4.6,46.1,46.1,46.1,46.1,46.1
283,2020-05-15,1025.5,1000.9,0.0,4679.7,-0.1,2369.85,60.0,4679.7,2369.85,0.0,1.5,4.4,349,0.5,16,0.3,15.8,5.2,2.2,10.5,5.8,100.0,5.8,115,3.1,43.4,43.4,43.4,43.4,43.4
284,2020-05-16,1030.1,1005.5,0.0,1214.2,-0.1,637.1,60.0,1214.2,637.1,0.0,1.9,2.3,108,1.1,14,0.4,15.6,5.2,3.8,10.4,6.1,100.0,6.1,239,2.6,43.1,43.1,43.1,43.1,43.1
285,2020-05-18,1031.6,1006.6,0.0,2985.8,-0.1,1522.9,60.0,2985.8,1522.9,0.0,2.9,4.1,345,0.5,13,0.2,13.6,0.5,-1.2,7.1,2.2,100.0,2.2,198,4.6,43.1,43.1,43.1,43.1,43.1
286,2020-05-24,1020.8,996.2,0.0,8580.0,16.83,414.2739130434782,7.2,8580.0,32.0,0.0,5.8,0.0,268,0.4,40,0.3,11.1,3.5,3.0,7.3,4.3,100.0,4.3,185,4.1,45.0,45.0,45.0,45.0,45.0
287,2020-05-25,1010.2,986.2,0.57,12.8,16.57,20.84583333333333,4.0,48.4,20.05,34.0,0.0,2.4,194,1.9,20,0.8,9.4,4.0,5.3,6.7,8.1,94.0,7.6,176,5.7,55.2,55.2,55.2,55.2,55.2
288,2020-05-28,1026.9,1001.9,0.0,4311.4,-0.1,2185.7,60.0,4311.4,2185.7,0.0,1.5,5.1,19,0.2,20,0.2,12.6,0.0,-1.6,6.3,1.3,100.0,1.3,108,3.6,45.6,45.6,45.6,45.6,45.6
289,2020-05-31,1033.3,1008.1,0.0,4260.0,-0.1,2160.0,60.0,4260.0,2160.0,0.0,2.9,6.3,276,0.4,64,0.3,13.5,-0.1,-2.3,6.7,0.5,100.0,0.5,111,4.1,45.6,45.6,45.6,45.6,45.6
290,2020-06-02,1019.6,994.8,0.0,2820.0,-0.1,1440.0,60.0,2820.0,1440.0,0.0,3.7,4.4,335,0.2,3,0.2,14.2,0.5,-1.1,7.4,1.1,100.0,1.1,258,4.1,45.4,45.4,45.4,45.4,45.4
291,2020-06-03,1015.6,991.2,0.0,2086.1,2.28,166.32857142857142,3.8,2086.1,20.65,0.0,4.0,1.5,323,0.2,14,0.3,14.1,0.7,-0.1,7.4,5.3,100.0,5.3,324,3.6,45.3,45.3,45.3,45.3,45.3
292,2020-06-04,1000.9,977.2,0.0,158.4,19.62,15.75076923076923,1.6,158.4,8.8,16.6,0.0,0.0,310,0.7,51,0.4,11.7,5.0,7.0,8.4,8.6,100.0,8.6,235,4.6,45.4,45.4,45.4,45.4,45.4
293,2020-06-06,1009.3,985.1,0.0,2347.6,7.7,90.14375,1.3,2347.6,6.3,0.0,0.3,0.3,356,0.1,11,0.2,14.3,2.7,2.4,8.5,5.8,100.0,5.8,141,6.7,47.5,47.5,47.5,47.5,47.5
294,2020-06-07,1017.8,993.1,0.0,815.8,2.3,74.75555555555555,2.3,815.8,10.7,8.2,0.0,0.7,140,0.7,73,0.6,10.2,2.0,0.0,6.1,2.3,98.0,2.1,103,4.1,49.8,49.8,49.8,49.8,49.8
295,2020-06-08,1023.0,998.4,0.0,1713.7,0.58,192.83,2.6,1713.7,15.45,1.6,0.0,1.3,342,0.3,2,0.3,8.8,2.1,0.6,5.5,4.1,100.0,4.1,258,2.1,48.3,48.3,48.3,48.3,48.3
296,2020-06-09,1025.5,1000.9,0.0,76.3,2.52,56.30769230769231,2.6,1010.9,8.3,3.4,0.0,2.3,235,0.1,0,0.2,10.5,3.8,3.2,7.2,5.7,100.0,5.7,134,5.1,47.3,47.3,47.3,47.3,47.3
297,2020-06-11,1027.3,1002.7,0.0,1925.1,2.44,127.79545454545456,2.5,1925.1,12.5,0.0,0.6,2.0,301,0.2,20,0.3,14.3,4.6,4.6,9.5,5.5,100.0,5.5,45,6.2,46.4,46.4,46.4,46.4,46.4
298,2020-06-12,1023.2,999.0,0.0,133.1,8.66,23.305882352941172,0.5,184.9,10.35,10.4,0.0,3.0,106,0.4,15,0.4,13.0,5.2,6.7,9.1,9.3,99.0,9.3,185,5.1,46.6,46.6,46.6,46.6,46.6
299,2020-06-14,1041.5,1016.2,0.0,2310.3,-0.1,1185.15,60.0,2310.3,1185.15,0.0,0.3,0.9,108,1.3,15,0.4,10.5,0.2,-1.3,5.4,1.6,100.0,1.6,111,3.6,47.3,47.3,47.3,47.3,47.3
300,2020-06-15,1032.2,1007.3,0.0,1710.9,8.27,50.948076923076925,2.2,1710.9,9.8,0.0,0.6,0.2,318,0.5,70,0.3,6.2,1.1,0.0,3.7,3.4,100.0,3.4,48,10.3,47.2,47.2,47.2,47.2,47.2
301,2020-06-16,1024.6,1000.8,1.01,24.7,6.85,25.64565217391305,2.0,181.4,10.0,12.0,0.0,0.0,41,2.2,23,1.0,15.1,3.1,4.7,9.1,13.6,89.0,12.8,36,8.8,49.7,49.7,49.7,49.7,49.7
302,2020-06-17,1024.3,1000.2,0.0,369.0,1.51,106.6375,3.2,456.2,11.75,3.8,0.0,4.9,78,0.4,12,0.3,15.1,9.8,8.8,12.5,10.9,100.0,10.9,344,8.8,50.0,50.0,50.0,50.0,50.0
