Station,Date(NZST)_Incl_secs,Amount(mm),Period(min),Freq
3925,20190429:021806,0.45,7.2,BPS
3925,20190429:022348,0.14,5.7,BPS
3925,20190429:022700,0.17,3.2,BPS
3925,20190429:023036,0.63,3.6,BPS
3925,20190429:023554,0.46,5.3,BPS
3925,20190429:024136,0.22,5.7,BPS
3925,20190429:024436,0.29,3,BPS
3925,20190429:025512,0.57,10.6,BPS
3925,20190429:030024,0.13,5.2,BPS
3925,20190429:030600,0.29,5.6,BPS
3925,20190429:032254,0.09,16.9,BPS
3925,20190429:035018,0,27.4,BPS
3925,20190429:035830,0.19,8.2,BPS
3925,20190429:040530,0,7,BPS
3925,20190429:041842,0.36,13.2,BPS
3925,20190429:042642,0,8,BPS
3925,20190429:044148,0.11,15.1,BPS
3925,20190429:045730,0.3,15.7,BPS
3925,20190429:051048,0.09,13.3,BPS
3925,20190429:051300,0.07,2.2,BPS
3925,20190429:051712,0.29,4.2,BPS
3925,20190429:052048,0.06,3.6,BPS
3925,20190429:055124,0.08,30.6,BPS
3925,20190429:070648,0,75.4,BPS
3925,20190429:072436,0.12,17.8,BPS
3925,20190429:072700,0.06,2.4,BPS
3925,20190429:073248,0.7,5.8,BPS
3925,20190429:073912,0.63,6.4,BPS
3925,20190429:075236,0.3,13.4,BPS
3925,20190429:092124,0,88.8,BPS
3925,20190429:092754,0.17,6.5,BPS
3925,20190429:093336,0.03,5.7,BPS
3925,20190429:102724,0,53.8,BPS
3925,20190429:103254,0.1,5.5,BPS
3925,20190429:103754,0.16,5,BPS
3925,20190429:104506,0.05,7.2,BPS
3925,20190429:114000,0,54.9,BPS
3925,20190429:114400,0.25,4,BPS
3925,20190429:115130,0.68,7.5,BPS
3925,20190429:120342,0.59,12.2,BPS
3925,20190429:121218,0.17,8.6,BPS
3925,20190502:165000,0,4597.7,BPS
3925,20190502:174930,0.26,59.5,BPS
3925,20190502:180342,0.16,14.2,BPS
3925,20190502:182512,0,21.5,BPS
3925,20190502:183418,0.1,9.1,BPS
3925,20190502:190612,0,31.9,BPS
3925,20190502:191448,0.2,8.6,BPS
3925,20190502:191848,0.04,4,BPS
3925,20190502:194706,0,28.3,BPS
3925,20190502:194948,0.11,2.7,BPS
3925,20190502:195148,0.03,2,BPS
3925,20190508:223236,0,8800.8,BPS
3925,20190508:225524,0.23,22.8,BPS
3925,20190508:232836,0,33.2,BPS
3925,20190508:234754,0.08,19.3,BPS
3925,20190508:235712,0.14,9.3,BPS
3925,20190509:001918,0.49,22.1,BPS
3925,20190509:004318,0,24,BPS
3925,20190509:011154,0.24,28.6,BPS
3925,20190509:014742,0,35.8,BPS
3925,20190509:022400,0.35,36.3,BPS
3925,20190509:023148,0.04,7.8,BPS
3925,20190509:032442,0,52.9,BPS
3925,20190509:034054,0.13,16.2,BPS
3925,20190509:090000,0,319.1,BPS
3925,20190509:091542,0.06,15.7,BPS
3925,20190509:121742,0,182,BPS
3925,20190509:123242,0.13,15,BPS
3925,20190509:125254,0,20.2,BPS
3925,20190509:130854,0.08,16,BPS
3925,20190509:132018,0.1,11.4,BPS
3925,20190509:134806,0,27.8,BPS
3925,20190509:135042,0.03,2.6,BPS
3925,20190509:135324,0.1,2.7,BPS
3925,20190509:145036,0,57.2,BPS
3925,20190509:150024,0.29,9.8,BPS
3925,20190509:150318,0,2.9,BPS
3925,20190509:150448,0.2,1.5,BPS
3925,20190509:150624,0.03,1.6,BPS
3925,20190509:153800,0,31.6,BPS
3925,20190509:154318,0.32,5.3,BPS
3925,20190509:154524,0.05,2.1,BPS
3925,20190509:154736,0.27,2.2,BPS
3925,20190509:154900,0.03,1.4,BPS
3925,20190509:171254,0,83.9,BPS
3925,20190509:172206,0.17,9.2,BPS
3925,20190509:172918,0.48,7.2,BPS
3925,20190509:173124,0.04,2.1,BPS
3925,20190509:173730,0,6.1,BPS
3925,20190509:174036,0.11,3.1,BPS
3925,20190509:174642,0.36,6.1,BPS
3925,20190509:174936,0.3,2.9,BPS
3925,20190509:175054,0.61,1.3,BPS
3925,20190509:175300,1.4,2.1,BPS
3925,20190509:175424,1.2,1.4,BPS
3925,20190509:175518,0.27,0.9,BPS
3925,20190509:175700,0.97,1.7,BPS
3925,20190509:175948,0.97,2.8,BPS
3925,20190509:180400,0.79,4.2,BPS
3925,20190509:181254,0.66,8.9,BPS
3925,20190509:182836,1.38,15.7,BPS
3925,20190509:182918,0.4,0.7,BPS
3925,20190509:184018,0.95,11,BPS
3925,20190509:184754,0.53,7.6,BPS
3925,20190509:185324,0.09,5.5,BPS
3925,20190509:204712,0,113.8,BPS
3925,20190509:214836,0.26,61.4,BPS
3925,20190510:004348,0,175.2,BPS
3925,20190510:005018,-0.4,6.5,BPS
3925,20190510:005642,0.86,6.4,BPS
3925,20190510:005842,0.21,2,BPS
3925,20190510:011454,-1.2,16.2,BPS
3925,20190510:011900,0.8,4.1,BPS
3925,20190510:011954,0.4,0.9,BPS
3925,20190510:012012,0.2,0.3,BPS
3925,20190510:012054,0.2,0.7,BPS
3925,20190510:035000,-1.2,149.1,BPS
3925,20190512:062548,0,3035.8,BPS
3925,20190512:062712,0.1,1.4,BPS
3925,20190512:094400,0,196.8,BPS
3925,20190512:112900,-4.6,105,BPS
3925,20190512:113212,0.41,3.2,BPS
3925,20190512:143548,-1.2,183.6,BPS
3925,20190512:143748,0.2,2,BPS
3925,20190512:165854,-4.4,141.1,BPS
3925,20190512:170036,0.21,1.7,BPS
3925,20190512:170306,-0.2,2.5,BPS
3925,20190512:170430,0.2,1.4,BPS
3925,20190512:172700,-1.2,22.5,BPS
3925,20190512:181918,0,52.3,BPS
3925,20190512:200518,-2.4,106,BPS
3925,20190512:221542,0,130.4,BPS
3925,20190513:012518,-3.4,189.6,BPS
3925,20190513:012818,1.14,3,BPS
3925,20190513:012954,0.41,1.6,BPS
3925,20190513:013106,0.2,1.2,BPS
3925,20190513:013536,-0.4,4.5,BPS
3925,20190513:013654,0.21,1.3,BPS
3925,20190513:013830,0.4,1.6,BPS
3925,20190513:014018,0.21,1.8,BPS
3925,20190513:022324,-0.8,43.1,BPS
3925,20190513:042454,0,121.5,BPS
3925,20190513:043042,-0.4,5.8,BPS
3925,20190513:043224,0.49,1.7,BPS
3925,20190513:043324,0.41,1,BPS
3925,20190513:043424,0.81,1,BPS
3925,20190513:043524,0.62,1,BPS
3925,20190513:043600,0.81,0.6,BPS
3925,20190513:043636,0.61,0.6,BPS
3925,20190513:043848,1.23,2.2,BPS
3925,20190513:044318,1.22,4.5,BPS
3925,20190513:044548,0.41,2.5,BPS
3925,20190513:053418,-2.2,48.5,BPS
3925,20190514:041448,0,1360.5,BPS
3925,20190514:090000,-1.2,285.2,BPS
3925,20190514:165706,0,477.1,BPS
3925,20190514:181630,-2,79.4,BPS
3925,20190514:193054,0,74.4,BPS
3925,20190514:200548,-0.4,34.9,BPS
3925,20190514:200736,0.22,1.8,BPS
3925,20190514:200812,0.45,0.6,BPS
3925,20190514:200842,0.22,0.5,BPS
3925,20190514:201042,0.22,2,BPS
3925,20190514:201500,0.67,4.3,BPS
3925,20190514:201830,0.45,3.5,BPS
3925,20190514:202342,-0.4,5.2,BPS
3925,20190514:202530,0.22,1.8,BPS
3925,20190514:203136,1.11,6.1,BPS
3925,20190514:204436,-0.2,13,BPS
3925,20190514:213912,0,54.6,BPS
3925,20190514:214724,-0.2,8.2,BPS
3925,20190514:214918,0.5,1.9,BPS
3925,20190514:215000,0.23,0.7,BPS
3925,20190514:215506,-0.4,5.1,BPS
3925,20190514:215648,0.22,1.7,BPS
3925,20190514:223200,-1.2,35.2,BPS
3925,20190514:225324,0,21.4,BPS
3925,20190514:231112,-0.6,17.8,BPS
3925,20190514:231312,0.24,2,BPS
3925,20190514:231400,0.23,0.8,BPS
3925,20190514:231500,0.22,1,BPS
3925,20190514:232318,-0.6,8.3,BPS
3925,20190515:031712,0,233.9,BPS
3925,20190515:034342,-0.8,26.5,BPS
3925,20190515:091906,0,335.4,BPS
3925,20190515:093448,-0.4,15.7,BPS
3925,20190515:163224,0,417.6,BPS
3925,20190515:163848,-0.4,6.4,BPS
3925,20190515:182318,0,104.5,BPS
3925,20190515:185806,-0.4,34.8,BPS
3925,20190515:192506,0,27,BPS
3925,20190515:193800,-0.2,12.9,BPS
3925,20190515:235342,0,255.7,BPS
3925,20190516:001618,-0.4,22.6,BPS
3925,20190516:005830,0,42.2,BPS
3925,20190516:012142,-0.4,23.2,BPS
3925,20190516:020730,0,45.8,BPS
3925,20190516:021618,-0.2,8.8,BPS
3925,20190516:033424,0,78.1,BPS
3925,20190516:034424,-0.2,10,BPS
3925,20190516:075530,0,251.1,BPS
3925,20190516:081324,-0.4,17.9,BPS
3925,20190516:083842,0,25.3,BPS
3925,20190516:093848,-2.5,60.1,BPS
3925,20190516:094048,0.27,2,BPS
3925,20190516:094336,0.53,2.8,BPS
3925,20190516:095230,-0.4,8.9,BPS
3925,20190516:103806,0,45.6,BPS
3925,20190516:113912,-1,61.1,BPS
3925,20190516:133806,0,118.9,BPS
3925,20190516:134954,-0.4,11.8,BPS
3925,20190516:135130,0.45,1.6,BPS
3925,20190516:135330,0.27,2,BPS
3925,20190516:135854,-0.2,5.4,BPS
3925,20190516:142812,0,29.3,BPS
3925,20190516:151148,-1,43.6,BPS
3925,20190516:151342,0.29,1.9,BPS
3925,20190516:151654,0.29,3.2,BPS
3925,20190516:154600,0,29.1,BPS
3925,20190516:163800,-1.8,52,BPS
3925,20190516:184242,0,124.7,BPS
3925,20190516:185406,-0.4,11.4,BPS
3925,20190516:192500,0,30.9,BPS
3925,20190516:193154,-0.2,6.9,BPS
3925,20190516:193312,0.5,1.3,BPS
3925,20190516:194400,-0.6,10.8,BPS
3925,20190516:201354,0,29.9,BPS
3925,20190516:202142,-0.2,7.8,BPS
3925,20190516:233742,0,196,BPS
3925,20190516:235724,-0.2,19.7,BPS
3925,20190517:180000,0,1082.6,BPS
3925,20190518:090000,-1.5,900,BPS
3925,20190518:143106,0,331.1,BPS
3925,20190518:143818,-0.2,7.2,BPS
3925,20190518:154306,0,64.8,BPS
3925,20190518:154606,-0.2,3,BPS
3925,20190518:162842,0,42.6,BPS
3925,20190518:170154,-1,33.2,BPS
3925,20190518:173106,0,29.2,BPS
3925,20190518:174324,-0.73,12.3,BPS
3925,20190518:204706,0,183.7,BPS
3925,20190518:210642,-0.4,19.6,BPS
3925,20190518:212842,0.3,22,BPS
3925,20190518:213036,0.28,1.9,BPS
3925,20190518:213324,-0.2,2.8,BPS
3925,20190518:213506,0.24,1.7,BPS
3925,20190518:213754,-0.2,2.8,BPS
3925,20190518:213948,0.23,1.9,BPS
3925,20190518:220542,0,25.9,BPS
3925,20190518:221212,-0.2,6.5,BPS
3925,20190518:223512,0,23,BPS
3925,20190518:232254,-2,47.7,BPS
3925,20190518:235248,0,29.9,BPS
3925,20190519:005112,-2.8,58.4,BPS
3925,20190519:005248,0.32,1.6,BPS
3925,20190519:013130,-0.6,38.7,BPS
3925,20190519:030906,0,97.6,BPS
3925,20190519:032724,-0.4,18.3,BPS
3925,20190519:052730,0,120.1,BPS
3925,20190519:053730,-0.4,10,BPS
3925,20190519:230000,0,1042.5,BPS
3925,20190520:090000,-1,600,BPS
3925,20190520:210000,0,720,BPS
3925,20190521:090000,-1.2,720,BPS
3925,20190521:210000,0,720,BPS
3925,20190522:090000,-1.2,720,BPS
3925,20190522:230000,0,840,BPS
3925,20190523:090000,-1,600,BPS
3925,20190523:190000,0,600,BPS
3925,20190524:090000,-1.4,840,BPS
3925,20190525:063948,0,1299.8,BPS
3925,20190525:090000,-1,140.2,BPS
3925,20190526:040000,0,1140,BPS
3925,20190526:090000,-0.5,300,BPS
3925,20190527:050000,0,1200,BPS
3925,20190527:090000,-0.4,240,BPS
3925,20190527:195736,0,657.6,BPS
3925,20190527:234554,-3.8,228.3,BPS
3925,20190527:234736,0.35,1.7,BPS
3925,20190528:000912,-1.4,21.6,BPS
3925,20190528:001018,0.2,1.1,BPS
3925,20190528:001142,0.2,1.4,BPS
3925,20190528:001836,-0.4,6.9,BPS
3925,20190528:002106,0.41,2.5,BPS
3925,20190528:002742,-0.2,6.6,BPS
3925,20190528:002854,0.2,1.2,BPS
3925,20190528:004706,-0.8,18.2,BPS
3925,20190528:004806,0.2,1,BPS
3925,20190528:005100,0.4,2.9,BPS
3925,20190528:005342,0.8,2.7,BPS
3925,20190528:005506,0.6,1.4,BPS
3925,20190528:005554,0.2,0.8,BPS
3925,20190528:005742,0.2,1.8,BPS
3925,20190528:010130,-0.2,3.8,BPS
3925,20190528:010236,0.2,1.1,BPS
3925,20190528:014154,-1,39.3,BPS
3925,20190528:014348,0.2,1.9,BPS
3925,20190528:021754,-0.2,34.1,BPS
3925,20190528:032824,0,70.5,BPS
3925,20190528:040512,-1,36.8,BPS
3925,20190528:041406,1.42,8.9,BPS
3925,20190528:042412,1.2,10.1,BPS
3925,20190528:042706,0.4,2.9,BPS
3925,20190528:042806,0.2,1,BPS
3925,20190528:043848,-0.8,10.7,BPS
3925,20190528:044218,0.41,3.5,BPS
3925,20190528:045000,-0.6,7.7,BPS
3925,20190528:045200,0.2,2,BPS
3925,20190528:045412,-0.2,2.2,BPS
3925,20190528:045930,0.6,5.3,BPS
3925,20190528:050048,0.2,1.3,BPS
3925,20190528:053424,-2.4,33.6,BPS
3925,20190528:053612,0.2,1.8,BPS
3925,20190528:053818,-0.2,2.1,BPS
3925,20190528:053954,0.2,1.6,BPS
3925,20190528:054036,0.2,0.7,BPS
3925,20190528:054230,0.2,1.9,BPS
3925,20190528:054400,0.4,1.5,BPS
3925,20190528:054424,0.2,0.4,BPS
3925,20190528:054500,0.2,0.6,BPS
3925,20190528:055018,0.6,5.3,BPS
3925,20190528:072300,-2.6,92.7,BPS
3925,20190528:072700,0.41,4,BPS
3925,20190528:072930,-0.2,2.5,BPS
3925,20190528:073130,0.2,2,BPS
3925,20190528:082636,-2.4,55.1,BPS
3925,20190528:082942,0.6,3.1,BPS
3925,20190528:083054,0.2,1.2,BPS
3925,20190528:084612,-0.8,15.3,BPS
3925,20190528:084806,0.2,1.9,BPS
3925,20190528:085048,-0.2,2.7,BPS
3925,20190528:085236,0.2,1.8,BPS
3925,20190528:090000,-0.6,7.4,BPS
3925,20190528:090254,0.33,2.9,BPS
3925,20190528:090842,0.81,5.8,BPS
3925,20190528:092542,-1.2,17,BPS
3925,20190528:093006,0.6,4.4,BPS
3925,20190528:093348,0.4,3.7,BPS
3925,20190528:094548,-0.8,12,BPS
3925,20190528:094918,0.4,3.5,BPS
3925,20190528:144948,-7.4,300.5,BPS
3925,20190528:145130,0.2,1.7,BPS
3925,20190528:151530,-1,24,BPS
3925,20190528:151642,0.2,1.2,BPS
3925,20190528:152148,-0.4,5.1,BPS
3925,20190528:152506,0.4,3.3,BPS
3925,20190528:152736,-0.2,2.5,BPS
3925,20190528:152924,0.2,1.8,BPS
3925,20190528:153448,-0.4,5.4,BPS
3925,20190528:153742,0.6,2.9,BPS
3925,20190528:154200,0.61,4.3,BPS
3925,20190528:155054,1.6,8.9,BPS
3925,20190528:155342,0.4,2.8,BPS
3925,20190528:155736,0.4,3.9,BPS
3925,20190528:161248,-1.2,15.2,BPS
3925,20190528:161442,0.2,1.9,BPS
3925,20190528:161724,-0.2,2.7,BPS
3925,20190528:161912,0.2,1.8,BPS
3925,20190528:162436,-0.4,5.4,BPS
3925,20190528:163306,1.21,8.5,BPS
3925,20190528:164012,-0.6,7.1,BPS
3925,20190528:164742,0.8,7.5,BPS
3925,20190528:164948,-0.2,2.1,BPS
3925,20190528:165836,1,8.8,BPS
3925,20190528:170112,-0.2,2.6,BPS
3925,20190528:170306,0.2,1.9,BPS
3925,20190528:171018,1.21,7.2,BPS
3925,20190528:171812,1.2,7.9,BPS
3925,20190528:172212,1,4,BPS
3925,20190528:172406,0.6,1.9,BPS
3925,20190528:172942,1.21,5.6,BPS
3925,20190528:185806,-1,88.4,BPS
3925,20190528:185954,0.2,1.8,BPS
3925,20190528:205230,-2.4,112.6,BPS
3925,20190528:215006,0,57.6,BPS
3925,20190528:220554,-0.6,15.8,BPS
3925,20190528:220906,0.41,3.2,BPS
3925,20190528:230754,-3.4,58.8,BPS
3925,20190528:231006,0.8,2.2,BPS
3925,20190528:231106,0.2,1,BPS
3925,20190528:231342,-0.2,2.6,BPS
3925,20190528:231748,0.6,4.1,BPS
3925,20190528:232630,-0.6,8.7,BPS
3925,20190528:232754,0.2,1.4,BPS
3925,20190528:233412,1.21,6.3,BPS
3925,20190528:233648,0.8,2.6,BPS
3925,20190528:234024,0.6,3.6,BPS
3925,20190529:011818,-2.4,97.9,BPS
3925,20190529:021454,0,56.6,BPS
3925,20190529:023430,-0.4,19.6,BPS
3925,20190529:113348,0,539.3,BPS
3925,20190529:115800,-0.4,24.2,BPS
3925,20190529:120030,0.43,2.5,BPS
3925,20190529:120200,0.2,1.5,BPS
3925,20190529:120412,-0.2,2.2,BPS
3925,20190529:120612,0.2,2,BPS
3925,20190529:120948,-0.2,3.6,BPS
3925,20190529:135612,0,106.4,BPS
3925,20190529:145254,-0.8,56.7,BPS
3925,20190529:145648,0.62,3.9,BPS
3925,20190529:145842,0.4,1.9,BPS
3925,20190529:151900,-1,20.3,BPS
3925,20190529:152018,0.2,1.3,BPS
3925,20190529:152212,0.21,1.9,BPS
3925,20190529:161200,0,49.8,BPS
3925,20190529:181512,-1,123.2,BPS
3925,20190529:192506,0,69.9,BPS
3925,20190529:195606,-1.2,31,BPS
3925,20190529:195806,0.22,2,BPS
3925,20190529:195948,0.21,1.7,BPS
3925,20190529:202354,-1,24.1,BPS
3925,20190529:202630,0.4,2.6,BPS
3925,20190529:202818,0.2,1.8,BPS
3925,20190529:204048,-0.4,12.5,BPS
3925,20190529:204142,0.2,0.9,BPS
3925,20190529:204300,0.2,1.3,BPS
3925,20190529:204518,-0.2,2.3,BPS
3925,20190529:204906,0.4,3.8,BPS
3925,20190529:205348,-0.2,4.7,BPS
3925,20190529:205536,0.2,1.8,BPS
3925,20190529:235442,-3.6,179.1,BPS
3925,20190529:235642,0.2,2,BPS
3925,20190530:000318,-0.4,6.6,BPS
3925,20190530:000506,0.2,1.8,BPS
3925,20190530:002730,-1.2,22.4,BPS
3925,20190530:002924,0.2,1.9,BPS
3925,20190530:004824,-0.8,19,BPS
3925,20190530:005154,0.4,3.5,BPS
3925,20190530:005930,-0.6,7.6,BPS
3925,20190530:010206,0.6,2.6,BPS
3925,20190530:010730,-0.4,5.4,BPS
3925,20190530:010924,0.21,1.9,BPS
3925,20190530:011148,0.4,2.4,BPS
3925,20190530:061612,-6.2,304.4,BPS
3925,20190530:061854,0.4,2.7,BPS
3925,20190530:062118,-0.2,2.4,BPS
3925,20190530:062248,0.2,1.5,BPS
3925,20190530:073406,-2.2,71.3,BPS
3925,20190530:073600,0.2,1.9,BPS
3925,20190530:073718,0.2,1.3,BPS
3925,20190530:083018,-0.6,53,BPS
3925,20190530:083130,0.2,1.2,BPS
3925,20190530:084024,-0.4,8.9,BPS
3925,20190530:091606,0,35.7,BPS
3925,20190530:094000,-0.2,23.9,BPS
3925,20190530:102200,0,42,BPS
3925,20190530:103118,-0.2,9.3,BPS
3925,20190530:120800,0,96.7,BPS
3925,20190530:121106,0.44,3.1,BPS
3925,20190530:121554,1.21,4.8,BPS
3925,20190530:122142,1.2,5.8,BPS
3925,20190530:122630,1.21,4.8,BPS
3925,20190530:123536,-0.6,9.1,BPS
3925,20190530:123842,0.41,3.1,BPS
3925,20190530:124100,-0.2,2.3,BPS
3925,20190530:124236,0.2,1.6,BPS
3925,20190530:124306,0.2,0.5,BPS
3925,20190530:124336,0.4,0.5,BPS
3925,20190530:124424,0.41,0.8,BPS
3925,20190530:124506,0.2,0.7,BPS
3925,20190530:124642,0.2,1.6,BPS
3925,20190530:145448,-2.4,128.1,BPS
3925,20190530:145706,0.4,2.3,BPS
3925,20190530:145742,0.2,0.6,BPS
3925,20190530:145806,0.2,0.4,BPS
3925,20190530:151230,-0.6,14.4,BPS
3925,20190530:151430,0.21,2,BPS
3925,20190530:151854,-0.2,4.4,BPS
3925,20190530:152000,0.2,1.1,BPS
3925,20190530:153024,-0.6,10.4,BPS
3925,20190530:153100,0.2,0.6,BPS
3925,20190530:153312,0.4,2.2,BPS
3925,20190530:223948,-10,426.6,BPS
3925,20190530:224148,0.2,2,BPS
3925,20190530:224930,1.01,7.7,BPS
3925,20190530:233648,-1.8,47.3,BPS
3925,20190531:012036,0,103.8,BPS
3925,20190531:013900,-0.4,18.4,BPS
3925,20190531:032906,0,110.1,BPS
3925,20190531:042506,-1,56,BPS
3925,20190531:063342,0,128.6,BPS
3925,20190531:064612,-0.2,12.5,BPS
3925,20190531:111800,0,271.8,BPS
3925,20190531:113800,-0.6,20,BPS
3925,20190531:144042,0,182.7,BPS
3925,20190531:153000,-1,49.3,BPS
3925,20190531:153348,0.67,3.8,BPS
3925,20190531:154306,-0.8,9.3,BPS
3925,20190531:154636,0.4,3.5,BPS
3925,20190531:154842,-0.2,2.1,BPS
3925,20190531:155736,1,8.9,BPS
3925,20190531:160618,1.41,8.7,BPS
3925,20190531:160818,0.2,2,BPS
3925,20190531:161812,-0.6,9.9,BPS
3925,20190531:162818,1.2,10.1,BPS
3925,20190531:163024,-0.2,2.1,BPS
3925,20190531:163154,0.21,1.5,BPS
3925,20190531:163406,-0.2,2.2,BPS
3925,20190531:163742,0.4,3.6,BPS
3925,20190531:164000,-0.2,2.3,BPS
3925,20190531:164142,0.2,1.7,BPS
3925,20190531:170100,-1.2,19.3,BPS
3925,20190531:170448,0.4,3.8,BPS
3925,20190531:170930,0.6,4.7,BPS
3925,20190531:171530,1.01,6,BPS
3925,20190531:180024,-1.2,44.9,BPS
3925,20190531:180224,0.2,2,BPS
3925,20190531:180436,-0.2,2.2,BPS
3925,20190531:180706,0.4,2.5,BPS
3925,20190531:180900,0.2,1.9,BPS
3925,20190531:182424,-0.8,15.4,BPS
3925,20190531:183318,1.01,8.9,BPS
3925,20190531:183600,-0.2,2.7,BPS
3925,20190531:183954,0.4,3.9,BPS
3925,20190531:184654,-0.4,7,BPS
3925,20190531:185406,0.8,7.2,BPS
3925,20190531:185612,-0.2,2.1,BPS
3925,20190531:185806,0.2,1.9,BPS
3925,20190531:190348,-0.4,5.7,BPS
3925,20190531:192448,3.02,21,BPS
3925,20190531:195148,-1.6,27,BPS
3925,20190531:195348,0.2,2,BPS
3925,20190531:195600,0.4,2.2,BPS
3925,20190531:195930,0.4,3.5,BPS
3925,20190531:200518,0.6,5.8,BPS
3925,20190531:203530,-0.8,30.2,BPS
3925,20190531:220600,0,90.5,BPS
3925,20190531:220924,-0.2,3.4,BPS
3925,20190531:221124,0.22,2,BPS
3925,20190531:221336,-0.2,2.2,BPS
3925,20190531:222030,0.8,6.9,BPS
3925,20190531:223548,-0.8,15.3,BPS
3925,20190601:002418,0,108.5,BPS
3925,20190601:005218,-0.6,28,BPS
3925,20190601:031024,0,138.1,BPS
3925,20190601:031400,-0.2,3.6,BPS
3925,20190601:031942,0.65,5.7,BPS
3925,20190601:032930,-0.4,9.8,BPS
3925,20190602:050000,0,1530.5,BPS
3925,20190602:090000,-0.4,240,BPS
3925,20190603:001806,0,918.1,BPS
3925,20190603:021806,-0.2,120,BPS
3925,20190603:113036,0,552.5,BPS
3925,20190603:113124,0.06,0.8,BPS
3925,20190603:113148,0.17,0.4,BPS
3925,20190603:113224,0.43,0.6,BPS
3925,20190603:113254,0.68,0.5,BPS
3925,20190603:113318,1.01,0.4,BPS
3925,20190603:113454,4.5,1.6,BPS
3925,20190603:113618,3.26,1.4,BPS
3925,20190603:113718,1.9,1,BPS
3925,20190603:113812,1.45,0.9,BPS
3925,20190603:113848,0.83,0.6,BPS
3925,20190603:113954,1.32,1.1,BPS
3925,20190603:114436,4.93,4.7,BPS
3925,20190603:114548,1.13,1.2,BPS
3925,20190603:114906,2.72,3.3,BPS
3925,20190603:115224,2.3,3.3,BPS
3925,20190603:120000,4.61,7.6,BPS
3925,20190603:120254,1.51,2.9,BPS
3925,20190603:120548,1.31,2.9,BPS
3925,20190603:120636,0.06,0.8,BPS
3925,20190603:121248,0,6.2,BPS
3925,20190603:121754,0.24,5.1,BPS
3925,20190603:122700,0.71,9.1,BPS
3925,20190603:125036,1.53,23.6,BPS
3925,20190603:133006,1.78,39.5,BPS
3925,20190603:141412,1.35,44.1,BPS
3925,20190603:144436,0.36,30.4,BPS
3925,20190603:145606,0,11.5,BPS
3925,20190603:151336,0.13,17.5,BPS
3925,20190604:080418,0,1010.7,BPS
3925,20190604:081224,0.12,8.1,BPS
3925,20190604:093054,0,78.5,BPS
3925,20190604:115554,-1,145,BPS
3925,20190604:120530,0.05,9.6,BPS
3925,20190604:121318,0.11,7.8,BPS
3925,20190604:123200,-1.2,18.7,BPS
3925,20190604:123524,0.4,3.4,BPS
3925,20190604:123724,0.2,2,BPS
3925,20190604:124700,-0.8,9.6,BPS
3925,20190604:125024,0.4,3.4,BPS
3925,20190604:142748,-3.6,97.4,BPS
3925,20190604:142930,0.21,1.7,BPS
3925,20190604:143054,0.2,1.4,BPS
3925,20190604:145354,-0.8,23,BPS
3925,20190604:145900,0.21,5.1,BPS
3925,20190604:152318,0.23,24.3,BPS
3925,20190604:155230,1.08,29.2,BPS
3925,20190604:160130,0.1,9,BPS
3925,20190604:161054,0.05,9.4,BPS
3925,20190604:175636,0,105.7,BPS
3925,20190604:185024,0.16,53.8,BPS
3925,20190606:125442,0,2524.3,BPS
3925,20190606:132836,0.09,33.9,BPS
3925,20190606:135136,0.17,23,BPS
3925,20190606:135706,0.09,5.5,BPS
3925,20190606:140954,0.37,12.8,BPS
3925,20190606:141906,0.39,9.2,BPS
3925,20190606:143830,0.97,19.4,BPS
3925,20190606:170348,-3.6,145.3,BPS
3925,20190606:170724,0.14,3.6,BPS
3925,20190606:171830,0.21,11.1,BPS
3925,20190606:175406,0,35.6,BPS
3925,20190606:181254,0.4,18.8,BPS
3925,20190606:182912,0.15,16.3,BPS
3925,20190606:185400,0.59,24.8,BPS
3925,20190606:185806,0.06,4.1,BPS
3925,20190606:192130,0.07,23.4,BPS
3925,20190606:194900,0,27.5,BPS
3925,20190606:195848,0.13,9.8,BPS
3925,20190606:195912,0.21,0.4,BPS
3925,20190606:205424,1.73,55.2,BPS
3925,20190606:205748,0.06,3.4,BPS
3925,20190606:213200,0,34.2,BPS
3925,20190606:214130,0.15,9.5,BPS
3925,20190606:214324,0.21,1.9,BPS
3925,20190606:214454,0.4,1.5,BPS
3925,20190606:215336,-0.6,8.7,BPS
3925,20190606:215530,0.82,1.9,BPS
3925,20190606:215606,0.2,0.6,BPS
3925,20190606:215712,0.2,1.1,BPS
3925,20190607:003812,-0.8,161,BPS
3925,20190607:004836,0,10.4,BPS
3925,20190607:005906,0.15,10.5,BPS
3925,20190607:010430,0.04,5.4,BPS
3925,20190607:220524,0,1260.9,BPS
3925,20190607:222042,0.08,15.3,BPS
3925,20190607:225200,0,31.3,BPS
3925,20190607:230442,0.09,12.7,BPS
3925,20190608:000606,0,61.4,BPS
3925,20190608:001936,0.09,13.5,BPS
3925,20190608:012024,0,60.8,BPS
3925,20190608:014842,0.24,28.3,BPS
3925,20190608:020242,0.17,14,BPS
3925,20190608:022006,0.09,17.4,BPS
3925,20190608:052000,-2.6,179.9,BPS
3925,20190608:052200,0.19,2,BPS
3925,20190608:061054,-1.8,48.9,BPS
3925,20190608:061218,0.16,1.4,BPS
3925,20190608:061448,-0.2,2.5,BPS
3925,20190608:061618,0.2,1.5,BPS
3925,20190608:061812,0.19,1.9,BPS
3925,20190608:095948,-3.2,221.6,BPS
3925,20190608:100112,0.2,1.4,BPS
