Date(NZST),Rainfall(mm),Deficit(mm),Runoff(mm),Pmsl(hPa),Pstn(hPa),Tmax(C),Tmin(C),Tgmin(C),Tmean(C)
2019-10-10 08:00:00,6.6,0.0,3.4,1013.0,989.3,17.1,7,3.5,12.1
2019-10-11 08:00:00,22.6,0.0,20.5,1010.7,987,14.1,9.2,8.2,11.7
2019-10-12 08:00:00,2.6,0.0,0.5,1017.9,993.8,15.8,6,4.1,10.9
2019-10-13 08:00:00,0.0,2.1,0.0,1022.4,998.1,18.8,5.7,3.1,12.3
2019-10-14 08:00:00,3.6,0.7,0.0,1018.2,994.1,18.8,7.4,5.3,13.1
2019-10-15 08:00:00,0.0,2.8,0.0,1010.8,986.9,17.4,7.5,6.8,12.5
2019-10-16 08:00:00,0.0,5.0,0.0,1007.2,983.3,19.6,3.1,-1.1,11.4
2019-10-17 08:00:00,0.2,6.9,0.0,1012.2,988.4,21.2,7.5,2.6,14.4
2019-10-18 08:00:00,4.2,4.9,0.0,1010.3,986.6,16.8,9.7,10.1,13.3
2019-10-19 08:00:00,44.0,0.0,37.0,1003.6,980,14.1,7.5,4.1,10.8
2019-10-20 08:00:00,0.0,2.1,0.0,1016.8,992.8,19.7,8.2,3.6,14
2019-10-21 08:00:00,6.0,0.0,1.7,1008.5,984.8,18.9,9.2,7.7,14.1
2019-10-22 08:00:00,15.0,0.0,12.9,1007.4,983.4,13.4,4.1,1.5,8.8
2019-10-23 08:00:00,10.6,0.0,8.5,1006.1,982.2,11,3,1.2,7
2019-10-24 08:00:00,7.2,0.0,5.1,1004.8,980.9,15.8,5,2.3,10.4
2019-10-25 08:00:00,14.8,0.0,12.7,1011.0,986.9,13,5.3,5.6,9.2
2019-10-26 08:00:00,0.8,1.3,0.0,1016.9,992.7,13.3,6.1,4.1,9.7
2019-10-27 08:00:00,0.0,3.5,0.0,1013.8,990,20.3,5.8,3.8,13.1
2019-10-28 08:00:00,12.4,0.0,6.8,1013.0,989.2,17.5,9.4,8.4,13.5
2019-10-29 08:00:00,6.4,0.0,4.3,1013.7,989.6,17.6,6.7,5.7,12.2
2019-10-30 08:00:00,1.6,0.5,0.0,1014.1,989.9,14.6,5.6,3.5,10.1
2019-10-31 08:00:00,1.0,1.7,0.0,1015.8,991.9,16.1,6.7,5.8,11.4
2019-11-01 08:00:00,5.2,0.0,1.4,1017.1,993,15.3,7.3,7.1,11.3
2019-11-02 08:00:00,0.2,3.3,0.0,1024.7,1000.6,16.2,8.3,5.3,12.3
2019-11-03 08:00:00,0.0,6.8,0.0,1027.7,1003.5,22.4,9.5,7.6,16
2019-11-04 08:00:00,0.0,10.2,0.0,1024.8,1000.7,26.7,8,5.2,17.4
2019-11-05 08:00:00,0.0,13.7,0.0,1015.4,991.7,22.5,7.6,4.5,15.1
2019-11-06 08:00:00,0.0,17.2,0.0,1012.6,989.1,19.8,12.9,13.1,16.4
2019-11-07 08:00:00,9.8,10.9,0.0,1012.7,989.4,18.8,12.4,10.4,15.6
2019-11-08 08:00:00,25.4,0.0,11.0,1011.6,988.4,19.4,14.3,14.8,16.9
2019-11-09 08:00:00,0.0,3.5,0.0,1011.3,988,21.8,15.1,14.5,18.5
2019-11-10 08:00:00,22.2,0.0,15.2,998.6,975.5,19.8,14.4,15.2,17.1
2019-11-11 08:00:00,33.2,0.0,29.7,995.1,971.6,19,9.1,10.1,14.1
2019-11-12 08:00:00,0.4,3.1,0.0,1008.7,984.7,17.2,3.8,0.6,10.5
2019-11-13 08:00:00,0.0,6.6,0.0,1010.5,986.7,19.6,4.6,1,12.1
2019-11-14 08:00:00,39.6,0.0,29.6,998.6,975.3,15.5,10.1,9.8,12.8
2019-11-15 08:00:00,7.0,0.0,3.5,1007.8,984,15.8,6.7,3.6,11.3
2019-11-16 08:00:00,4.2,0.0,0.7,1011.7,988.1,17.5,9.3,10.1,13.4
2019-11-17 08:00:00,12.4,0.0,8.9,1013.3,989.6,16.1,8,5.3,12.1
2019-11-18 08:00:00,9.6,0.0,6.1,1007.4,983.6,20.2,6.3,2.4,13.3
2019-11-19 08:00:00,4.6,0.0,1.1,1011.4,987.4,14,4.7,1.6,9.4
2019-11-20 08:00:00,16.4,0.0,12.9,1009.9,986.1,13,7.6,5.6,10.3
2019-11-21 08:00:00,1.4,2.1,0.0,1022.7,998.5,15.3,5.9,4,10.6
2019-11-22 08:00:00,0.0,5.6,0.0,1024.7,1000.7,17.5,6.6,3.6,12.1
2019-11-23 08:00:00,0.0,9.0,0.0,1022.4,998.4,21.9,8.4,5.1,15.2
2019-11-24 08:00:00,0.0,12.5,0.0,1016.0,992.4,25.1,11.2,8.2,18.2
2019-11-25 08:00:00,0.0,16.0,0.0,1019.7,996,23.3,7.5,2.1,15.4
2019-11-26 08:00:00,0.0,19.5,0.0,1019.9,996,24.5,5.7,2.3,15.1
2019-11-27 08:00:00,0.0,23.0,0.0,1017.3,993.4,26.4,5.5,1.5,16
2019-11-28 08:00:00,0.0,26.5,0.0,1016.7,993.3,23.7,11.6,13,17.7
2019-11-29 08:00:00,0.0,29.9,0.0,1018.7,995.2,24.9,11,7.3,18
2019-11-30 08:00:00,0.0,33.4,0.0,1020.0,996.5,27.3,11.6,8.3,19.5
2019-12-01 08:00:00,0.2,36.7,0.0,1010.1,986.8,26.6,13.4,10.7,20
2019-12-02 08:00:00,15.8,24.2,0.0,1008.1,984.9,18.6,13.2,11.9,15.9
2019-12-03 08:00:00,89.0,0.0,61.5,993.7,970.8,19.2,15.2,15.3,17.2
2019-12-04 08:00:00,11.8,0.0,8.5,1006.0,982.5,17.3,11.3,10.9,14.3
2019-12-05 08:00:00,24.6,0.0,21.3,1007.1,983.6,15.8,8.4,8.7,12.1
2019-12-06 08:00:00,0.0,3.3,0.0,1011.8,988.3,17.5,8.8,6.5,13.2
2019-12-07 08:00:00,3.8,2.7,0.0,1008.2,984.9,17.9,14.2,13.8,16.1
2019-12-08 08:00:00,23.8,0.0,17.8,1009.1,985.5,20.1,10.3,8.8,15.2
2019-12-09 08:00:00,13.0,0.0,9.7,1016.8,992.9,16.2,6.8,3.8,11.5
2019-12-10 08:00:00,0.0,3.3,0.0,1021.8,997.7,18.7,4.2,0.8,11.5
2019-12-11 08:00:00,0.0,6.5,0.0,1017.7,994,22.3,8.7,7,15.5
2019-12-12 08:00:00,0.0,9.8,0.0,1014.5,990.9,25.1,8.3,5.2,16.7
2019-12-13 08:00:00,0.0,13.1,0.0,1007.8,984.3,27.5,9.1,6.1,18.3
2019-12-14 08:00:00,1.6,14.8,0.0,1010.5,986.9,20.7,7.3,4.6,14
2019-12-15 08:00:00,0.0,18.0,0.0,1011.8,988.1,19,5.2,2.5,12.1
2019-12-16 08:00:00,4.2,17.1,0.0,1010.4,986.9,18.3,12,12.5,15.2
2019-12-17 08:00:00,32.6,0.0,12.2,999.7,976.6,18,13.2,13.8,15.6
2019-12-18 08:00:00,20.6,0.0,17.3,1000.0,976.5,19.2,8.3,8.6,13.8
2019-12-19 08:00:00,0.0,3.3,0.0,1015.4,991.4,20.6,8.3,7,14.5
2019-12-20 08:00:00,33.6,0.0,27.1,1002.9,979.4,16.8,9.8,10.5,13.3
2019-12-21 08:00:00,12.6,0.0,9.3,1016.7,992.6,14.2,4.4,2.5,9.3
2019-12-22 08:00:00,0.0,3.3,0.0,1016.8,993,19.6,8.2,6.9,13.9
2019-12-23 08:00:00,0.0,6.5,0.0,1011.9,988.4,23,8.9,7.1,16
2019-12-24 08:00:00,0.0,9.8,0.0,1015.0,991.3,24.7,8.6,6.1,16.7
2019-12-25 08:00:00,0.0,13.1,0.0,1016.0,992.4,22,11.4,11.3,16.7
2019-12-26 08:00:00,0.4,16.0,0.0,1021.5,997.6,22.6,8.5,6.1,15.6
2019-12-27 08:00:00,0.0,19.2,0.0,1019.2,995.4,22.7,9.6,6.3,16.2
2019-12-28 08:00:00,4.2,18.3,0.0,1018.4,994.6,19.4,7.2,4.6,13.3
2019-12-29 08:00:00,0.2,21.4,0.0,1021.2,997.3,17.5,9.4,8.6,13.5
2019-12-30 08:00:00,0.0,24.6,0.0,1014.2,990.6,20.7,10.4,9.5,15.6
2019-12-31 08:00:00,0.0,27.9,0.0,1018.7,995.1,23.8,12.9,11.8,18.4
2020-01-01 08:00:00,0.0,31.2,0.0,1020.3,996.4,24.2,9.8,7.2,17
2020-01-02 08:00:00,0.0,35.5,0.0,1015.5,992,23.8,10.5,8.5,17.2
2020-01-03 08:00:00,0.0,39.8,0.0,1009.3,985.9,24.2,12.3,8.5,18.3
2020-01-04 08:00:00,1.2,42.9,0.0,1010.8,987,20.2,9,7.4,14.6
2020-01-05 08:00:00,0.0,47.3,0.0,1011.4,987.5,17.5,8,5,12.8
2020-01-06 08:00:00,5.0,46.6,0.0,1006.6,982.8,17.3,8.2,5.9,12.8
2020-01-07 08:00:00,7.6,43.3,0.0,1011.7,987.8,14.7,8,7.9,11.4
2020-01-08 08:00:00,0.0,47.6,0.0,1018.0,994.2,20.5,7.5,5.7,14
2020-01-09 08:00:00,0.4,51.5,0.0,1020.2,996.3,17.7,6.9,4.1,12.3
2020-01-10 08:00:00,0.0,55.9,0.0,1023.5,999.5,20,7.9,4.1,14
2020-01-11 08:00:00,0.0,60.2,0.0,1022.3,998.3,21,6.4,3.5,13.7
2020-01-12 08:00:00,2.4,62.1,0.0,1013.1,989.8,22.6,10.7,13.8,16.7
2020-01-13 08:00:00,19.0,47.4,0.0,1019.1,995.3,18.6,9.1,7.1,13.9
2020-01-14 08:00:00,0.0,51.7,0.0,1026.5,1002.5,22,6.9,4.1,14.5
2020-01-15 08:00:00,0.0,56.1,0.0,1024.1,1000.3,24.8,10,7.9,17.4
2020-01-16 08:00:00,0.0,60.4,0.0,1024.1,1000.4,25.1,11.1,8.6,18.1
2020-01-17 08:00:00,0.0,64.7,0.0,1022.9,999,26.5,10.3,8.3,18.4
2020-01-18 08:00:00,0.0,69.0,0.0,1021.0,997.4,26.8,12.8,12.6,19.8
2020-01-19 08:00:00,0.0,73.3,0.0,1020.1,996.4,25.7,11.2,8.2,18.5
2020-01-20 08:00:00,0.0,77.6,0.0,1018.5,994.9,28.7,13.7,12.8,21.2
2020-01-21 08:00:00,0.0,81.8,0.0,1017.8,994.1,29.2,12.6,11.5,20.9
2020-01-22 08:00:00,0.0,85.7,0.0,1018.9,995.2,27.7,13.6,12.3,20.7
2020-01-23 08:00:00,0.0,89.4,0.0,1018.2,994.7,25.6,12.9,10.2,19.3
2020-01-24 08:00:00,0.0,92.9,0.0,1019.1,995.7,28.5,15.6,12.7,22.1
2020-01-25 08:00:00,0.0,96.2,0.0,1019.2,995.7,29.3,14.6,12.5,22
2020-01-26 08:00:00,0.0,99.3,0.0,1021.4,997.9,26.8,13.4,11.6,20.1
2020-01-27 08:00:00,0.0,102.2,0.0,1017.6,994.5,28.6,16.8,16.9,22.7
2020-01-28 08:00:00,0.0,105.0,0.0,1017.3,994,26.7,16.6,16.4,21.7
2020-01-29 08:00:00,0.6,107.0,0.0,1012.7,989.3,29.3,15.7,15.6,22.5
2020-01-30 08:00:00,8.2,101.3,0.0,1013.8,990.4,22.6,12.2,10.3,17.4
2020-01-31 08:00:00,0.2,103.9,0.0,1017.5,994,23,11.9,9.8,17.5
2020-02-01 08:00:00,0.2,106.3,0.0,1022.6,998.8,25.2,9,7.8,17.1
2020-02-02 08:00:00,0.0,108.3,0.0,1016.2,992.9,24.7,13.2,13.7,19
2020-02-03 08:00:00,0.2,110.0,0.0,1013.0,990,22.8,16,13.9,19.4
2020-02-04 08:00:00,12.0,99.8,0.0,1004.8,981.8,27,18.2,17.3,22.6
2020-02-05 08:00:00,32.0,70.1,0.0,1014.4,990.8,22.2,11.9,11.9,17.1
2020-02-06 08:00:00,0.6,72.9,0.0,1023.1,999.2,18.7,10.2,9,14.5
2020-02-07 08:00:00,0.6,75.8,0.0,1028.2,1004.1,20.9,8.6,5.9,14.8
2020-02-08 08:00:00,0.0,79.1,0.0,1023.0,999.1,21.4,11.8,11.5,16.6
2020-02-09 08:00:00,0.4,82.0,0.0,1023.8,999.4,18.3,4.7,1.9,11.5
2020-02-10 08:00:00,0.0,85.1,0.0,1023.2,999.2,22.6,7.4,7.3,15
2020-02-11 08:00:00,0.0,88.0,0.0,1021.6,997.8,26.7,11.7,10.4,19.2
2020-02-12 08:00:00,0.0,90.8,0.0,1022.4,998.6,26.6,11.6,8.5,19.1
2020-02-13 08:00:00,0.0,93.5,0.0,1020.6,996.9,24.9,13.2,11.1,19.1
2020-02-14 08:00:00,0.0,96.1,0.0,1021.8,998.1,24.6,10.3,8.4,17.5
2020-02-15 08:00:00,0.0,98.6,0.0,1022.8,999,27.5,12.9,11.1,20.2
2020-02-16 08:00:00,0.0,100.9,0.0,1016.7,993.3,27.2,14.2,14.6,20.7
2020-02-17 08:00:00,7.2,95.9,0.0,1015.6,992.4,21.1,16.3,16,18.7
2020-02-18 08:00:00,6.2,92.2,0.0,1016.5,993.2,23,17.5,17.4,20.3
2020-02-19 08:00:00,11.4,83.4,0.0,1014.5,991.1,25.3,14,13.1,19.7
2020-02-20 08:00:00,0.0,86.5,0.0,1013.9,990.3,25.2,10.7,8.1,18
2020-02-21 08:00:00,0.0,89.4,0.0,1008.9,985.6,25.2,12.8,10.5,19
2020-02-22 08:00:00,17.8,74.3,0.0,1011.7,988.2,22.9,13.2,13.4,18.1
2020-02-23 08:00:00,6.6,71.2,0.0,1023.1,998.9,19.2,6.4,4.6,12.8
2020-02-24 08:00:00,0.0,74.6,0.0,1027.8,1003.6,22.5,7.9,5.7,15.2
2020-02-25 08:00:00,0.0,78.0,0.0,1022.2,998.4,23,10.5,7.6,16.8
2020-02-26 08:00:00,0.0,81.3,0.0,1019.9,996.1,24.5,10.4,7.4,17.5
2020-02-27 08:00:00,0.0,84.4,0.0,1016.6,992.9,26.8,11,8.1,18.9
2020-02-28 08:00:00,0.0,87.4,0.0,1014.6,991.3,22.6,13.8,13.4,18.2
2020-02-29 08:00:00,23.2,67.0,0.0,1014.7,991.2,20.9,13.7,13.2,17.3
2020-03-01 08:00:00,0.2,70.3,0.0,1025.7,1001.3,20.9,6,4.6,13.5
2020-03-02 08:00:00,0.0,72.6,0.0,1024.7,1000.8,24.7,7.8,10.5,16.3
2020-03-03 08:00:00,1.8,73.2,0.0,1013.7,990.4,25.9,13.4,14.9,19.7
2020-03-04 08:00:00,13.0,62.6,0.0,1016.2,992.5,22.3,11.4,9.6,16.9
2020-03-05 08:00:00,0.0,64.9,0.0,1027.4,1003.4,20.4,11.1,10.2,15.8
2020-03-06 08:00:00,0.0,67.3,0.0,1029.9,1005.6,23.5,6.1,3.5,14.8
2020-03-07 08:00:00,0.0,69.6,0.0,1025.7,1001.5,23.9,7.8,6,15.9
2020-03-08 08:00:00,0.0,72.0,0.0,1016.2,992.6,22.3,9.8,10,16.1
2020-03-09 08:00:00,5.4,69.0,0.0,1008.8,985.5,21.4,13.9,13.5,17.7
2020-03-10 08:00:00,1.2,70.1,0.0,1006.7,983.3,23.2,12.7,10.3,18
2020-03-11 08:00:00,0.4,72.1,0.0,1014.0,990.3,22.6,12.1,11.4,17.4
2020-03-12 08:00:00,0.0,74.5,0.0,1024.3,1000.4,23.8,12.1,11,18
2020-03-13 08:00:00,0.0,76.8,0.0,1027.0,1003.1,23.4,11.2,8.4,17.3
2020-03-14 08:00:00,0.0,79.1,0.0,1021.2,997.4,22.8,9.4,6.6,16.1
2020-03-15 08:00:00,0.0,81.4,0.0,1017.7,993.7,23.2,7.8,4.4,15.5
2020-03-16 08:00:00,0.0,83.5,0.0,1013.7,990,20.8,9.3,6.8,15.1
2020-03-17 08:00:00,0.0,85.6,0.0,1020.8,996.7,21.9,5.5,0.6,13.7
2020-03-18 08:00:00,0.0,87.7,0.0,1024.7,1000.2,20.9,3.4,1.5,12.2
2020-03-19 08:00:00,0.0,89.6,0.0,1020.5,996.5,21.2,6.2,5.3,13.7
2020-03-20 08:00:00,0.0,91.5,0.0,1014.4,990.7,19.2,10.5,7.1,14.9
2020-03-21 08:00:00,0.0,93.4,0.0,1018.0,994,20.7,9.1,6,14.9
2020-03-22 08:00:00,22.2,73.0,0.0,1012.6,989,17.3,10.2,8.6,13.8
2020-03-23 08:00:00,1.4,73.9,0.0,1008.0,984.4,21.2,11,10,16.1
2020-03-24 08:00:00,13.8,62.5,0.0,1010.0,985.9,17.9,3.6,0.7,10.8
2020-03-25 08:00:00,0.2,64.7,0.0,1017.7,993.7,12.8,6.5,8.4,9.7
2020-03-26 08:00:00,0.0,67.0,0.0,1018.7,994.7,16.8,9.2,8.6,13
2020-03-27 08:00:00,9.6,59.8,0.0,1017.4,993.4,18.7,6.9,4.6,12.8
2020-03-28 08:00:00,7.4,54.7,0.0,1024.8,1000.2,16.4,3.1,0.1,9.8
2020-03-29 08:00:00,0.0,57.1,0.0,1029.3,1004.8,18.8,4.6,1.7,11.7
2020-03-30 08:00:00,0.0,59.5,0.0,1026.4,1002.1,16.7,5.7,3.4,11.2
2020-03-31 08:00:00,0.0,61.8,0.0,1024.0,999.6,22.2,5.9,4.1,14.1
2020-04-01 08:00:00,0.0,64.2,0.0,1023.2,998.8,21,4.2,2.3,12.6
2020-04-02 08:00:00,0.0,65.3,0.0,1023.6,999,21.6,3.4,0.4,12.5
2020-04-03 08:00:00,0.0,66.5,0.0,1023.9,999.8,22.7,4.7,6,13.7
2020-04-04 08:00:00,0.0,67.6,0.0,1027.3,1003,21.3,6.2,3,13.8
2020-04-05 09:00:00,0.0,68.8,0.0,1029.6,1005.3,23.2,5.7,3,14.5
2020-04-06 09:00:00,0.0,69.9,0.0,1025.2,1001.2,22,10,9.4,16
2020-04-07 09:00:00,0.2,70.9,0.0,1014.0,990.4,19.4,12.1,12.3,15.8
2020-04-08 09:00:00,5.8,66.2,0.0,1014.7,990.8,18.6,9.1,7,13.9
2020-04-09 09:00:00,5.8,61.6,0.0,1014.1,990.1,15.1,6.5,5.3,10.8
2020-04-10 09:00:00,0.0,62.7,0.0,1019.8,995.3,15.9,1,-1.1,8.5
2020-04-11 09:00:00,0.0,63.8,0.0,1017.0,993,19.8,4.5,4.4,12.2
2020-04-12 09:00:00,0.0,65.0,0.0,1007.4,983.8,17.1,9.4,10.9,13.3
2020-04-13 09:00:00,50.8,15.3,0.0,995.3,971.9,18.5,9.6,8.2,14.1
2020-04-14 09:00:00,25.2,0.0,8.7,1009.6,985.3,12,1.6,-0.8,6.8
2020-04-15 09:00:00,3.2,0.0,2.1,1014.9,990.4,13.3,2,1.2,7.7
2020-04-16 09:00:00,1.4,0.0,0.3,1008.0,984.1,11.8,3.3,5.3,7.6
2020-04-17 09:00:00,1.8,0.0,0.7,1002.0,978.3,15.7,7.3,6.2,11.5
2020-04-18 09:00:00,14.4,0.0,13.3,998.0,974.5,14.4,9,9.7,11.7
2020-04-19 09:00:00,11.6,0.0,10.5,1007.3,983.5,16.4,8.3,6.9,12.4
2020-04-20 09:00:00,6.4,0.0,5.3,1017.3,993.2,13.6,7.8,6.2,10.7
2020-04-21 09:00:00,0.6,0.5,0.0,1020.8,996.3,13.8,3.5,1.9,8.7
2020-04-22 09:00:00,0.2,1.5,0.0,1019.6,995.4,14.6,4.5,3.6,9.6
2020-04-23 09:00:00,0.2,2.4,0.0,1017.2,993.2,17.9,8.1,7,13
2020-04-24 09:00:00,15.8,0.0,12.2,1016.4,992.4,13.4,7.5,4.1,10.5
2020-04-25 09:00:00,0.0,1.1,0.0,1017.9,993.7,17.4,5.5,2.9,11.5
2020-04-26 09:00:00,0.4,1.9,0.0,1023.2,998.9,14.3,4.9,2,9.6
2020-04-27 09:00:00,1.2,1.8,0.0,1016.7,992.7,16,6.4,4.1,11.2
2020-04-28 09:00:00,18.8,0.0,15.8,1027.0,1002.8,16.1,6.9,4.7,11.5
2020-04-29 09:00:00,0.0,1.1,0.0,1036.2,1011.2,16.7,2.4,0.8,9.6
2020-04-30 09:00:00,0.0,2.3,0.0,1036.0,1010.9,15.2,1.5,-0.6,8.4
2020-05-01 09:00:00,0.0,3.4,0.0,1029.6,1005.2,15.7,2.6,4.7,9.2
2020-05-02 09:00:00,0.0,3.9,0.0,1018.0,994,17.4,8.2,7.1,12.8
2020-05-03 09:00:00,73.4,0.0,69.0,1003.4,979.8,16.7,10.2,10.9,13.5
2020-05-04 09:00:00,17.2,0.0,16.7,998.4,974.9,18.8,9,8.3,13.9
2020-05-05 09:00:00,48.6,0.0,48.1,1001.4,977.6,12.5,7.7,8.1,10.1
2020-05-06 09:00:00,1.4,0.0,0.9,1020.3,995.3,10.9,-1.2,-3,4.9
2020-05-07 09:00:00,0.4,0.1,0.0,1021.4,997,12.9,-0.3,1.5,6.3
2020-05-08 09:00:00,0.0,0.6,0.0,1022.9,998.7,12.7,6,8,9.4
2020-05-09 09:00:00,0.0,1.1,0.0,1028.1,1003.5,17.2,3.9,1.5,10.6
2020-05-10 09:00:00,0.0,1.5,0.0,1026.9,1002.4,12.9,5.6,3.3,9.3
2020-05-11 09:00:00,0.0,2.0,0.0,1021.5,997.4,12.8,6.7,3.9,9.8
2020-05-12 09:00:00,10.2,0.0,7.7,1022.6,998.6,13.6,9.1,10.2,11.4
2020-05-13 09:00:00,0.0,0.5,0.0,1028.6,1004.2,16.2,6.8,5.3,11.5
2020-05-14 09:00:00,0.0,1.0,0.0,1026.2,1001.9,14.6,7.6,6.7,11.1
2020-05-15 09:00:00,0.0,1.5,0.0,1025.5,1000.9,15.8,5.2,2.2,10.5
2020-05-16 09:00:00,0.0,1.9,0.0,1030.1,1005.5,15.6,5.2,3.8,10.4
2020-05-17 09:00:00,0.0,2.4,0.0,1032.9,1008,13.1,3,0.3,8.1
2020-05-18 09:00:00,0.0,2.9,0.0,1031.6,1006.6,13.6,0.5,-1.2,7.1
2020-05-19 09:00:00,0.0,3.4,0.0,1034.8,1009.7,13.4,1.4,0.2,7.4
2020-05-20 09:00:00,0.0,3.9,0.0,1034.0,1009.2,13.7,1.8,0,7.8
2020-05-21 09:00:00,0.0,4.4,0.0,1031.6,1006.8,14.5,0,-1.9,7.3
2020-05-22 09:00:00,0.0,4.8,0.0,1026.1,1001.5,11.7,1.9,-1.3,6.8
2020-05-23 09:00:00,0.0,5.3,0.0,1024.1,999.5,14.4,2.7,0.5,8.6
2020-05-24 09:00:00,0.0,5.8,0.0,1020.8,996.2,11.1,3.5,3,7.3
2020-05-25 09:00:00,34.0,0.0,27.7,1010.2,986.2,9.4,4,5.3,6.7
2020-05-26 09:00:00,0.0,0.5,0.0,1021.5,997.1,13.8,4.8,1.8,9.3
2020-05-27 09:00:00,0.0,1.0,0.0,1027.7,1002.6,16.7,-0.9,-2.8,7.9
2020-05-28 09:00:00,0.0,1.5,0.0,1026.9,1001.9,12.6,0,-1.6,6.3
2020-05-29 09:00:00,0.0,1.9,0.0,1020.9,996.2,12.7,-0.1,-2.4,6.3
2020-05-30 09:00:00,0.0,2.4,0.0,1027.4,1002.5,9.1,1.8,0.2,5.5
2020-05-31 09:00:00,0.0,2.9,0.0,1033.3,1008.1,13.5,-0.1,-2.3,6.7
2020-06-01 09:00:00,0.0,3.4,0.0,1025.0,1000.2,12.1,0.2,-1.3,6.2
2020-06-02 09:00:00,0.0,3.7,0.0,1019.6,994.8,14.2,0.5,-1.1,7.4
2020-06-03 09:00:00,0.0,4.0,0.0,1015.6,991.2,14.1,0.7,-0.1,7.4
2020-06-04 09:00:00,16.6,0.0,12.3,1000.9,977.2,11.7,5,7,8.4
2020-06-05 09:00:00,5.4,0.0,5.1,1009.7,985.3,11.9,2.7,0.4,7.3
2020-06-06 09:00:00,0.0,0.3,0.0,1009.3,985.1,14.3,2.7,2.4,8.5
2020-06-07 09:00:00,8.2,0.0,7.6,1017.8,993.1,10.2,2,0,6.1
2020-06-08 09:00:00,1.6,0.0,1.3,1023.0,998.4,8.8,2.1,0.6,5.5
2020-06-09 09:00:00,3.4,0.0,3.1,1025.5,1000.9,10.5,3.8,3.2,7.2
2020-06-10 09:00:00,0.0,0.3,0.0,1030.5,1005.9,12.4,5.2,1.6,8.8
2020-06-11 09:00:00,0.0,0.6,0.0,1027.3,1002.7,14.3,4.6,4.6,9.5
2020-06-12 09:00:00,10.4,0.0,9.5,1023.2,999,13,5.2,6.7,9.1
2020-06-13 09:00:00,1.0,0.0,0.7,1038.2,1013.1,12.1,0.1,-0.8,6.1
2020-06-14 09:00:00,0.0,0.3,0.0,1041.5,1016.2,10.5,0.2,-1.3,5.4
2020-06-15 09:00:00,0.0,0.6,0.0,1032.2,1007.3,6.2,1.1,0,3.7
2020-06-16 09:00:00,12.0,0.0,11.1,1024.6,1000.8,15.1,3.1,4.7,9.1
2020-06-17 09:00:00,3.8,0.0,3.5,1024.3,1000.2,15.1,9.8,8.8,12.5
2020-06-18 09:00:00,6.4,0.0,6.1,1021.4,997.1,17.3,7.8,8.7,12.6
2020-06-19 09:00:00,0.4,0.0,0.1,1025.3,1000.9,11.6,7.1,6.4,9.4
2020-06-20 09:00:00,0.0,0.3,0.0,1024.0,999.1,12.6,0.8,-0.8,6.7
2020-06-21 09:00:00,0.0,0.6,0.0,1028.0,1002.9,15.3,-1.1,-2.3,7.1
2020-06-22 09:00:00,0.0,0.9,0.0,1027.4,1002.4,13.1,0.3,-1.2,6.7
2020-06-23 09:00:00,0.0,1.2,0.0,1028.4,1003.4,13.2,0.7,-0.5,7
2020-06-24 09:00:00,0.0,1.5,0.0,1024.2,999.4,13.6,1.3,-0.5,7.5
2020-06-25 09:00:00,0.0,1.8,0.0,1020.9,995.9,12.8,-1.8,-4.4,5.5
2020-06-26 09:00:00,0.2,1.9,0.0,1022.2,997.4,16.2,-1.3,-2.1,7.5
2020-06-27 09:00:00,0.0,2.2,0.0,1014.3,990.1,14.8,1.9,1.7,8.4
2020-06-28 09:00:00,7.0,0.0,4.5,1002.7,979,16.7,6.4,6,11.6
2020-06-29 09:00:00,0.4,0.0,0.1,1006.2,982.1,14.5,3.6,2.6,9.1
2020-06-30 09:00:00,0.0,0.3,0.0,1010.1,985.6,10.2,1,0.4,5.6
2020-07-01 09:00:00,0.0,0.6,0.0,1010.6,985.6,11.4,-4.7,-6.4,3.4
2020-07-02 09:00:00,0.0,0.9,0.0,1017.8,992.6,10.3,-4.6,-7.4,2.9
2020-07-03 09:00:00,0.0,1.2,0.0,1026.9,1001.3,12.6,-5.6,-8,3.5
2020-07-04 09:00:00,0.0,1.5,0.0,1022.4,997.7,10.8,-5,-6.2,2.9
2020-07-05 09:00:00,4.2,0.0,2.4,1012.7,988.6,10.7,3.2,4.1,7
2020-07-06 09:00:00,11.8,0.0,11.5,997.2,973.6,11.8,7.5,8,9.7
2020-07-07 09:00:00,1.2,0.0,0.9,999.4,975.1,14.1,-0.5,-2.3,6.8
2020-07-08 09:00:00,1.8,0.0,1.5,1001.0,976.9,8.7,1.8,0.9,5.3
2020-07-09 09:00:00,0.0,0.3,0.0,1018.6,993.5,9.4,-3.2,-5,3.1
2020-07-10 09:00:00,0.2,0.4,0.0,1027.3,1002,8.8,-3.5,-5.6,2.7
2020-07-11 09:00:00,0.0,0.7,0.0,1024.8,1000,9.8,-2.6,-2.2,3.6
2020-07-12 09:00:00,0.2,0.8,0.0,1019.6,995.1,9.2,2.4,0.6,5.8
2020-07-13 09:00:00,22.4,0.0,21.3,1023.0,998.5,12.5,4.5,3.6,8.5
2020-07-14 09:00:00,0.0,0.3,0.0,1027.3,1002.5,13.5,2.8,-1.4,8.2
2020-07-15 09:00:00,0.0,0.6,0.0,1023.9,998.9,10.7,0.2,-1.3,5.5
2020-07-16 09:00:00,0.0,0.9,0.0,1020.9,995.8,9.2,-2.2,-3.7,3.5
