"site","season","trend_likelihood","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","intercept","r_squared","sigma","trend_method","n","note","s","var_s","tau","z","alternative","lat","lon"
"Waiouru (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.43622171454874326,-0.41467855254211716,-0.9194697503523764,0.09011264526814211,0.66,251.034955050238,0.010136103342424804,74.54672866989296,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Summer",NA,"1960-12-01","2022-02-28",0.7628869780517546,0.2470071264888818,-0.5306607323266934,1.024674985304457,0.66,241.89508196721323,0.0015284888998960905,114.84470235990928,"Linear model",62,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.5622928926203302,0.32476140112311497,-0.20705119478686812,0.8565739970330981,0.66,199.4861448968799,0.005626741386167063,78.5372040212053,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Summer",NA,"1960-12-01","2022-02-28",0.550571805225705,-0.4171816373297069,-1.0802917215351235,0.2459284468757098,0.66,225.77509254362772,0.005970002845902974,97.92699979707612,"Linear model",62,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Summer",NA,"1960-12-01","2022-02-28",0.17110192791834328,-1.1641736546548802,-1.9660554544823925,-0.36229185482736803,0.66,311.5730830248545,0.030991206458338732,118.42057709480143,"Linear model",62,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9370189970914812,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-259,28427,-0.1326164874551971,-1.530221118030721,"greater",-37.00813,174.78873
"Blenheim (Marlborough)","Annual","Indeterminate","1960-01-01","2022-12-31",0.3970586144613397,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,45,28427,0.023041474654377878,0.2609679426098904,"greater",-41.52133,173.86439
"Christchurch (Canterbury)","Annual","Likely increasing","1960-01-01","2022-12-31",0.21337481402524572,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,135,28427,0.06912442396313363,0.7947660070392117,"greater",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9440298338722732,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-269,28427,-0.13773681515616998,-1.5895320140784235,"greater",-40.21,176.109
"Dunedin (Otago)","Annual","Indeterminate","1960-01-01","2022-12-31",0.3654196656419242,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,59,28426,0.03021767064509603,0.34400924787825854,"greater",-45.90129,170.5147
"Gisborne (Gisborne)","Annual","Likely increasing","1960-01-01","2022-12-31",0.22563839524615897,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,128,28424,0.06559059073105054,0.7532881294103194,"greater",-38.6586,177.9851
"Gore (Southland)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.04720625747840177,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,283,28427,0.144905273937532,1.6725672685452067,"greater",-46.115,168.887
"Hamilton (Waikato)","Annual","Indeterminate","1960-01-01","2022-12-31",0.6522683871612454,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-67,28427,-0.03430619559651817,-0.3914519139148356,"greater",-37.86088,175.33175
"Hokitika (West Coast)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.04060218854315735,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,295,28427,0.15104966717869941,1.7437403438024495,"greater",-42.71228,170.98428
"Invercargill (Southland)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.05334441033574384,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,273,28427,0.13978494623655913,1.6132563724975044,"greater",-46.41741,168.33052
"Kerikeri (Northland)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.09698372419609506,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,220,28426,0.11267606003256148,1.2989314704368728,"greater",-35.183,173.926
"Lake Tekapo (Canterbury)","Annual","Likely increasing","1960-01-01","2022-12-31",0.24200469259514265,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,119,28427,0.06093189964157705,0.6998685733628879,"greater",-44.002,170.441
"Masterton (Wellington)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.023796537997181132,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,335,28427,0.17153097798259087,1.980983927993259,"greater",-40.957,175.707
"Milford Sound (Southland)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.028078785718609164,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,323,28427,0.16538658474142343,1.9098108527360163,"greater",-44.67384,167.92406
"Napier (Hawke's Bay)","Annual","Indeterminate","1960-01-01","2022-12-31",0.5565967026002812,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-25,28427,-0.012800819252432155,-0.14234615051448568,"greater",-39.49846,176.91189
"Nelson (Nelson)","Annual","Likely increasing","1960-01-01","2022-12-31",0.22922570224654906,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,126,28426,0.06453265256410338,0.7413992411169366,"greater",-41.299,173.226
"New Plymouth (Taranaki)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9165092650520064,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-234,28426,-0.11984635476190629,-1.3819681854419696,"greater",-39.0079,174.18382
"Queenstown (Otago)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.04720625747840177,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,283,28427,0.144905273937532,1.6725672685452067,"greater",-45.01758,168.74005
"Reefton (West Coast)","Annual","Likely decreasing","1960-01-01","2022-12-31",0.8598082650264318,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-183,28427,-0.09370199692780337,-1.079458308068183,"greater",-42.11578,171.86014
"Rotorua (Bay of Plenty)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9218396879640115,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-240,28426,-0.12291933821733979,-1.4175553490155828,"greater",-38.10595,176.31485
"Tara Hills (Canterbury)","Annual","Indeterminate","1960-01-01","2022-12-31",0.4881707137977879,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,6,28426,0.003072983455433495,0.02965596964467746,"greater",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.05869682671921381,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,265,28427,0.13568868407578083,1.5658076556593423,"greater",-38.88784,175.25981
"Taupō (Waikato)","Annual","Indeterminate","1960-01-01","2022-12-31",0.34773161283875464,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,67,28427,0.03430619559651817,0.3914519139148356,"greater",-38.74263,176.08104
"Tauranga (Bay of Plenty)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9875177584567418,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-379,28427,-0.19406041986687145,-2.2419518706031494,"greater",-37.673,176.196
"Timaru (Canterbury)","Annual","Likely increasing","1960-01-01","2022-12-31",0.2457243773918293,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,117,28427,0.05990783410138248,0.6880063941533474,"greater",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.018410487468538354,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,353,28427,0.180747567844342,2.0877435408791234,"greater",-39.46249,175.66283
"Wellington (Wellington)","Annual","Indeterminate","1960-01-01","2022-12-31",0.5659492688426438,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-29,28427,-0.0148489503328213,-0.16607050893356662,"greater",-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Annual","Very likely increasing","1960-01-01","2022-12-31",0.0053790704072791675,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,431,28425,0.22079920930183308,2.5504582512005514,"greater",-39.93704,175.04509
"Whangaparāoa (Auckland)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9886229531231602,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-385,28427,-0.19713261648745517,-2.277538408231771,"greater",-36.606,174.835
"Whangārei (Northland)","Annual","Very likely decreasing","1960-01-01","2022-12-31",0.9614247823079423,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-299,28427,-0.15309779825908856,-1.7674647022215304,"greater",-35.769,174.364
"Auckland (Auckland)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.8331741403243151,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-164,28426,-0.08399488111518219,-0.9667846104164852,"greater",-37.00813,174.78873
"Blenheim (Marlborough)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.5729411078335811,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-32,28426,-0.016389245095645304,-0.18386701179700027,"greater",-41.52133,173.86439
"Christchurch (Canterbury)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.6390339948280587,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-61,28425,-0.031250004100723476,-0.355877895516356,"greater",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.8331741403243151,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-164,28426,-0.08399488111518219,-0.9667846104164852,"greater",-40.21,176.109
"Dunedin (Otago)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.7831582052404719,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-133,28427,-0.06810035842293906,-0.7829038278296712,"greater",-45.90129,170.5147
"Gisborne (Gisborne)","Autumn","Very likely increasing","1960-03-01","2022-05-31",0.0772939535060602,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,241,28425,0.12346313095531734,1.423511582065424,"greater",-38.6586,177.9851
"Gore (Southland)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.7371676493007667,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-108,28426,-0.055313702197802905,-0.6346377503960977,"greater",-46.115,168.887
"Hamilton (Waikato)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.5565976913951829,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-25,28426,-0.012804097730972895,-0.14234865429445182,"greater",-37.86088,175.33175
"Hokitika (West Coast)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.36988918375835006,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,57,28426,0.029193342826618198,0.33214686002038757,"greater",-42.71228,170.98428
"Invercargill (Southland)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.7725639709836025,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-127,28427,-0.06502816180235535,-0.7473172902010498,"greater",-46.41741,168.33052
"Kerikeri (Northland)","Autumn","Very likely increasing","1960-03-01","2022-05-31",0.06673055260562306,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,254,28426,0.1300896329466846,1.5005920640206796,"greater",-35.183,173.926
"Lake Tekapo (Canterbury)","Autumn","Likely increasing","1960-03-01","2022-05-31",0.20148940549540026,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,142,28425,0.07274591118529071,0.8363130544634366,"greater",-44.002,170.441
"Masterton (Wellington)","Autumn","Likely increasing","1960-03-01","2022-05-31",0.2551488847587419,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,112,28425,0.05737705670952507,0.6583741067052586,"greater",-40.957,175.707
"Milford Sound (Southland)","Autumn","Likely increasing","1960-03-01","2022-05-31",0.28858527168045545,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,95,28427,0.048643113159242184,0.5575224228484023,"greater",-44.67384,167.92406
"Napier (Hawke's Bay)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.5891587118957982,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-39,28427,-0.019969278033794162,-0.225381404981269,"greater",-39.49846,176.91189
"Nelson (Nelson)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.40163948570616304,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,43,28427,0.022017409114183307,0.24910576340034993,"greater",-41.299,173.226
"New Plymouth (Taranaki)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.6006544145843128,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-44,28426,-0.022535212006512293,-0.2550413389442262,"greater",-39.0079,174.18382
"Queenstown (Otago)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.6631643612477103,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-72,28426,-0.03687580146520194,-0.42111476895441996,"greater",-45.01758,168.74005
"Reefton (West Coast)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.8361227856214833,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-166,28426,-0.08501920893366002,-0.9786469982743563,"greater",-42.11578,171.86014
"Rotorua (Bay of Plenty)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.48580552234085944,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,7,28425,0.003586066044345317,0.0355877895516356,"greater",-38.10595,176.31485
"Tara Hills (Canterbury)","Autumn","Very likely decreasing","1960-03-01","2022-05-31",0.9009648947343537,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-218,28426,-0.11165173221408364,-1.2870690825790019,"greater",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Autumn","Likely increasing","1960-03-01","2022-05-31",0.10866357527428494,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,209,28427,0.10701484895033281,1.2336666377922092,"greater",-38.88784,175.25981
"Taupō (Waikato)","Autumn","Likely increasing","1960-03-01","2022-05-31",0.21510019392218155,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,134,28426,0.06862996383801472,0.7888487925484206,"greater",-38.74263,176.08104
"Tauranga (Bay of Plenty)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.8675928019442035,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-189,28425,-0.09682378319732356,-1.1150840726179154,"greater",-37.673,176.196
"Timaru (Canterbury)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.8001702584529419,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-143,28426,-0.07323943902116496,-0.8422295379088399,"greater",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.3654173902944654,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,59,28425,0.0302254138023391,0.3440152989991441,"greater",-39.46249,175.66283
"Wellington (Wellington)","Autumn","Indeterminate","1960-03-01","2022-05-31",0.6120600552167456,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-49,28427,-0.025089605734767022,-0.28469230102897136,"greater",-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Autumn","Very likely increasing","1960-03-01","2022-05-31",0.06750148569069354,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,253,28426,0.12957746903744569,1.494660870091744,"greater",-39.93704,175.04509
"Whangaparāoa (Auckland)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.7467525688015474,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-113,28425,-0.057889351858717256,-0.6643054049638646,"greater",-36.606,174.835
"Whangārei (Northland)","Autumn","Likely decreasing","1960-03-01","2022-05-31",0.843341224899273,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-171,28427,-0.08755760368663594,-1.0082852328109402,"greater",-35.769,174.364
"Auckland (Auckland)","Winter","Indeterminate","1960-06-01","2022-08-31",0.3924919018912568,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,47,28427,0.02406554019457245,0.2728301218194309,"greater",-37.00813,174.78873
"Blenheim (Marlborough)","Winter","Indeterminate","1960-06-01","2022-08-31",0.42009242226641,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,35,28427,0.017921146953405017,0.20165704656218805,"greater",-41.52133,173.86439
"Christchurch (Canterbury)","Winter","Likely increasing","1960-06-01","2022-08-31",0.24759187473222782,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,116,28426,0.05941101347171423,0.6820873018275816,"greater",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Winter","Very likely decreasing","1960-06-01","2022-08-31",0.9440298338722732,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-269,28427,-0.13773681515616998,-1.5895320140784235,"greater",-40.21,176.109
"Dunedin (Otago)","Winter","Indeterminate","1960-06-01","2022-08-31",0.5589400699942502,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-26,28425,-0.013319673878996892,-0.14828245646514834,"greater",-45.90129,170.5147
"Gisborne (Gisborne)","Winter","Likely decreasing","1960-06-01","2022-08-31",0.6866463158889109,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-83,28425,-0.04252049738295161,-0.48636645720568655,"greater",-38.6586,177.9851
"Gore (Southland)","Winter","Likely increasing","1960-06-01","2022-08-31",0.22922174980118443,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,126,28425,0.06454918879821571,0.7414122823257417,"greater",-46.115,168.887
"Hamilton (Waikato)","Winter","Indeterminate","1960-06-01","2022-08-31",0.4062339129976819,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,41,28427,0.020993343573988733,0.23724358419080946,"greater",-37.86088,175.33175
"Hokitika (West Coast)","Winter","Very likely increasing","1960-06-01","2022-08-31",0.03431281332851107,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,308,28426,0.15774648404558606,1.8208765361831962,"greater",-42.71228,170.98428
"Invercargill (Southland)","Winter","Likely increasing","1960-06-01","2022-08-31",0.10430604397684282,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,213,28427,0.10906298003072196,1.2573909962112901,"greater",-46.41741,168.33052
"Kerikeri (Northland)","Winter","Indeterminate","1960-06-01","2022-08-31",0.5330882463074614,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-15,28427,-0.0076804915514592925,-0.08303525446678331,"greater",-35.183,173.926
"Lake Tekapo (Canterbury)","Winter","Indeterminate","1960-06-01","2022-08-31",0.5612794013881365,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-27,28425,-0.013831969028189079,-0.15421375472375426,"greater",-44.002,170.441
"Masterton (Wellington)","Winter","Likely increasing","1960-06-01","2022-08-31",0.13886616101108734,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,184,28425,0.09426230745136262,1.085427581324886,"greater",-40.957,175.707
"Milford Sound (Southland)","Winter","Very likely increasing","1960-06-01","2022-08-31",2.33203207738811e-4,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,591,28427,0.30261136712749614,3.4993428668144397,"greater",-44.67384,167.92406
"Napier (Hawke's Bay)","Winter","Indeterminate","1960-06-01","2022-08-31",0.5659492688426438,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-29,28427,-0.0148489503328213,-0.16607050893356662,"greater",-39.49846,176.91189
"Nelson (Nelson)","Winter","Indeterminate","1960-06-01","2022-08-31",0.3455322156314121,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,68,28423,0.034853939379455044,0.39741096460910846,"greater",-41.299,173.226
"New Plymouth (Taranaki)","Winter","Very likely decreasing","1960-06-01","2022-08-31",0.917412439199041,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-235,28427,-0.12032770097286224,-1.3878749675162354,"greater",-39.0079,174.18382
"Queenstown (Otago)","Winter","Very likely increasing","1960-06-01","2022-08-31",0.02585535436809447,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,329,28423,0.16863155964471632,1.945534274504292,"greater",-45.01758,168.74005
"Reefton (West Coast)","Winter","Likely increasing","1960-06-01","2022-08-31",0.2805370713318964,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,99,28427,0.05069124423963133,0.5812467812674832,"greater",-42.11578,171.86014
"Rotorua (Bay of Plenty)","Winter","Likely decreasing","1960-06-01","2022-08-31",0.8346484630241118,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-165,28427,-0.08448540706605222,-0.9726986951823188,"greater",-38.10595,176.31485
"Tara Hills (Canterbury)","Winter","Very likely increasing","1960-06-01","2022-08-31",0.08440134394176509,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,233,28425,0.11936476976177983,1.3760611959965765,"greater",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Winter","Likely increasing","1960-06-01","2022-08-31",0.11428853421039076,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,204,28426,0.10448143748473881,1.204032367573905,"greater",-38.88784,175.25981
"Taupō (Waikato)","Winter","Likely increasing","1960-06-01","2022-08-31",0.2031614885539855,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,141,28425,0.07223361603609853,0.8303817562048307,"greater",-38.74263,176.08104
"Tauranga (Bay of Plenty)","Winter","Likely decreasing","1960-06-01","2022-08-31",0.692922534742435,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-86,28426,-0.04404609619454676,-0.5041514839595168,"greater",-37.673,176.196
"Timaru (Canterbury)","Winter","Likely increasing","1960-06-01","2022-08-31",0.298792611560569,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,90,28426,0.04609475183150242,0.5278762596752589,"greater",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Winter","Very likely increasing","1960-06-01","2022-08-31",0.039071444968298646,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,298,28426,0.1526248449531969,1.7615645968938414,"greater",-39.46249,175.66283
"Wellington (Wellington)","Winter","Very likely decreasing","1960-06-01","2022-08-31",0.9466555896642561,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-273,28427,-0.13978494623655913,-1.6132563724975044,"greater",-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Winter","Likely increasing","1960-06-01","2022-08-31",0.10976907407015316,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,208,28426,0.10653009312169448,1.227757143289647,"greater",-39.93704,175.04509
"Whangaparāoa (Auckland)","Winter","Very likely decreasing","1960-06-01","2022-08-31",0.9854688700837977,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-369,28427,-0.1889400921658986,-2.182640974555447,"greater",-36.606,174.835
"Whangārei (Northland)","Winter","Likely decreasing","1960-06-01","2022-08-31",0.8375800919390168,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-167,28427,-0.08550947260624679,-0.9845608743918592,"greater",-35.769,174.364
"Auckland (Auckland)","Spring","Likely decreasing","1960-09-01","2022-11-30",0.8316828125186504,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-163,28427,-0.08346134152585764,-0.9608365159727783,"greater",-37.00813,174.78873
"Blenheim (Marlborough)","Spring","Indeterminate","1960-09-01","2022-11-30",0.4108412881042019,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,39,28427,0.019969278033794162,0.225381404981269,"greater",-41.52133,173.86439
"Christchurch (Canterbury)","Spring","Likely increasing","1960-09-01","2022-11-30",0.11428853421039076,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,204,28426,0.10448143748473881,1.204032367573905,"greater",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Spring","Very likely increasing","1960-09-01","2022-11-30",0.08813772909047816,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,229,28426,0.11728553521571171,1.3523122157972922,"greater",-40.21,176.109
"Dunedin (Otago)","Spring","Likely decreasing","1960-09-01","2022-11-30",0.7032593734666581,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-91,28427,-0.04659498207885304,-0.5337980644293213,"greater",-45.90129,170.5147
"Gisborne (Gisborne)","Spring","Indeterminate","1960-09-01","2022-11-30",0.33035558091686346,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,75,28423,0.03844184490381071,0.43893151315035855,"greater",-38.6586,177.9851
"Gore (Southland)","Spring","Very likely increasing","1960-09-01","2022-11-30",0.0036066735706289906,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,454,28426,0.23252241479446778,2.686830849807778,"greater",-46.115,168.887
"Hamilton (Waikato)","Spring","Indeterminate","1960-09-01","2022-11-30",0.4881707137977879,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,6,28426,0.003072983455433495,0.02965596964467746,"greater",-37.86088,175.33175
"Hokitika (West Coast)","Spring","Likely decreasing","1960-09-01","2022-11-30",0.6739254611894666,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-77,28425,-0.039446726487798484,-0.45077866765405095,"greater",-42.71228,170.98428
"Invercargill (Southland)","Spring","Very likely increasing","1960-09-01","2022-11-30",0.005757905591938372,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,427,28427,0.2186379928315412,2.5266441716321206,"greater",-46.41741,168.33052
"Kerikeri (Northland)","Spring","Likely decreasing","1960-09-01","2022-11-30",0.7917728032989225,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-138,28425,-0.07069673058852197,-0.8125878614290128,"greater",-35.183,173.926
"Lake Tekapo (Canterbury)","Spring","Indeterminate","1960-09-01","2022-11-30",0.5659492688426438,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-29,28427,-0.0148489503328213,-0.16607050893356662,"greater",-44.002,170.441
"Masterton (Wellington)","Spring","Very likely increasing","1960-09-01","2022-11-30",0.0021660834259980897,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,482,28426,0.2468630042531574,2.852904279817972,"greater",-40.957,175.707
"Milford Sound (Southland)","Spring","Likely increasing","1960-09-01","2022-11-30",0.19983388681410005,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,143,28427,0.07322068612391192,0.8422147238773736,"greater",-44.67384,167.92406
"Napier (Hawke's Bay)","Spring","Very likely increasing","1960-09-01","2022-11-30",0.05596385938519766,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,269,28425,0.1378073951326986,1.5895879333063903,"greater",-39.49846,176.91189
"Nelson (Nelson)","Spring","Indeterminate","1960-09-01","2022-11-30",0.5047322138448007,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-3,28427,-0.0015360983102918585,-0.011862179209540472,"greater",-41.299,173.226
