Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
3925,20220115:0800,27.6,24,11.2,24,9.3,24,19.4,-,24,D
3925,20220116:0800,29.1,24,11.7,24,10.1,24,20.4,-,24,D
3925,20220117:0800,29,24,13.5,24,11.1,24,21.3,-,24,D
3925,20220118:0800,27.9,24,15.6,24,13.4,24,21.8,-,24,D
3925,20220119:0800,26.8,24,17.5,24,16.1,24,22.2,-,24,D
3925,20220120:0800,24,24,11,24,10.3,24,17.5,-,24,D
3925,20220121:0800,19.3,24,8.2,24,6.2,24,13.8,-,24,D
3925,20220122:0800,25.7,24,9.9,24,7.6,24,17.8,-,24,D
3925,20220123:0800,28.2,24,11.3,24,9.6,24,19.8,-,24,D
3925,20220124:0800,26.7,24,9.9,24,6.9,24,18.3,-,24,D
3925,20220125:0800,27.5,24,11.3,24,8.2,24,19.4,-,24,D
3925,20220126:0800,19,24,16.3,24,16.3,24,17.7,-,24,D
3925,20220127:0800,23.2,24,9.5,24,7.2,24,16.4,-,24,D
3925,20220128:0800,24.6,24,10,24,8.2,24,17.3,-,24,D
3925,20220129:0800,24.5,24,10.6,24,7.9,24,17.6,-,24,D
3925,20220130:0800,26.8,24,10.8,24,7.5,24,18.8,-,24,D
3925,20220131:0800,27.4,24,10.7,24,7.6,24,19.1,-,24,D
3925,20220201:0800,30.3,24,12.5,24,10.2,24,21.4,-,24,D
3925,20220202:0800,28.6,24,16.8,24,17,24,22.7,-,24,D
3925,20220203:0800,20.5,24,17.7,24,17.7,24,19.1,-,24,D
3925,20220204:0800,24.2,24,17.8,24,17.4,24,21,-,24,D
3925,20220205:0800,20.3,24,15.2,24,15.6,24,17.8,-,24,D
3925,20220206:0800,17.1,24,12.5,24,12.7,24,14.8,-,24,D
3925,20220207:0800,22.5,24,8.9,24,7.7,24,15.7,-,24,D
3925,20220208:0800,27,24,11.7,24,11.9,24,19.4,-,24,D
3925,20220209:0800,32.5,24,18.1,24,16.9,24,25.3,-,24,D
3925,20220210:0800,21.6,24,18.8,24,18.7,24,20.2,-,24,D
3925,20220211:0800,22.6,24,14.9,24,14.3,24,18.8,-,24,D
3925,20220212:0800,23.7,24,16,24,15.7,24,19.9,-,24,D
3925,20220213:0800,18.5,24,8.8,24,8.6,24,13.7,-,24,D
3925,20220214:0800,14.2,24,8,24,6.9,24,11.1,-,24,D
3925,20220215:0800,23,24,8.5,24,7.1,24,15.8,-,24,D
3925,20220216:0800,24.7,24,10.6,24,8.1,24,17.7,-,24,D
3925,20220217:0800,22.7,24,10.7,24,7.6,24,16.7,-,24,D
3925,20220218:0800,24.8,24,9.4,24,7.1,24,17.1,-,24,D
3925,20220219:0800,24.1,24,12.1,24,11.5,24,18.1,-,24,D
3925,20220220:0800,19.8,24,9.7,24,8.6,24,14.8,-,24,D
3925,20220221:0800,24.2,24,9.3,24,7.4,24,16.8,-,24,D
3925,20220222:0800,25.6,24,10.6,24,10.2,24,18.1,-,24,D
3925,20220223:0800,23.4,24,13.6,24,13.4,24,18.5,-,24,D
3925,20220224:0800,23.3,24,13.7,24,13.6,24,18.5,-,24,D
3925,20220225:0800,25.4,24,8.9,24,6,24,17.2,-,24,D
3925,20220226:0800,24.6,24,11.2,24,8.8,24,17.9,-,24,D
3925,20220227:0800,24.8,24,12.6,24,10,24,18.7,-,24,D
3925,20220228:0800,23.7,24,10.8,24,9,24,17.3,-,24,D
3925,20220301:0800,24.6,24,13.4,24,13.6,24,19,-,24,D
3925,20220302:0800,24.7,24,10.4,24,8.8,24,17.6,-,24,D
3925,20220303:0800,25.2,24,7.3,24,5.2,24,16.3,-,24,D
3925,20220304:0800,26.1,24,11.2,24,11.2,24,18.7,-,24,D
3925,20220305:0800,24.2,24,14.8,24,14.6,24,19.5,-,24,D
3925,20220306:0800,25.4,24,11.3,24,8,24,18.4,-,24,D
3925,20220307:0800,24.2,24,11,24,8.9,24,17.6,-,24,D
3925,20220308:0800,26.8,24,10.9,24,7.9,24,18.9,-,24,D
3925,20220309:0800,26.7,24,10.5,24,7.5,24,18.6,-,24,D
3925,20220310:0800,27.4,24,11.6,24,8,24,19.5,-,24,D
3925,20220311:0800,28.4,24,13.7,24,10,24,21.1,-,24,D
3925,20220312:0800,23,24,13.4,24,10,24,18.2,-,24,D
3925,20220313:0800,22.6,24,12.4,24,10.2,24,17.5,-,24,D
3925,20220314:0800,25.6,24,6,24,2.6,24,15.8,-,24,D
3925,20220315:0800,25.4,24,8.2,24,5.1,24,16.8,-,24,D
3925,20220316:0800,25.1,24,7.2,24,3.8,24,16.2,-,24,D
3925,20220317:0800,24.6,24,7,24,3.6,24,15.8,-,24,D
3925,20220318:0800,22.8,24,6.4,24,3.4,24,14.6,-,24,D
3925,20220319:0800,20.7,24,8.4,24,6,24,14.6,-,24,D
3925,20220320:0800,20.4,24,10.2,24,8.5,24,15.3,-,24,D
3925,20220321:0800,22.9,24,11.9,24,11.9,24,17.4,-,24,D
3925,20220322:0800,17.7,24,10.5,24,9.3,24,14.1,-,24,D
3925,20220323:0800,20.3,24,11.2,24,11.8,24,15.8,-,24,D
3925,20220324:0800,24.8,24,13.7,24,13.2,24,19.3,-,24,D
3925,20220325:0800,22.2,24,10.5,24,8.9,24,16.4,-,24,D
3925,20220326:0800,24.6,24,6.6,24,3.9,24,15.6,-,24,D
3925,20220327:0800,26,24,6,24,2.5,24,16,-,24,D
3925,20220328:0800,27.2,24,8.6,24,5.4,24,17.9,-,24,D
3925,20220329:0800,25.9,24,10.3,24,11.4,24,18.1,-,24,D
3925,20220330:0800,24.9,24,11.4,24,8.8,24,18.2,-,24,D
3925,20220331:0800,25.4,24,9.8,24,6.8,24,17.6,-,24,D
3925,20220401:0800,24.6,24,11.8,24,9.4,24,18.2,-,24,D
3925,20220402:0800,23.6,24,13.4,24,10.9,24,18.5,-,24,D
3925,20220403:0900,24.2,24,7.6,24,4.3,24,15.9,-,24,D
3925,20220404:0900,24.5,24,5.7,24,2.2,24,15.1,-,24,D
3925,20220405:0900,24.6,24,8.5,24,6.4,24,16.6,-,24,D
3925,20220406:0900,18.4,24,11.9,24,12.7,24,15.2,-,24,D
3925,20220407:0900,17.9,24,7.1,24,4.6,24,12.5,-,24,D
3925,20220408:0900,19,24,7.2,24,5.8,24,13.1,-,24,D
3925,20220409:0900,16.4,24,6.3,24,3.5,24,11.4,-,24,D
3925,20220410:0900,20.6,24,7.2,24,3.6,24,13.9,-,24,D
3925,20220411:0900,20.1,24,9.7,24,6.6,24,14.9,-,24,D
3925,20220412:0900,18.3,24,8.8,24,5.4,24,13.6,-,24,D
3925,20220413:0900,17.4,24,5.3,24,3,24,11.4,-,24,D
3925,20220414:0900,19.8,24,1,24,-2,24,10.4,-,24,D
3925,20220415:0900,19.7,24,6.8,24,6,24,13.3,-,24,D
3925,20220416:0900,18.8,24,8,24,4.4,24,13.4,-,24,D
3925,20220417:0900,18.7,24,7.6,24,5.6,24,13.2,-,24,D
3925,20220418:0900,20.9,24,4.2,24,0.4,24,12.6,-,24,D
3925,20220419:0900,21,24,3,24,0.6,24,12,-,24,D
3925,20220420:0900,21.4,24,6.3,24,7.9,24,13.9,-,24,D
3925,20220421:0900,20.2,24,15.3,24,16.2,24,17.8,-,24,D
3925,20220422:0900,21.5,24,10.8,24,9.2,24,16.2,-,24,D
3925,20220423:0900,15,24,6.5,24,5.3,24,10.8,-,24,D
3925,20220424:0900,14.6,24,7.2,24,7.4,24,10.9,-,24,D
3925,20220425:0900,15.5,24,9.1,24,8.2,24,12.3,-,24,D
3925,20220426:0900,16.5,24,6.9,24,3.5,24,11.7,-,24,D
3925,20220427:0900,17.5,24,4.2,24,1.7,24,10.9,-,24,D
3925,20220428:0900,18.9,24,6.3,24,3.6,24,12.6,-,24,D
3925,20220429:0900,19.5,24,8,24,5.2,24,13.8,-,24,D
3925,20220430:0900,18.7,24,5,24,2.8,24,11.9,-,24,D
3925,20220501:0900,18.9,24,7.1,24,8.9,24,13,-,24,D
3925,20220502:0900,17,24,13.4,24,12.4,24,15.2,-,24,D
3925,20220503:0900,18.6,24,13.1,24,11.1,24,15.9,-,24,D
3925,20220504:0900,20.6,24,10.3,24,9.6,24,15.5,-,24,D
3925,20220505:0900,18.8,24,10.2,24,9.7,24,14.5,-,24,D
3925,20220506:0900,18.7,24,8.3,24,6.8,24,13.5,-,24,D
3925,20220507:0900,19.2,24,6.8,24,3.9,24,13,-,24,D
3925,20220508:0900,16.2,24,9.6,24,9,24,12.9,-,24,D
3925,20220509:0900,16.3,24,11.9,24,11.7,24,14.1,-,24,D
3925,20220510:0900,18.9,24,7.8,24,6.7,24,13.4,-,24,D
3925,20220511:0900,17.8,24,-0.2,24,-2.6,24,8.8,-,24,D
3925,20220512:0900,15.8,24,1.1,24,1.5,24,8.5,-,24,D
3925,20220513:0900,13.2,24,6.2,24,3.8,24,9.7,-,24,D
3925,20220514:0900,13.1,24,8.2,24,7,24,10.7,-,24,D
3925,20220515:0900,14.7,24,9.8,24,10.5,24,12.3,-,24,D
3925,20220516:0900,15.3,24,11.9,24,11.8,24,13.6,-,24,D
3925,20220517:0900,17.7,24,9.4,24,8.9,24,13.6,-,24,D
3925,20220518:0900,15.1,24,9,24,7.6,24,12.1,-,24,D
3925,20220519:0900,15.8,24,8.1,24,5.2,24,12,-,24,D
3925,20220520:0900,14.6,24,8,24,7.3,24,11.3,-,24,D
3925,20220521:0900,9.2,24,3.1,24,0.7,24,6.2,-,24,D
3925,20220522:0900,9.8,24,4.8,24,5.5,24,7.3,-,24,D
3925,20220523:0900,11.3,24,2.6,24,0,24,7,-,24,D
3925,20220524:0900,11.8,24,3.4,24,3.3,24,7.6,-,24,D
3925,20220525:0900,13.6,24,6.8,24,5.8,24,10.2,-,24,D
3925,20220526:0900,12.2,24,4.6,24,2.2,24,8.4,-,24,D
3925,20220527:0900,12.9,24,1.6,24,0.3,24,7.3,-,24,D
3925,20220528:0900,11.9,24,1.1,24,-1.3,24,6.5,-,24,D
3925,20220529:0900,10.3,24,1.7,24,1.2,24,6,-,24,D
3925,20220530:0900,8.9,24,3.7,24,3.7,24,6.3,-,24,D
3925,20220531:0900,12.4,24,8.6,24,9.5,24,10.5,-,24,D
3925,20220601:0900,18,24,10.1,24,8.2,24,14.1,-,24,D
3925,20220602:0900,13.7,24,9.8,24,8.8,24,11.8,-,24,D
3925,20220603:0900,11.9,24,6.9,24,6.5,24,9.4,-,24,D
3925,20220604:0900,11,24,0.7,24,-1.5,24,5.9,-,24,D
3925,20220605:0900,11.4,24,0.7,24,-1,24,6.1,-,24,D
3925,20220606:0900,12.6,24,1.7,24,1.6,24,7.2,-,24,D
3925,20220607:0900,16.7,24,2.7,24,0.3,24,9.7,-,24,D
3925,20220608:0900,13.6,24,7,24,3,24,10.3,-,24,D
3925,20220609:0900,10.9,24,7.7,24,5.4,24,9.3,-,24,D
3925,20220610:0900,10,24,6.1,24,4.7,24,8.1,-,24,D
3925,20220611:0900,10.8,24,5.2,24,3.6,24,8,-,24,D
3925,20220612:0900,10,24,3.2,24,-0.4,24,6.6,-,24,D
3925,20220613:0900,10.8,24,5.1,24,3.4,24,8,-,24,D
3925,20220614:0900,8.3,24,4.3,24,1.9,24,6.3,-,24,D
3925,20220615:0900,10.2,24,5.7,24,5,24,8,-,24,D
3925,20220616:0900,10.1,24,6,24,3.9,24,8.1,-,24,D
3925,20220617:0900,10.8,24,5.9,24,5.2,24,8.4,-,24,D
3925,20220618:0900,8.7,24,5.5,24,4.7,24,7.1,-,24,D
3925,20220619:0900,9.5,24,2.6,24,-0.7,24,6.1,-,24,D
3925,20220620:0900,12.2,24,-1.7,24,-3.6,24,5.3,-,24,D
3925,20220621:0900,12.4,24,-3.5,24,-6.1,24,4.5,-,24,D
3925,20220622:0900,8.1,24,-3.3,24,-5.4,24,2.4,-,24,D
3925,20220623:0900,7.6,24,-3.1,24,-5.7,24,2.3,-,24,D
3925,20220624:0900,5.7,24,-2.9,24,-3.4,24,1.4,-,24,D
3925,20220625:0900,8,24,0.6,24,1.7,24,4.3,-,24,D
3925,20220626:0900,13.2,24,7.1,24,5.8,24,10.2,-,24,D
3925,20220627:0900,13,24,3.9,24,1.2,24,8.5,-,24,D
3925,20220628:0900,10.5,24,4.5,24,3.9,24,7.5,-,24,D
3925,20220629:0900,10.2,24,4.3,24,0.8,24,7.3,-,24,D
3925,20220630:0900,10,24,3.8,24,0.7,24,6.9,-,24,D
3925,20220701:0900,9.5,24,0.7,24,-2.1,24,5.1,-,24,D
3925,20220702:0900,10.7,24,1.6,24,0.5,24,6.2,-,24,D
3925,20220703:0900,11.6,24,4.5,24,2.2,24,8.1,-,24,D
3925,20220704:0900,11.9,24,4.2,24,1,24,8.1,-,24,D
3925,20220705:0900,9.2,24,2.8,24,2.3,24,6,-,24,D
3925,20220706:0900,7.4,24,3.1,24,-0.4,24,5.3,-,24,D
3925,20220707:0900,12.6,24,0.5,24,-1.1,24,6.6,-,24,D
3925,20220708:0900,9.2,24,1,24,1.1,24,5.1,-,24,D
3925,20220709:0900,13.6,24,9,24,9.7,24,11.3,-,24,D
3925,20220710:0900,12.3,24,4.9,24,4.3,24,8.6,-,24,D
3925,20220711:0900,9.2,24,0.9,24,-1.1,24,5.1,-,24,D
3925,20220712:0900,8.3,24,1.2,24,0.6,24,4.8,-,24,D
3925,20220713:0900,11.9,24,6.5,24,5.4,24,9.2,-,24,D
3925,20220714:0900,11.7,24,5.1,24,3.3,24,8.4,-,24,D
3925,20220715:0900,14.1,24,2,24,0.1,24,8.1,-,24,D
3925,20220716:0900,10.6,24,0.1,24,-2.4,24,5.4,-,24,D
3925,20220717:0900,9.7,24,0.1,24,-2.9,24,4.9,-,24,D
3925,20220718:0900,11.1,24,1.7,24,2.9,24,6.4,-,24,D
3925,20220719:0900,12.4,24,10.6,24,10,24,11.5,-,24,D
3925,20220720:0900,13,24,8.1,24,7.2,24,10.6,-,24,D
3925,20220721:0900,12.4,24,4.8,24,1.6,24,8.6,-,24,D
3925,20220722:0900,11.6,24,-3.1,24,-6.5,24,4.3,-,24,D
3925,20220723:0900,10.8,24,-2.4,24,-4,24,4.2,-,24,D
3925,20220724:0900,12.4,24,2,24,-1.4,24,7.2,-,24,D
3925,20220725:0900,11.8,24,0.8,24,-1.8,24,6.3,-,24,D
3925,20220726:0900,7.2,24,2.8,24,3,24,5,-,24,D
3925,20220727:0900,14.2,24,6.5,24,5.5,24,10.4,-,24,D
3925,20220728:0900,12.8,24,6.9,24,3.8,24,9.9,-,24,D
3925,20220729:0900,12.2,24,6.7,24,5.7,24,9.5,-,24,D
3925,20220730:0900,13.1,24,3,24,0.5,24,8.1,-,24,D
3925,20220731:0900,6.2,24,3.7,24,2.9,24,5,-,24,D
3925,20220801:0900,11.6,24,0.6,24,-1.1,24,6.1,-,24,D
3925,20220802:0900,11.7,24,1.6,24,2.7,24,6.7,-,24,D
3925,20220803:0900,11.9,24,6.9,24,6.1,24,9.4,-,24,D
3925,20220804:0900,15.4,24,3.6,24,0.6,24,9.5,-,24,D
3925,20220805:0900,14.6,24,2.1,24,-0.6,24,8.4,-,24,D
3925,20220806:0900,13.9,24,4.7,24,5.9,24,9.3,-,24,D
3925,20220807:0900,14.5,24,8.7,24,6.6,24,11.6,-,24,D
3925,20220808:0900,15.6,24,3,24,0.8,24,9.3,-,24,D
3925,20220809:0900,9.2,24,3.7,24,3.1,24,6.5,-,24,D
3925,20220810:0900,8.8,24,-1.1,24,-3.6,24,3.9,-,24,D
3925,20220811:0900,13.2,24,-4.1,24,-7.6,24,4.6,-,24,D
3925,20220812:0900,12.3,24,-2.1,24,-5.6,24,5.1,-,24,D
3925,20220813:0900,12.8,24,-3.7,24,-6.4,24,4.6,-,24,D
3925,20220814:0900,12.8,24,-2.1,24,-2.4,24,5.4,-,24,D
3925,20220815:0900,11.4,24,-0.6,24,-2.2,24,5.4,-,24,D
3925,20220816:0900,11.9,24,0.6,24,0.4,24,6.3,-,24,D
3925,20220817:0900,13.7,24,8.2,24,8.8,24,11,-,24,D
3925,20220818:0900,15.9,24,11.7,24,12.3,24,13.8,-,24,D
3925,20220819:0900,16.4,24,12.2,24,11.3,24,14.3,-,24,D
3925,20220820:0900,16.4,24,12.3,24,13.8,24,14.4,-,24,D
3925,20220821:0900,14.9,24,7.8,24,6.8,24,11.4,-,24,D
3925,20220822:0900,13,24,4,24,0.9,24,8.5,-,24,D
3925,20220823:0900,14.2,24,3,24,0.5,24,8.6,-,24,D
3925,20220824:0900,13.6,24,5.1,24,4.3,24,9.4,-,24,D
3925,20220825:0900,13.5,24,7.4,24,7.7,24,10.5,-,24,D
3925,20220826:0900,15.7,24,6.8,24,5.4,24,11.3,-,24,D
3925,20220827:0900,17.8,24,-0.2,24,-2.9,24,8.8,-,24,D
3925,20220828:0900,17.8,24,3.2,24,2.3,24,10.5,-,24,D
3925,20220829:0900,16.8,24,4.1,24,0.6,24,10.5,-,24,D
3925,20220830:0900,16.6,24,5.9,24,1.9,24,11.3,-,24,D
3925,20220831:0900,14.1,24,4.2,24,1.7,24,9.2,-,24,D
3925,20220901:0900,14.8,24,6.1,24,7.6,24,10.5,-,24,D
3925,20220902:0900,14.4,24,8.8,24,7.9,24,11.6,-,24,D
3925,20220903:0900,14,24,10.6,24,10.3,24,12.3,-,24,D
3925,20220904:0900,15.5,24,4.4,24,0.6,24,10,-,24,D
3925,20220905:0900,12.1,24,5.5,24,4.5,24,8.8,-,24,D
3925,20220906:0900,11.3,24,-1.4,24,-5.3,24,5,-,24,D
3925,20220907:0900,11.6,24,2.1,24,-0.2,24,6.9,-,24,D
3925,20220908:0900,13,24,2.9,24,1.3,24,8,-,24,D
3925,20220909:0900,16.2,24,1.7,24,-0.8,24,9,-,24,D
3925,20220910:0900,16.8,24,0.1,24,-2.4,24,8.5,-,24,D
3925,20220911:0900,18.3,24,0.9,24,-1.1,24,9.6,-,24,D
3925,20220912:0900,18.1,24,5.8,24,3.5,24,12,-,24,D
3925,20220913:0900,13.5,24,6.7,24,4.7,24,10.1,-,24,D
3925,20220914:0900,12.4,24,0.7,24,-2.9,24,6.6,-,24,D
3925,20220915:0900,12.5,24,-2.8,24,-5.3,24,4.9,-,24,D
3925,20220916:0900,14,24,0.4,24,1.6,24,7.2,-,24,D
3925,20220917:0900,15.2,24,4.5,24,1.1,24,9.9,-,24,D
3925,20220918:0900,13.9,24,3.8,24,0.5,24,8.9,-,24,D
3925,20220919:0900,16.7,24,8.6,24,7.8,24,12.7,-,24,D
3925,20220920:0900,17.6,24,6.3,24,3.7,24,12,-,24,D
3925,20220921:0900,11.9,24,8.3,24,7.1,24,10.1,-,24,D
3925,20220922:0900,13,24,3.2,24,0.7,24,8.1,-,24,D
3925,20220923:0900,19.7,24,1.9,24,-0.9,24,10.8,-,24,D
3925,20220924:0900,20.7,24,4.6,24,1.2,24,12.7,-,24,D
3925,20220925:0800,20,24,7.4,24,3.4,24,13.7,-,24,D
3925,20220926:0800,20.4,24,7.1,24,4.8,24,13.8,-,24,D
3925,20220927:0800,20.8,24,8.9,24,9.5,24,14.9,-,24,D
3925,20220928:0800,17.3,24,10,24,9.8,24,13.7,-,24,D
3925,20220929:0800,14.2,24,10.9,24,11.8,24,12.6,-,24,D
3925,20220930:0800,18.7,24,9.2,24,9.5,24,14,-,24,D
3925,20221001:0800,14.8,24,4.5,24,1.7,24,9.7,-,24,D
3925,20221002:0800,17.7,24,6.3,24,6.8,24,12,-,24,D
3925,20221003:0800,18.2,24,9.8,24,9.9,24,14,-,24,D
3925,20221004:0800,19,24,3.1,24,-0.9,24,11.1,-,24,D
3925,20221005:0800,16.9,24,5.6,24,3.3,24,11.3,-,24,D
3925,20221006:0800,10.1,24,-1,24,-3.9,24,4.6,-,24,D
3925,20221007:0800,10.8,24,-2.9,24,-5.6,24,4,-,24,D
3925,20221008:0800,18.2,24,0.9,24,-1.6,24,9.6,-,24,D
3925,20221009:0800,17.4,24,5.1,24,0.3,24,11.3,-,24,D
3925,20221010:0800,15.5,24,8.6,24,8.4,24,12.1,-,24,D
3925,20221011:0800,15.3,24,8,24,4.1,24,11.7,-,24,D
3925,20221012:0800,17.1,24,6.3,24,3.2,24,11.7,-,24,D
3925,20221013:0800,17.3,24,6.5,24,2.6,24,11.9,-,24,D
3925,20221014:0800,19.7,24,0.9,24,-2.7,24,10.3,-,24,D
3925,20221015:0800,20.6,24,4.8,24,0.7,24,12.7,-,24,D
3925,20221016:0800,17.9,24,7.3,24,2.8,24,12.6,-,24,D
3925,20221017:0800,19.1,24,8.8,24,6.3,24,14,-,24,D
3925,20221018:0800,18.8,24,5.1,24,2.1,24,12,-,24,D
3925,20221019:0800,15.4,24,5.7,24,2.5,24,10.6,-,24,D
3925,20221020:0800,14.4,24,6.6,24,5.7,24,10.5,-,24,D
3925,20221021:0800,17,24,6.9,24,5,24,12,-,24,D
3925,20221022:0800,19,24,7.5,24,7.3,24,13.3,-,24,D
3925,20221023:0800,18.1,24,6.3,24,3.3,24,12.2,-,24,D
3925,20221024:0800,19.8,24,8.1,24,5.4,24,14,-,24,D
3925,20221025:0800,18.5,24,7.4,24,7.4,24,13,-,24,D
3925,20221026:0800,12.9,24,8.1,24,8.7,24,10.5,-,24,D
3925,20221027:0800,16.5,24,7.3,24,5,24,11.9,-,24,D
3925,20221028:0800,17.1,24,11,24,11,24,14.1,-,24,D
3925,20221029:0800,16.6,24,14.4,24,14.5,24,15.5,-,24,D
3925,20221030:0800,17.4,24,10.3,24,5.9,24,13.9,-,24,D
3925,20221031:0800,19.3,24,9.8,24,6.4,24,14.6,-,24,D
3925,20221101:0800,20.7,24,10.2,24,7.5,24,15.5,-,24,D
3925,20221102:0800,20.1,24,11.4,24,9.7,24,15.8,-,24,D
3925,20221103:0800,17,24,12.3,24,11.9,24,14.7,-,24,D
3925,20221104:0800,18,24,6.6,24,3.4,24,12.3,-,24,D
3925,20221105:0800,18.3,24,9.4,24,8.2,24,13.9,-,24,D
3925,20221106:0800,18.1,24,5,24,1.6,24,11.6,-,24,D
3925,20221107:0800,21.6,24,7.8,24,3.2,24,14.7,-,24,D
3925,20221108:0800,20.9,24,6,24,3.2,24,13.5,-,24,D
3925,20221109:0800,24.8,24,8.6,24,4.3,24,16.7,-,24,D
3925,20221110:0800,23.9,24,9.6,24,5.7,24,16.8,-,24,D
3925,20221111:0800,25,24,6.1,24,2.7,24,15.6,-,24,D
3925,20221112:0800,24.1,24,10.9,24,8.2,24,17.5,-,24,D
3925,20221113:0800,22.8,24,12.4,24,13.3,24,17.6,-,24,D
3925,20221114:0800,22,24,8.4,24,4.8,24,15.2,-,24,D
3925,20221115:0800,25.2,24,9.2,24,5.9,24,17.2,-,24,D
3925,20221116:0800,26.5,24,9.2,24,5.5,24,17.9,-,24,D
3925,20221117:0800,24.1,24,12.2,24,11,24,18.2,-,24,D
3925,20221118:0800,22.2,24,12.8,24,12,24,17.5,-,24,D
3925,20221119:0800,24.6,24,14,24,14.1,24,19.3,-,24,D
3925,20221120:0800,19.4,24,10.7,24,8.8,24,15.1,-,24,D
3925,20221121:0800,22.6,24,13.1,24,12.3,24,17.9,-,24,D
3925,20221122:0800,17.2,24,8.6,24,3.9,24,12.9,-,24,D
3925,20221123:0800,17.5,24,8.8,24,6.8,24,13.2,-,24,D
3925,20221124:0800,17.2,24,8.4,24,7.1,24,12.8,-,24,D
3925,20221125:0800,12.4,24,6.8,24,4.4,24,9.6,-,24,D
3925,20221126:0800,15.5,24,7.7,24,5.5,24,11.6,-,24,D
3925,20221127:0800,15.7,24,10.3,24,10.4,24,13,-,24,D
3925,20221128:0800,14.6,24,4.9,24,0.8,24,9.8,-,24,D
3925,20221129:0800,18.2,24,8.2,24,6.4,24,13.2,-,24,D
3925,20221130:0800,19.6,24,11.2,24,11.5,24,15.4,-,24,D
3925,20221201:0800,17.8,24,9.5,24,6.8,24,13.7,-,24,D
3925,20221202:0800,19.3,24,9.6,24,8.8,24,14.5,-,24,D
3925,20221203:0800,18.4,24,5.3,24,2.7,24,11.9,-,24,D
3925,20221204:0800,21.2,24,8.3,24,5.1,24,14.8,-,24,D
3925,20221205:0800,20.5,24,11.6,24,11,24,16.1,-,24,D
3925,20221206:0800,21,24,10.5,24,9.2,24,15.8,-,24,D
3925,20221207:0800,21.9,24,12,24,9.4,24,17,-,24,D
3925,20221208:0800,25.2,24,11.4,24,8.4,24,18.3,-,24,D
3925,20221209:0800,24.4,24,12.2,24,12.3,24,18.3,-,24,D
3925,20221210:0800,17,24,13,24,11.2,24,15,-,24,D
3925,20221211:0800,22.1,24,9.4,24,6.6,24,15.8,-,24,D
3925,20221212:0800,17.4,24,11,24,8.1,24,14.2,-,24,D
3925,20221213:0800,23,24,9.8,24,7.2,24,16.4,-,24,D
3925,20221214:0800,26.7,24,12.3,24,9.9,24,19.5,-,24,D
3925,20221215:0800,27.4,24,15.3,24,15.3,24,21.4,-,24,D
3925,20221216:0800,24.5,24,16.5,24,16.9,24,20.5,-,24,D
3925,20221217:0800,23.3,24,13.5,24,11.8,24,18.4,-,24,D
3925,20221218:0800,25,24,14.4,24,12.9,24,19.7,-,24,D
3925,20221219:0800,24.6,24,12.2,24,12,24,18.4,-,24,D
3925,20221220:0800,20.9,24,10.3,24,8.9,24,15.6,-,24,D
3925,20221221:0800,19.8,24,11.2,24,9.4,24,15.5,-,24,D
3925,20221222:0800,23.4,24,8.5,24,5.3,24,16,-,24,D
3925,20221223:0800,21.6,24,12.2,24,11.1,24,16.9,-,24,D
3925,20221224:0800,24.1,24,10.8,24,8.4,24,17.5,-,24,D
3925,20221225:0800,25.3,24,9.8,24,6.8,24,17.6,-,24,D
3925,20221226:0800,24.9,24,11,24,8.8,24,18,-,24,D
3925,20221227:0800,29.1,24,10.9,24,8.2,24,20,-,24,D
3925,20221228:0800,29.2,24,14.8,24,14.1,24,22,-,24,D
3925,20221229:0800,28.1,24,11.8,24,10.3,24,20,-,24,D
3925,20221230:0800,27.9,24,12,24,10.4,24,20,-,24,D
3925,20221231:0800,23.9,24,10,24,6.5,24,17,-,24,D
3925,20230101:0800,27.1,24,13.5,24,10.8,24,20.3,-,24,D
3925,20230102:0800,28,24,15.7,24,12.1,24,21.9,-,24,D
3925,20230103:0800,27.9,24,13.7,24,11,24,20.8,-,24,D
3925,20230104:0800,26.7,24,14.8,24,13.3,24,20.8,-,24,D
3925,20230105:0800,26.2,24,15.9,24,15.6,24,21.1,-,24,D
3925,20230106:0800,22.5,24,16.9,24,17,24,19.7,-,24,D
3925,20230107:0800,23.8,24,16.1,24,14.6,24,20,-,24,D
3925,20230108:0800,24.9,24,14.2,24,13.2,24,19.6,-,24,D
3925,20230109:0800,29.6,24,9.3,24,6.6,24,19.5,-,24,D
3925,20230110:0800,31.5,24,12.1,24,9.1,24,21.8,-,24,D
3925,20230111:0800,28.7,24,15.3,24,13.4,24,22,-,24,D
3925,20230112:0800,25,24,11.9,24,9.1,24,18.5,-,24,D
3925,20230113:0800,28.4,24,14.2,24,11,24,21.3,-,24,D
3925,20230114:0800,21.2,24,15.5,24,14.8,24,18.4,-,24,D
3925,20230115:0800,28.1,24,15.4,24,14.2,24,21.8,-,24,D
3925,20230116:0800,27.1,24,14.2,24,11.9,24,20.7,-,24,D
3925,20230117:0800,27.8,24,12.5,24,9.1,24,20.2,-,24,D
3925,20230118:0800,27.4,24,15.4,24,14.5,24,21.4,-,24,D
3925,20230119:0800,28.7,24,13.5,24,10.3,24,21.1,-,24,D
3925,20230120:0800,29.2,24,11.6,24,9,24,20.4,-,24,D
3925,20230121:0800,24.2,24,11,24,8,24,17.6,-,24,D
