Station,Date(NZST),Amount(Hrs),Period(Hrs),Freq
3925,20130427:2359,2.3,24,D
3925,20130428:2359,0.5,24,D
3925,20130429:2359,0.9,24,D
3925,20130430:2359,5.3,24,D
3925,20130501:2359,5,24,D
3925,20130502:2359,0,24,D
3925,20130503:2359,2,24,D
3925,20130504:2359,0.4,24,D
3925,20130505:2359,1.1,24,D
3925,20130506:2359,4.3,24,D
3925,20130507:2359,7.6,24,D
3925,20130508:2359,7.9,24,D
3925,20130509:2359,1.7,24,D
3925,20130510:2359,8.4,24,D
3925,20130511:2359,8.7,24,D
3925,20130512:2359,7.5,24,D
3925,20130513:2359,4,24,D
3925,20130514:2359,3.2,24,D
3925,20130515:2359,7,24,D
3925,20130516:2359,4,24,D
3925,20130517:2359,0,24,D
3925,20130518:2359,6.5,24,D
3925,20130519:2359,4.3,24,D
3925,20130520:2359,6.4,24,D
3925,20130521:2359,0.5,24,D
3925,20130522:2359,0.6,24,D
3925,20130523:2359,3.1,24,D
3925,20130524:2359,7.6,24,D
3925,20130525:2359,2.6,24,D
3925,20130526:2359,0,24,D
3925,20130527:2359,0.4,24,D
3925,20130528:2359,6.1,24,D
3925,20130529:2359,7.5,24,D
3925,20130530:2359,1,24,D
3925,20130531:2359,1.5,24,D
3925,20130601:2359,0.4,24,D
3925,20130602:2359,1.8,24,D
3925,20130603:2359,0,24,D
3925,20130604:2359,0,24,D
3925,20130605:2359,7.3,24,D
3925,20130606:2359,6.8,24,D
3925,20130607:2359,0,24,D
3925,20130608:2359,0.1,24,D
3925,20130609:2359,0.5,24,D
3925,20130610:2359,1.6,24,D
3925,20130611:2359,2.7,24,D
3925,20130612:2359,0,24,D
3925,20130613:2359,0.3,24,D
3925,20130614:2359,3.7,24,D
3925,20130615:2359,0,24,D
3925,20130616:2359,0,24,D
3925,20130617:2359,0.2,24,D
3925,20130618:2359,0,24,D
3925,20130619:2359,0.1,24,D
3925,20130620:2359,0,24,D
3925,20130621:2359,7.2,24,D
3925,20130622:2359,0.5,24,D
3925,20130623:2359,7.3,24,D
3925,20130624:2359,0.1,24,D
3925,20130625:2359,0.8,24,D
3925,20130626:2359,4,24,D
3925,20130627:2359,1.9,24,D
3925,20130628:2359,7.2,24,D
3925,20130629:2359,2.9,24,D
3925,20130630:2359,0.9,24,D
3925,20130701:2359,1.7,24,D
3925,20130702:2359,0.3,24,D
3925,20130703:2359,0.3,24,D
3925,20130704:2359,7.4,24,D
3925,20130705:2359,2.4,24,D
3925,20130706:2359,1.1,24,D
3925,20130707:2359,0.7,24,D
3925,20130708:2359,2.1,24,D
3925,20130709:2359,0,24,D
3925,20130710:2359,7.5,24,D
3925,20130711:2359,7.3,24,D
3925,20130712:2359,0.5,24,D
3925,20130713:2359,6.4,24,D
3925,20130714:2359,5.9,24,D
3925,20130715:2359,7.5,24,D
3925,20130716:2359,5.3,24,D
3925,20130717:2359,0,24,D
3925,20130718:2359,2.5,24,D
3925,20130719:2359,3.2,24,D
3925,20130720:2359,1.1,24,D
3925,20130721:2359,1.3,24,D
3925,20130722:2359,1.7,24,D
3925,20130723:2359,0,24,D
3925,20130724:2359,1.7,24,D
3925,20130725:2359,1.2,24,D
3925,20130726:2359,0.1,24,D
3925,20130727:2359,0.2,24,D
3925,20130728:2359,4.4,24,D
3925,20130729:2359,6.2,24,D
3925,20130730:2359,6,24,D
3925,20130731:2359,7.2,24,D
3925,20130801:2359,0,24,D
3925,20130802:2359,4.9,24,D
3925,20130803:2359,8,24,D
3925,20130804:2359,0,24,D
3925,20130805:2359,0.3,24,D
3925,20130806:2359,0,24,D
3925,20130807:2359,0,24,D
3925,20130808:2359,0.4,24,D
3925,20130809:2359,0.9,24,D
3925,20130810:2359,6.9,24,D
3925,20130811:2359,0,24,D
3925,20130812:2359,3,24,D
3925,20130813:2359,2.7,24,D
3925,20130814:2359,1.1,24,D
3925,20130815:2359,3.5,24,D
3925,20130816:2359,0.9,24,D
3925,20130817:2359,4.7,24,D
3925,20130818:2359,7.3,24,D
3925,20130819:2359,5.7,24,D
3925,20130820:2359,1.4,24,D
3925,20130821:2359,2,24,D
3925,20130822:2359,1.7,24,D
3925,20130823:2359,5.1,24,D
3925,20130824:2359,5,24,D
3925,20130825:2359,1.3,24,D
3925,20130826:2359,2.5,24,D
3925,20130827:2359,2.4,24,D
3925,20130828:2359,4.8,24,D
3925,20130829:2359,7.7,24,D
3925,20130830:2359,9.8,24,D
3925,20130831:2359,9.8,24,D
3925,20130901:2359,7.1,24,D
3925,20130902:2359,9.1,24,D
3925,20130903:2359,8.8,24,D
3925,20130904:2359,2.7,24,D
3925,20130905:2359,9.8,24,D
3925,20130906:2359,3.5,24,D
3925,20130907:2359,1.9,24,D
3925,20130908:2359,5.8,24,D
3925,20130909:2359,4.4,24,D
3925,20130910:2359,1.3,24,D
3925,20130911:2359,0,24,D
3925,20130912:2359,3.2,24,D
3925,20130913:2359,7.4,24,D
3925,20130914:2359,6.2,24,D
3925,20130915:2359,7.6,24,D
3925,20130916:2359,5.7,24,D
3925,20130917:2359,10.6,24,D
3925,20130918:2359,7,24,D
3925,20130919:2359,0.3,24,D
3925,20130920:2359,0.9,24,D
3925,20130921:2359,0.3,24,D
3925,20130922:2359,0.1,24,D
3925,20130923:2359,4.2,24,D
3925,20130924:2359,5.2,24,D
3925,20130925:2359,1.7,24,D
3925,20130926:2359,7.9,24,D
3925,20130927:2359,2.6,24,D
3925,20130928:2359,0.3,24,D
3925,20130929:2259,5.2,24,D
3925,20130930:2259,8.9,24,D
3925,20131001:2259,10.4,24,D
3925,20131002:2259,7.3,24,D
3925,20131003:2259,0.1,24,D
3925,20131004:2259,6.4,24,D
3925,20131005:2259,3.8,24,D
3925,20131006:2259,2.8,24,D
3925,20131007:2259,0.5,24,D
3925,20131008:2259,0,24,D
3925,20131009:2259,6.4,24,D
3925,20131010:2259,2.8,24,D
3925,20131011:2259,0,24,D
3925,20131012:2259,1.4,24,D
3925,20131013:2259,0.8,24,D
3925,20131014:2259,0,24,D
3925,20131015:2259,5.6,24,D
3925,20131016:2259,2.3,24,D
3925,20131017:2259,2.2,24,D
3925,20131018:2259,0.2,24,D
3925,20131019:2259,11,24,D
3925,20131020:2259,7.1,24,D
3925,20131021:2259,4,24,D
3925,20131022:2259,1.8,24,D
3925,20131023:2259,7.6,24,D
3925,20131024:2259,0,24,D
3925,20131025:2259,2.4,24,D
3925,20131026:2259,0.8,24,D
3925,20131027:2259,2,24,D
3925,20131028:2259,9.2,24,D
3925,20131029:2259,9.8,24,D
3925,20131030:2259,1.8,24,D
3925,20131031:2259,0.9,24,D
3925,20131101:2259,7,24,D
3925,20131102:2259,2.4,24,D
3925,20131103:2259,10.1,24,D
3925,20131104:2259,7.6,24,D
3925,20131105:2259,2,24,D
3925,20131106:2259,11.6,24,D
3925,20131107:2259,10.1,24,D
3925,20131108:2259,12.2,24,D
3925,20131109:2259,4.5,24,D
3925,20131110:2259,9.5,24,D
3925,20131111:2259,10.5,24,D
3925,20131112:2259,12.6,24,D
3925,20131113:2259,10.5,24,D
3925,20131114:2259,8.4,24,D
3925,20131115:2259,5.4,24,D
3925,20131116:2259,3.7,24,D
3925,20131117:2259,0,24,D
3925,20131118:2259,9.9,24,D
3925,20131119:2259,8.3,24,D
3925,20131120:2259,5,24,D
3925,20131121:2259,0.5,24,D
3925,20131122:2259,9,24,D
3925,20131123:2259,9.7,24,D
3925,20131124:2259,9.9,24,D
3925,20131125:2259,0,24,D
3925,20131126:2259,0,24,D
3925,20131127:2259,1.7,24,D
3925,20131128:2259,0,24,D
3925,20131129:2259,1.6,24,D
3925,20131130:2259,1.9,24,D
3925,20131201:2259,5.8,24,D
3925,20131202:2259,10.6,24,D
3925,20131203:2259,10,24,D
3925,20131204:2259,5.6,24,D
3925,20131205:2259,5.1,24,D
3925,20131206:2259,3.1,24,D
3925,20131207:2259,1.4,24,D
3925,20131208:2259,0.8,24,D
3925,20131209:2259,1.7,24,D
3925,20131210:2259,2.1,24,D
3925,20131211:2259,0.7,24,D
3925,20131212:2259,5.8,24,D
3925,20131213:2259,10.9,24,D
3925,20131214:2259,10.4,24,D
3925,20131215:2259,13.5,24,D
3925,20131216:2259,4.9,24,D
3925,20131217:2259,6.5,24,D
3925,20131218:2259,1.6,24,D
3925,20131219:2259,8.9,24,D
3925,20131220:2259,11.2,24,D
3925,20131221:2259,4.9,24,D
3925,20131222:2259,9.1,24,D
3925,20131223:2259,5.2,24,D
3925,20131224:2259,0.2,24,D
3925,20131225:2259,2.5,24,D
3925,20131226:2259,5.4,24,D
3925,20131227:2259,11.9,24,D
3925,20131228:2259,6.6,24,D
3925,20131229:2259,1.2,24,D
3925,20131230:2259,2.2,24,D
3925,20131231:2259,4.2,24,D
3925,20140101:2259,2,24,D
3925,20140102:2259,1.7,24,D
3925,20140103:2259,0.5,24,D
3925,20140104:2259,1,24,D
3925,20140105:2259,6,24,D
3925,20140106:2259,8.1,24,D
3925,20140107:2259,1.2,24,D
3925,20140108:2259,4.3,24,D
3925,20140109:2259,9.5,24,D
3925,20140110:2259,5.6,24,D
3925,20140111:2259,6.6,24,D
3925,20140112:2259,1.8,24,D
3925,20140113:2259,4.4,24,D
3925,20140114:2259,5.9,24,D
3925,20140115:2259,12.1,24,D
3925,20140116:2259,0,24,D
3925,20140117:2259,6.1,24,D
3925,20140118:2259,12.4,24,D
3925,20140119:2259,12.8,24,D
3925,20140120:2259,0.5,24,D
3925,20140121:2259,3.2,24,D
3925,20140122:2259,2.3,24,D
3925,20140123:2259,3.8,24,D
3925,20140124:2259,8.4,24,D
3925,20140125:2259,9.8,24,D
3925,20140126:2259,0.6,24,D
3925,20140127:2259,10.4,24,D
3925,20140128:2259,8.7,24,D
3925,20140129:2259,5.5,24,D
3925,20140130:2259,8.5,24,D
3925,20140131:2259,11.3,24,D
3925,20140201:2259,7.3,24,D
3925,20140202:2259,12.2,24,D
3925,20140203:2259,8.6,24,D
3925,20140204:2259,2.7,24,D
3925,20140205:2259,10.6,24,D
3925,20140206:2259,11.7,24,D
3925,20140207:2259,3,24,D
3925,20140208:2259,11,24,D
3925,20140209:2259,12.3,24,D
3925,20140210:2259,12.2,24,D
3925,20140211:2259,2.9,24,D
3925,20140212:2259,1.8,24,D
3925,20140213:2259,1,24,D
3925,20140214:2259,5,24,D
3925,20140215:2259,6.3,24,D
3925,20140216:2259,11.4,24,D
3925,20140217:2259,6.4,24,D
3925,20140218:2259,1,24,D
3925,20140219:2259,3.4,24,D
3925,20140220:2259,10.3,24,D
3925,20140221:2259,11.3,24,D
3925,20140222:2259,6.1,24,D
3925,20140223:2259,5.4,24,D
3925,20140224:2259,3.8,24,D
3925,20140225:2259,10.1,24,D
3925,20140226:2259,8.9,24,D
3925,20140227:2259,8.2,24,D
3925,20140228:2259,2.8,24,D
3925,20140301:2259,8.7,24,D
3925,20140302:2259,3.1,24,D
3925,20140303:2259,3.3,24,D
3925,20140304:2259,1.6,24,D
3925,20140305:2259,8.6,24,D
3925,20140306:2259,11.3,24,D
3925,20140307:2259,7,24,D
3925,20140308:2259,9.9,24,D
3925,20140309:2259,9.5,24,D
3925,20140310:2259,8.9,24,D
3925,20140311:2259,6.7,24,D
3925,20140312:2259,3.8,24,D
3925,20140313:2259,7.4,24,D
3925,20140314:2259,10.4,24,D
3925,20140315:2259,2.9,24,D
3925,20140316:2259,0.5,24,D
3925,20140317:2259,2.2,24,D
3925,20140318:2259,6.6,24,D
3925,20140319:2259,10.7,24,D
3925,20140320:2259,6.1,24,D
3925,20140321:2259,10.5,24,D
3925,20140322:2259,8.9,24,D
3925,20140323:2259,7.3,24,D
3925,20140324:2259,6.1,24,D
3925,20140325:2259,3,24,D
3925,20140326:2259,10.4,24,D
3925,20140327:2259,10.5,24,D
3925,20140328:2259,0.9,24,D
3925,20140329:2259,1.1,24,D
3925,20140330:2259,0,24,D
3925,20140331:2259,6.3,24,D
3925,20140401:2259,8.1,24,D
3925,20140402:2259,6.1,24,D
3925,20140403:2259,7.1,24,D
3925,20140404:2259,5.4,24,D
3925,20140405:2259,2.2,24,D
3925,20140406:2359,6.3,24,D
3925,20140407:2359,0.9,24,D
3925,20140408:2359,0.7,24,D
3925,20140409:2359,0.5,24,D
3925,20140410:2359,0.6,24,D
3925,20140411:2359,1.5,24,D
3925,20140412:2359,2.2,24,D
3925,20140413:2359,0,24,D
3925,20140414:2359,0,24,D
3925,20140415:2359,0,24,D
3925,20140416:2359,6.2,24,D
3925,20140417:2359,0,24,D
3925,20140418:2359,0.1,24,D
3925,20140419:2359,4,24,D
3925,20140420:2359,0.7,24,D
3925,20140421:2359,1.3,24,D
3925,20140422:2359,3,24,D
3925,20140423:2359,5.1,24,D
3925,20140424:2359,0.5,24,D
3925,20140425:2359,0.9,24,D
3925,20140426:2359,8,24,D
3925,20140427:2359,0.1,24,D
3925,20140428:2359,0.7,24,D
3925,20140429:2359,6.3,24,D
3925,20140430:2359,8,24,D
3925,20140501:2359,5.4,24,D
3925,20140502:2359,1.7,24,D
3925,20140503:2359,4.8,24,D
3925,20140504:2359,2.1,24,D
3925,20140505:2359,0.7,24,D
3925,20140506:2359,1.5,24,D
3925,20140507:2359,0.2,24,D
3925,20140508:2359,0.6,24,D
3925,20140509:2359,4.1,24,D
3925,20140510:2359,6.4,24,D
3925,20140511:2359,3.5,24,D
3925,20140512:2359,1.3,24,D
3925,20140513:2359,1.7,24,D
3925,20140514:2359,3.8,24,D
3925,20140515:2359,6.3,24,D
3925,20140516:2359,5.7,24,D
3925,20140517:2359,1,24,D
3925,20140518:2359,3.4,24,D
3925,20140519:2359,2,24,D
3925,20140520:2359,1.6,24,D
3925,20140521:2359,0,24,D
3925,20140522:2359,1.7,24,D
3925,20140523:2359,0,24,D
3925,20140524:2359,0.2,24,D
3925,20140525:2359,0.5,24,D
3925,20140526:2359,5.6,24,D
3925,20140527:2359,2.2,24,D
3925,20140528:2359,3.6,24,D
3925,20140529:2359,1.6,24,D
3925,20140530:2359,7.1,24,D
3925,20140531:2359,6.7,24,D
3925,20140601:2359,6.3,24,D
3925,20140602:2359,3.7,24,D
3925,20140603:2359,4.8,24,D
3925,20140604:2359,1,24,D
3925,20140605:2359,0.3,24,D
3925,20140606:2359,0,24,D
3925,20140607:2359,0,24,D
3925,20140608:2359,0,24,D
3925,20140609:2359,0.3,24,D
3925,20140610:2359,0,24,D
3925,20140611:2359,0.2,24,D
3925,20140612:2359,5.1,24,D
3925,20140613:2359,7.1,24,D
3925,20140614:2359,3.7,24,D
3925,20140615:2359,2.4,24,D
3925,20140616:2359,0,24,D
3925,20140617:2359,0.1,24,D
3925,20140618:2359,0.3,24,D
3925,20140619:2359,2.2,24,D
3925,20140620:2359,0.2,24,D
3925,20140621:2359,0,24,D
3925,20140622:2359,7.3,24,D
3925,20140623:2359,0.1,24,D
3925,20140624:2359,0,24,D
3925,20140625:2359,0,24,D
3925,20140626:2359,1.7,24,D
3925,20140627:2359,0,24,D
3925,20140628:2359,1.5,24,D
3925,20140629:2359,3.3,24,D
3925,20140630:2359,1.5,24,D
3925,20140701:2359,4.1,24,D
3925,20140702:2359,2.3,24,D
3925,20140703:2359,1.4,24,D
3925,20140704:2359,0.7,24,D
3925,20140705:2359,1.1,24,D
3925,20140706:2359,5.4,24,D
3925,20140707:2359,3.6,24,D
3925,20140708:2359,7,24,D
3925,20140709:2359,0.8,24,D
3925,20140710:2359,0.2,24,D
3925,20140711:2359,0,24,D
3925,20140712:2359,0,24,D
3925,20140713:2359,3.4,24,D
3925,20140714:2359,0.6,24,D
3925,20140715:2359,0.7,24,D
3925,20140716:2359,7,24,D
3925,20140717:2359,7.5,24,D
3925,20140718:2359,0,24,D
3925,20140719:2359,7.6,24,D
3925,20140720:2359,7.3,24,D
3925,20140721:2359,7.1,24,D
3925,20140722:2359,7.6,24,D
3925,20140723:2359,5.2,24,D
3925,20140724:2359,1.3,24,D
3925,20140725:2359,3,24,D
3925,20140726:2359,1.1,24,D
3925,20140727:2359,4.1,24,D
3925,20140728:2359,7,24,D
3925,20140729:2359,0,24,D
3925,20140730:2359,0.4,24,D
3925,20140731:2359,0.4,24,D
3925,20140801:2359,0.6,24,D
3925,20140802:2359,0.1,24,D
3925,20140803:2359,0.9,24,D
3925,20140804:2359,3.6,24,D
3925,20140805:2359,1.1,24,D
3925,20140806:2359,5.6,24,D
3925,20140807:2359,0.4,24,D
3925,20140808:2359,4.9,24,D
3925,20140809:2359,5,24,D
3925,20140810:2359,3.8,24,D
3925,20140811:2359,0,24,D
3925,20140812:2359,2.9,24,D
3925,20140813:2359,2.1,24,D
3925,20140814:2359,0.6,24,D
3925,20140815:2359,6.3,24,D
3925,20140816:2359,5.9,24,D
3925,20140817:2359,1.7,24,D
3925,20140818:2359,4.1,24,D
3925,20140819:2359,0,24,D
3925,20140820:2359,3.6,24,D
3925,20140821:2359,9.4,24,D
3925,20140822:2359,9.3,24,D
3925,20140823:2359,9.4,24,D
3925,20140824:2359,8.6,24,D
3925,20140825:2359,0.9,24,D
3925,20140826:2359,9.5,24,D
3925,20140827:2359,7.7,24,D
3925,20140828:2359,7.5,24,D
3925,20140829:2359,9.3,24,D
3925,20140830:2359,9.8,24,D
3925,20140831:2359,9.8,24,D
3925,20140901:2359,7.8,24,D
3925,20140902:2359,9.9,24,D
3925,20140903:2359,9,24,D
3925,20140904:2359,8.3,24,D
3925,20140905:2359,3.3,24,D
3925,20140906:2359,9.6,24,D
3925,20140907:2359,4.8,24,D
3925,20140908:2359,5.7,24,D
3925,20140909:2359,0,24,D
3925,20140910:2359,3.3,24,D
3925,20140911:2359,2.2,24,D
3925,20140912:2359,5.7,24,D
3925,20140913:2359,1.5,24,D
3925,20140914:2359,7.8,24,D
3925,20140915:2359,0.7,24,D
3925,20140916:2359,0.2,24,D
3925,20140917:2359,2.9,24,D
3925,20140918:2359,3.9,24,D
3925,20140919:2359,1.2,24,D
3925,20140920:2359,3.2,24,D
3925,20140921:2359,4.2,24,D
3925,20140922:2359,10.4,24,D
3925,20140923:2359,4.6,24,D
3925,20140924:2359,10,24,D
3925,20140925:2359,2.2,24,D
3925,20140926:2359,0.1,24,D
3925,20140927:2359,0,24,D
3925,20140928:2259,8.7,24,D
3925,20140929:2259,11,24,D
3925,20140930:2259,10.7,24,D
3925,20141001:2259,9.7,24,D
3925,20141002:2259,0.2,24,D
3925,20141003:2259,2.1,24,D
3925,20141004:2259,2.8,24,D
3925,20141005:2259,0.9,24,D
3925,20141006:2259,3.1,24,D
3925,20141007:2259,6.5,24,D
3925,20141008:2259,2.9,24,D
3925,20141009:2259,5.7,24,D
3925,20141010:2259,8.6,24,D
3925,20141011:2259,8.9,24,D
3925,20141012:2259,7.9,24,D
3925,20141013:2259,6.1,24,D
3925,20141014:2259,10.2,24,D
3925,20141015:2259,10.3,24,D
3925,20141016:2259,7.6,24,D
3925,20141017:2259,2.8,24,D
3925,20141018:2259,1.9,24,D
3925,20141019:2259,3.7,24,D
3925,20141020:2259,2.4,24,D
3925,20141021:2259,0,24,D
3925,20141022:2259,6.2,24,D
3925,20141023:2259,9,24,D
3925,20141024:2259,7.3,24,D
3925,20141025:2259,8.6,24,D
3925,20141026:2259,0,24,D
3925,20141027:2259,8.4,24,D
3925,20141028:2259,5.1,24,D
3925,20141029:2259,0.1,24,D
3925,20141030:2259,0.4,24,D
3925,20141031:2259,3.3,24,D
3925,20141101:2259,2.3,24,D
3925,20141102:2259,1.9,24,D
3925,20141103:2259,3.8,24,D
3925,20141104:2259,6.5,24,D
3925,20141105:2259,5.8,24,D
3925,20141106:2259,8,24,D
3925,20141107:2259,8.1,24,D
3925,20141108:2259,10.8,24,D
3925,20141109:2259,5.4,24,D
3925,20141110:2259,2.6,24,D
3925,20141111:2259,0.5,24,D
3925,20141112:2259,4.3,24,D
3925,20141113:2259,8.9,24,D
3925,20141114:2259,6.6,24,D
3925,20141115:2259,5,24,D
3925,20141116:2259,6.7,24,D
3925,20141117:2259,0,24,D
3925,20141118:2259,6.7,24,D
3925,20141119:2259,2,24,D
3925,20141120:2259,4.7,24,D
3925,20141121:2259,0.7,24,D
3925,20141122:2259,0.6,24,D
3925,20141123:2259,8.1,24,D
3925,20141124:2259,10.8,24,D
3925,20141125:2259,1.4,24,D
3925,20141126:2259,9,24,D
3925,20141127:2259,3,24,D
3925,20141128:2259,5.2,24,D
3925,20141129:2259,2.8,24,D
3925,20141130:2259,5.2,24,D
3925,20141201:2259,7.4,24,D
3925,20141202:2259,13.3,24,D
3925,20141203:2259,8,24,D
3925,20141204:2259,0.1,24,D
3925,20141205:2259,8.2,24,D
3925,20141206:2259,3.1,24,D
3925,20141207:2259,6.7,24,D
3925,20141208:2259,9,24,D
3925,20141209:2259,2.4,24,D
3925,20141210:2259,0,24,D
3925,20141211:2259,0.3,24,D
3925,20141212:2259,6.2,24,D
3925,20141213:2259,9.3,24,D
3925,20141214:2259,13.5,24,D
3925,20141215:2259,13.6,24,D
3925,20141216:2259,13.1,24,D
3925,20141217:2259,1.5,24,D
3925,20141218:2259,1.5,24,D
3925,20141219:2259,2.8,24,D
3925,20141220:2259,1.5,24,D
3925,20141221:2259,3.1,24,D
3925,20141222:2259,10.8,24,D
3925,20141223:2259,13.5,24,D
3925,20141224:2259,13.7,24,D
3925,20141225:2259,8.3,24,D
3925,20141226:2259,7.3,24,D
3925,20141227:2259,2.1,24,D
3925,20141228:2259,5.5,24,D
3925,20141229:2259,4.6,24,D
3925,20141230:2259,3.5,24,D
3925,20141231:2259,1.6,24,D
3925,20150101:2259,10.5,24,D
3925,20150102:2259,6,24,D
3925,20150103:2259,8.9,24,D
3925,20150104:2259,10.4,24,D
3925,20150105:2259,12.8,24,D
3925,20150106:2259,9.4,24,D
3925,20150107:2259,11.7,24,D
3925,20150108:2259,9,24,D
3925,20150109:2259,11.3,24,D
3925,20150110:2259,11.1,24,D
3925,20150111:2259,6.6,24,D
3925,20150112:2259,7.7,24,D
3925,20150113:2259,11.3,24,D
3925,20150114:2259,9,24,D
3925,20150115:2259,5.8,24,D
3925,20150116:2259,0.1,24,D
3925,20150117:2259,7.9,24,D
3925,20150118:2259,6.7,24,D
3925,20150119:2259,6.1,24,D
3925,20150120:2259,7.7,24,D
3925,20150121:2259,12.1,24,D
3925,20150122:2259,12.9,24,D
3925,20150123:2259,12.8,24,D
3925,20150124:2259,12.8,24,D
3925,20150125:2259,12.7,24,D
3925,20150126:2259,12.5,24,D
3925,20150127:2259,12.2,24,D
3925,20150128:2259,7.3,24,D
3925,20150129:2259,8.6,24,D
3925,20150130:2259,4.2,24,D
3925,20150131:2259,1.5,24,D
3925,20150201:2259,6.1,24,D
3925,20150202:2259,5.7,24,D
3925,20150203:2259,6.5,24,D
3925,20150204:2259,0.4,24,D
3925,20150205:2259,1,24,D
3925,20150206:2259,9.5,24,D
3925,20150207:2259,11.2,24,D
3925,20150208:2259,8.4,24,D
3925,20150209:2259,2.1,24,D
3925,20150210:2259,12.2,24,D
3925,20150211:2259,12.2,24,D
3925,20150212:2259,12.2,24,D
3925,20150213:2259,11.8,24,D
3925,20150214:2259,4.2,24,D
3925,20150215:2259,12,24,D
3925,20150216:2259,10.6,24,D
3925,20150217:2259,8.6,24,D
3925,20150218:2259,11.8,24,D
3925,20150219:2259,4.9,24,D
3925,20150220:2259,11.1,24,D
3925,20150221:2259,2,24,D
3925,20150222:2259,7.2,24,D
3925,20150223:2259,4.1,24,D
3925,20150224:2259,6.4,24,D
3925,20150225:2259,7.2,24,D
3925,20150226:2259,1.6,24,D
3925,20150227:2259,10.8,24,D
3925,20150228:2259,7.7,24,D
3925,20150301:2259,6.5,24,D
3925,20150302:2259,9.9,24,D
3925,20150303:2259,1.8,24,D
3925,20150304:2259,4.1,24,D
3925,20150305:2259,3.9,24,D
3925,20150306:2259,1.7,24,D
3925,20150307:2259,1.7,24,D
3925,20150308:2259,1.8,24,D
3925,20150309:2259,7.5,24,D
3925,20150310:2259,10.6,24,D
3925,20150311:2259,7.3,24,D
3925,20150312:2259,4.5,24,D
3925,20150313:2259,3.5,24,D
3925,20150314:2259,10.2,24,D
3925,20150315:2259,8.4,24,D
3925,20150316:2259,10.9,24,D
3925,20150317:2259,10.9,24,D
3925,20150318:2259,9.8,24,D
3925,20150319:2259,9.6,24,D
3925,20150320:2259,0.2,24,D
3925,20150321:2259,7,24,D
3925,20150322:2259,0.6,24,D
3925,20150323:2259,6.1,24,D
3925,20150324:2259,0.8,24,D
3925,20150325:2259,2.1,24,D
3925,20150326:2259,4.7,24,D
3925,20150327:2259,7.6,24,D
3925,20150328:2259,2.6,24,D
3925,20150329:2259,0.7,24,D
3925,20150330:2259,4.4,24,D
3925,20150331:2259,8.4,24,D
3925,20150401:2259,9.7,24,D
3925,20150402:2259,1.9,24,D
3925,20150403:2259,2.3,24,D
3925,20150404:2259,3.7,24,D
3925,20150405:2359,9.3,24,D
3925,20150406:2359,0.1,24,D
3925,20150407:2359,3.7,24,D
3925,20150408:2359,0,24,D
3925,20150409:2359,2.7,24,D
3925,20150410:2359,2.2,24,D
3925,20150411:2359,6.7,24,D
3925,20150412:2359,2,24,D
3925,20150413:2359,2.7,24,D
3925,20150414:2359,9.2,24,D
3925,20150415:2359,8.8,24,D
3925,20150416:2359,9,24,D
3925,20150417:2359,1,24,D
3925,20150418:2359,9.7,24,D
3925,20150419:2359,4.4,24,D
3925,20150420:2359,2.9,24,D
3925,20150421:2359,0,24,D
3925,20150422:2359,5.6,24,D
3925,20150423:2359,9.2,24,D
3925,20150424:2359,7.9,24,D
3925,20150425:2359,0.3,24,D
3925,20150426:2359,0,24,D
3925,20150427:2359,0.1,24,D
3925,20150428:2359,1.6,24,D
3925,20150429:2359,0.6,24,D
3925,20150430:2359,8.2,24,D
3925,20150501:2359,2.2,24,D
3925,20150502:2359,6,24,D
3925,20150503:2359,6.4,24,D
3925,20150504:2359,6,24,D
3925,20150505:2359,0,24,D
3925,20150506:2359,0,24,D
3925,20150507:2359,3.4,24,D
3925,20150508:2359,0.4,24,D
3925,20150509:2359,1.5,24,D
3925,20150510:2359,6.8,24,D
3925,20150511:2359,0.2,24,D
3925,20150512:2359,2,24,D
3925,20150513:2359,1.9,24,D
3925,20150514:2359,1,24,D
3925,20150515:2359,1.5,24,D
3925,20150516:2359,5.3,24,D
3925,20150517:2359,6.4,24,D
3925,20150518:2359,0.4,24,D
3925,20150519:2359,3,24,D
3925,20150520:2359,0.1,24,D
3925,20150521:2359,0.2,24,D
3925,20150522:2359,2.4,24,D
3925,20150523:2359,7.6,24,D
3925,20150524:2359,0.1,24,D
3925,20150525:2359,6.5,24,D
3925,20150526:2359,2.7,24,D
3925,20150527:2359,4,24,D
3925,20150528:2359,6.5,24,D
3925,20150529:2359,2.3,24,D
3925,20150530:2359,0,24,D
3925,20150531:2359,1.2,24,D
3925,20150601:2359,0.6,24,D
3925,20150602:2359,6.6,24,D
3925,20150603:2359,7,24,D
3925,20150604:2359,7,24,D
3925,20150605:2359,2.8,24,D
3925,20150606:2359,1.8,24,D
3925,20150607:2359,2.8,24,D
3925,20150608:2359,0.6,24,D
3925,20150609:2359,0.1,24,D
3925,20150610:2359,0.2,24,D
3925,20150611:2359,2.4,24,D
3925,20150612:2359,0.1,24,D
3925,20150613:2359,0,24,D
3925,20150614:2359,0.6,24,D
3925,20150615:2359,4,24,D
3925,20150616:2359,3.3,24,D
3925,20150617:2359,0,24,D
3925,20150618:2359,0,24,D
3925,20150619:2359,0,24,D
3925,20150620:2359,2.6,24,D
3925,20150621:2359,0.3,24,D
3925,20150622:2359,7.2,24,D
3925,20150623:2359,4.5,24,D
3925,20150624:2359,5,24,D
3925,20150625:2359,5.8,24,D
3925,20150626:2359,0.3,24,D
